"latitude","longitude","brightness","daynight","acq_date","acq_time","daynight.1","type","datetime","city","state","population","wildfire","temp_C","wind","humidity","cloud_cover","precipitation","ndvi","soil_moisture","elevation"
-14.6954,144.8455,333.9,"D","2020-09-29",51,"D",0,"2020-09-29 00:51:00",NA,NA,NA,1,28.8,25.9,48,35,0,0.4521,0.205974131822586,30
-11.7148,131.1193,314,"D","2020-07-17",152,"D",0,"2020-07-17 01:52:00","Darwin","Northern Territory",139902,1,29.8,12,38,94,0,0.6451,0.158541977405548,46
-35.81,150.0181,315.2,"N","2020-01-01",1259,"N",0,"2020-01-01 12:59:00","Batehaven","New South Wales",1776,1,9.3,6.9,99,8,0,0.6475,0.137297987937927,312
-27.8631,150.7791,315.7,"D","2020-09-24",36,"D",0,"2020-09-24 00:36:00","Toowoomba","Queensland",108398,1,23.2,11.5,19,0,0,0.4931,0.130915835499763,328
-13.3311,142.0911,351.6,"D","2020-07-16",359,"D",0,"2020-07-16 03:59:00",NA,NA,NA,1,27.6,14.4,45,0,0,0.5061,0.137588083744049,69
-13.216,132.0792,323.1,"D","2020-05-28",454,"D",0,"2020-05-28 04:54:00","Palmerston","Northern Territory",33695,1,27.2,9.4,38,0,0,0.3941,0.155517846345901,62
-11.9297,132.6625,328.2,"D","2020-06-20",501,"D",0,"2020-06-20 05:01:00","Palmerston","Northern Territory",33695,1,27.1,17.8,67,35,0,0.3594,0.137868791818619,5
-17.4492,143.9454,342.3,"D","2020-12-03",422,"D",0,"2020-12-03 04:22:00","Mareeba","Queensland",8585,1,32,26.4,32,1,0,0.3839,0.0446559265255928,284
-14.723,144.7489,302.4,"N","2020-10-01",1557,"N",0,"2020-10-01 15:57:00",NA,NA,NA,1,22.2,15.6,68,98,0,0.4711,0.121703341603279,164
-37.4015,149.3678,321.1,"N","2020-01-13",1501,"N",0,"2020-01-13 15:01:00","Eden","New South Wales",3151,1,15.9,9.1,85,1,0,0.6036,0.143201634287834,346
-19.7903,144.7104,332.5,"D","2020-11-29",22,"D",0,"2020-11-29 00:22:00","Charters Towers","Queensland",8040,1,33.5,9.1,21,0,0,0.3207,0.0786926597356796,694
-15.5509,143.5725,309.9,"N","2020-11-17",1347,"N",0,"2020-11-17 13:47:00",NA,NA,NA,1,21.5,12.9,84,4,0,0.5241,0.148799374699593,289
-25.0958,151.8165,327.6,"D","2020-08-23",35,"D",0,"2020-08-23 00:35:00","Bargara","Queensland",8883,1,19.8,13.3,23,0,0,0.6304,0.20051571726799,164
-12.3012,132.2934,311.5,"D","2020-05-24",519,"D",0,"2020-05-24 05:19:00","Palmerston","Northern Territory",33695,1,23.5,8.2,44,0,0,0.6136,0.363620281219482,6
-13.236,134.6448,327,"D","2020-05-27",411,"D",0,"2020-05-27 04:11:00",NA,NA,NA,1,30.8,12.8,26,73,0,0.5225,0.128085181117058,94
-25.9941,151.2216,336.1,"D","2020-11-30",349,"D",0,"2020-11-30 03:49:00","Kingaroy","Queensland",10020,1,31.2,21.3,38,4,0,0.495,0.117745839059353,361
-14.4119,126.6814,341.7,"D","2020-07-15",454,"D",0,"2020-07-15 04:54:00",NA,NA,NA,1,26.5,7.1,15,0,0,0.345,0.197548165917397,175
-24.4099,151.6495,314.3,"D","2020-08-05",331,"D",0,"2020-08-05 03:31:00","Gladstone","Queensland",34703,1,18.4,8.6,74,3,0,0.5344,0.234303057193756,39
-21.8349,140.3171,315.6,"N","2020-02-22",1547,"N",0,"2020-02-22 15:47:00",NA,NA,NA,1,26.4,14.3,78,39,0,0.2725,0.179685518145561,294
-15.2643,142.357,333.7,"D","2020-10-12",447,"D",0,"2020-10-12 04:47:00",NA,NA,NA,1,35,12.5,26,69,0,0.3572,0.0614651441574097,52
-36.4327,149.641,326.7,"D","2020-01-03",2349,"D",0,"2020-01-03 23:49:00","Tathra","New South Wales",1523,1,33.7,12.6,27,0,0,0.6566,0.127617806196213,688
-32.7458,119.8569,368.6,"D","2020-02-07",254,"D",0,"2020-02-07 02:54:00",NA,NA,NA,1,38.6,19.6,14,67,0,0.2439,0.0441761948168278,427
-14.9498,134.3993,338.9,"D","2020-11-12",116,"D",0,"2020-11-12 01:16:00",NA,NA,NA,1,39.3,13,28,49,0,0.2808,0.0441710390150547,37
-21.5808,149.0023,335.9,"D","2020-10-02",408,"D",0,"2020-10-02 04:08:00","Mackay","Queensland",72900,1,20.8,11,68,0,0,0.5595,0.177120447158813,199
-17.8033,144.1163,330.4,"D","2020-11-30",104,"D",0,"2020-11-30 01:04:00","Mareeba","Queensland",8585,1,35.7,9,28,25,0,0.2875,0.0605092644691467,441
-18.7024,141.973,332.8,"D","2020-12-08",15,"D",0,"2020-12-08 00:15:00",NA,NA,NA,1,42,15.2,14,4,0,0.2677,0.0945139080286026,94
-12.8797,142.7048,317.9,"N","2020-08-19",1311,"N",0,"2020-08-19 13:11:00",NA,NA,NA,1,17.5,4,92,0,0,0.5314,0.162264347076416,91
-36.498,148.0252,335.2,"D","2020-01-04",404,"D",0,"2020-01-04 04:04:00","Jindabyne","New South Wales",2233,1,20.7,14.4,59,41,0,0.697,0.0716255307197571,1116
-17.2369,145.3453,340.5,"D","2020-11-07",58,"D",0,"2020-11-07 00:58:00","Mareeba","Queensland",8585,1,29.8,11.5,39,34,0,0.4532,0.158534482121468,749
-21.1154,140.5294,340.3,"D","2020-11-19",123,"D",0,"2020-11-19 01:23:00",NA,NA,NA,1,37.8,21.7,15,32,0,0.1932,0.0610793642699718,317
-15.1329,145.1433,312.2,"D","2020-08-16",27,"D",0,"2020-08-16 00:27:00",NA,NA,NA,1,27.5,18.4,39,8,0,0.6338,0.0530007481575012,20
-17.1868,144.3145,305.6,"N","2020-11-18",1557,"N",0,"2020-11-18 15:57:00","Mareeba","Queensland",8585,1,23.4,20.2,57,0,0,0.3355,0.0969144850969315,310
-35.8333,149.2558,310.7,"N","2020-02-03",1342,"N",0,"2020-02-03 13:42:00","Canberra","Australian Capital Territory",381488,1,4.6,9.4,75,1,0,0.4762,0.108728110790253,1100
-16.9091,138.5918,336.4,"D","2020-11-02",505,"D",0,"2020-11-02 05:05:00",NA,NA,NA,1,27.8,8,86,0,0,0.2809,0.166025102138519,7
-21.25,145.4485,352.2,"D","2020-11-21",356,"D",0,"2020-11-21 03:56:00","Charters Towers","Queensland",8040,1,30.5,7.7,27,37,0,0.2528,0.0796270817518234,343
-24.8847,150.0659,302.1,"N","2020-01-26",1256,"N",0,"2020-01-26 12:56:00","Gladstone","Queensland",34703,1,24.3,5.5,82,97,0,0.3462,0.256694138050079,146
-33.7314,116.2315,320.2,"D","2020-05-14",615,"D",0,"2020-05-14 06:15:00","Australind","Western Australia",14539,1,15.6,7.3,72,0,0,0.7255,0.110151991248131,278
-35.6869,149.0733,350.4,"D","2020-02-03",417,"D",0,"2020-02-03 04:17:00","Canberra","Australian Capital Territory",381488,1,14.4,19,56,0,0,0.3766,0.161258071660995,778
-32.9578,120.2008,307.7,"N","2020-02-08",1540,"N",0,"2020-02-08 15:40:00",NA,NA,NA,1,18.2,15.1,69,29,0,0.3168,0.0837401151657104,315
-35.9084,149.545,312,"N","2020-01-31",1311,"N",0,"2020-01-31 13:11:00","Batehaven","New South Wales",1776,1,25.7,13.4,49,1,0,0.6367,0.114507794380188,944
-13.1395,131.7979,305.4,"N","2020-08-17",1324,"N",0,"2020-08-17 13:24:00","Palmerston","Northern Territory",33695,1,23,7.6,80,2,0,0.3283,0.112517364323139,41
-12.8592,133.1346,306.6,"N","2020-05-02",1342,"N",0,"2020-05-02 13:42:00",NA,NA,NA,1,22.1,24.9,32,2,0,0.5922,0.177500784397125,274
-17.9165,141.7661,327.1,"D","2020-11-22",15,"D",0,"2020-11-22 00:15:00",NA,NA,NA,1,39,11.8,15,93,0,0.3018,0.0856922119855881,56
-19.5119,146.1785,306,"N","2020-08-30",1251,"N",0,"2020-08-30 12:51:00","Rasmussen","Queensland",4456,1,14.4,5.8,93,71,0,0.346,0.115393102169037,398
-11.4994,131.0091,331.8,"D","2020-07-08",448,"D",0,"2020-07-08 04:48:00","Darwin","Northern Territory",139902,1,25.1,5.9,53,0,0,0.6844,0.103462554514408,28
-33.1549,150.0618,355.9,"D","2020-01-03",2348,"D",0,"2020-01-03 23:48:00","Wallerawang","New South Wales",1980,1,34.5,14.2,26,0,0,0.39425,0.0473817810416222,638
-36.7609,149.401,331.2,"D","2020-01-28",2343,"D",0,"2020-01-28 23:43:00","Merimbula","New South Wales",3544,1,21.2,5.4,48,0,0,0.3641,0.127441138029099,866
-12.7018,142.8734,345.5,"D","2020-11-10",417,"D",0,"2020-11-10 04:17:00",NA,NA,NA,1,26.6,16.6,69,21,0,0.5405,0.124654680490494,171
-12.8431,131.0689,326.7,"D","2020-07-12",134,"D",0,"2020-07-12 01:34:00","Palmerston","Northern Territory",33695,1,33.6,13.7,29,97,0,0.5782,0.163579642772675,77
-16.3331,144.8516,321.9,"D","2020-05-11",410,"D",0,"2020-05-11 04:10:00","Mareeba","Queensland",8585,1,20.9,15,67,3,0,0.6424,0.128588333725929,642
-32.3726,123.6376,302.3,"N","2020-01-05",1414,"N",0,"2020-01-05 14:14:00",NA,NA,NA,1,16.9,17.1,63,0,0,0.33345,0.0980255454778671,191
-21.2076,136.9116,342.3,"D","2020-12-02",516,"D",0,"2020-12-02 05:16:00",NA,NA,NA,1,38,21.2,15,74,0,0.1851,0.0424127355217934,250
-26.0402,151.7543,318.3,"D","2020-10-30",431,"D",0,"2020-10-30 04:31:00","Kingaroy","Queensland",10020,1,22.6,10.6,55,0,0,0.4158,0.0775713622570038,271
-25.7044,152.8199,318,"D","2020-07-20",330,"D",0,"2020-07-20 03:30:00","Urraween","Queensland",6969,1,21.8,5.3,42,73,0,0.7867,0.0833514407277107,34
-21.5579,119.845,321,"D","2020-05-20",541,"D",0,"2020-05-20 05:41:00",NA,NA,NA,1,24.8,13,19,0,0,0.2035,0.0705953985452652,298
-14.2304,132.1763,334.5,"D","2020-11-10",128,"D",0,"2020-11-10 01:28:00",NA,NA,NA,1,40.1,10.8,17,47,0,0.2404,0.086479939520359,145
-37.1522,149.1818,311.1,"N","2020-02-01",1532,"N",0,"2020-02-01 15:32:00","Eden","New South Wales",3151,1,18.5,0.7,89,64,0,0.7902,0.135336488485336,959
-36.0525,149.4632,336.7,"D","2020-01-26",2355,"D",0,"2020-01-26 23:55:00","Narooma","New South Wales",2605,1,21.6,10.5,56,2,0,0.6181,0.137720033526421,1239
-32.5643,122.3166,364.8,"D","2020-01-01",234,"D",0,"2020-01-01 02:34:00","Esperance","Western Australia",2080,1,37.5,10.3,13,0,0,0.3984,0.102396011352539,297
-13.968,130.2518,323,"D","2020-06-06",448,"D",0,"2020-06-06 04:48:00","Darwin","Northern Territory",139902,1,26.9,8.2,35,38,0,0.4925,0.105284482240677,121
-37.5953,147.5579,352.4,"N","2020-01-01",1258,"N",0,"2020-01-01 12:58:00","Paynesville","Victoria",3480,1,12.4,4.7,69,0,0,0.6735,0.08552485704422,425
-12.7917,130.8195,321.7,"D","2020-06-11",507,"D",0,"2020-06-11 05:07:00","Palmerston","Northern Territory",33695,1,29,6.6,53,94,0,0.4972,0.211693853139877,28
-32.0103,151.4359,315.6,"N","2020-01-04",1506,"N",0,"2020-01-04 15:06:00","Scone","New South Wales",5013,1,15.8,1.8,83,18,0,0.7808,0.0751650631427765,1454
-12.8306,142.6674,302.5,"N","2020-08-15",1336,"N",0,"2020-08-15 13:36:00",NA,NA,NA,1,19.1,8.4,92,82,0,0.4181,0.16625502705574,126
-16.3022,137.3644,335,"D","2020-11-05",110,"D",0,"2020-11-05 01:10:00",NA,NA,NA,1,33,18.9,55,8,0,0.4739,0.20059996843338,26
-13.4178,134.5298,340.4,"D","2020-07-31",454,"D",0,"2020-07-31 04:54:00",NA,NA,NA,1,26.9,15.5,36,0,0,0.461,0.0731049925088882,136
-13.0904,130.8441,322.9,"D","2020-04-22",519,"D",0,"2020-04-22 05:19:00","Palmerston","Northern Territory",33695,1,30,5.7,56,0,0,0.5937,0.381298959255219,61
-35.8492,148.6502,342.8,"D","2020-01-03",321,"D",0,"2020-01-03 03:21:00","Jindabyne","New South Wales",2233,1,25.6,10.7,22,0,0,0.6075,0.0890553742647171,1494
-14.5141,131.3976,320.9,"D","2020-05-15",524,"D",0,"2020-05-15 05:24:00",NA,NA,NA,1,27.2,9,39,67,0,0.5235,0.126982390880585,136
-20.8195,120.0883,374.2,"D","2020-02-04",220,"D",0,"2020-02-04 02:20:00",NA,NA,NA,1,42.1,18.3,8,0,0,0.2129,0.125078752636909,133
-13.8555,130.3933,321.5,"D","2020-06-07",531,"D",0,"2020-06-07 05:31:00","Darwin","Northern Territory",139902,1,27.9,7.9,38,78,0,0.4285,0.104624010622501,13
-24.8841,151.9588,317.9,"D","2020-06-09",337,"D",0,"2020-06-09 03:37:00","Bargara","Queensland",8883,1,19,13.3,60,40,0,0.587,0.144892156124115,53
-12.4316,142.8877,345.8,"D","2020-10-22",57,"D",0,"2020-10-22 00:57:00",NA,NA,NA,1,32.7,16.3,39,43,0,0.4688,0.0503868609666824,169
-34.138,116.9013,314.6,"D","2020-07-22",217,"D",0,"2020-07-22 02:17:00","Australind","Western Australia",14539,1,19.7,27.3,56,16,0,0.5672,0.353740751743317,262
-36.5374,148.1224,301,"N","2020-01-02",1519,"N",0,"2020-01-02 15:19:00","Jindabyne","New South Wales",2233,1,18.8,4.8,59,0,0,0.701,0.0858697146177292,593
-34.6562,146.0864,318,"D","2020-11-17",1,"D",0,"2020-11-17 00:01:00","Leeton","New South Wales",7437,1,25,12.6,21,0,0,0.2937,0.0932201594114304,125
-14.4071,131.9003,334.8,"D","2020-10-12",448,"D",0,"2020-10-12 04:48:00",NA,NA,NA,1,32.8,5.9,41,2,0,0.3772,0.0662983134388924,145
-14.4093,142.1513,339.1,"D","2020-06-15",441,"D",0,"2020-06-15 04:41:00",NA,NA,NA,1,28,7.6,57,11,0,0.5901,0.142595201730728,63
-13.2671,132.5315,324.1,"D","2020-05-30",442,"D",0,"2020-05-30 04:42:00","Palmerston","Northern Territory",33695,1,30.1,5,27,0,0,0.4852,0.137380078434944,169
-24.0961,147.734,322.5,"D","2020-09-28",432,"D",0,"2020-09-28 04:32:00",NA,NA,NA,1,23.2,10,25,0,0,0.2607,0.0522087290883064,255
-13.9679,130.6409,314.3,"D","2020-06-22",159,"D",0,"2020-06-22 01:59:00","Palmerston","Northern Territory",33695,1,30.7,16,18,0,0,0.412,0.0954451113939285,97
-12.9818,141.6959,304.6,"N","2020-10-15",1305,"N",0,"2020-10-15 13:05:00",NA,NA,NA,1,23.8,13,74,0,0,0.5301,0.0548382624983788,34
-17.8394,141.8885,348.9,"D","2020-11-22",440,"D",0,"2020-11-22 04:40:00",NA,NA,NA,1,33.2,9.3,15,0,0,0.2803,0.0879373773932457,66
-13.4488,133.5368,322.4,"D","2020-04-26",454,"D",0,"2020-04-26 04:54:00",NA,NA,NA,1,29,9.2,40,4,0,0.5923,0.178457051515579,373
-16.8002,145.4279,328.3,"D","2020-11-01",422,"D",0,"2020-11-01 04:22:00","Mareeba","Queensland",8585,1,21.9,13.4,82,0,0,0.4158,0.0788015201687813,414
-35.8158,148.7657,362.4,"D","2020-01-04",404,"D",0,"2020-01-04 04:04:00","Canberra","Australian Capital Territory",381488,1,25.8,5.9,42,0,0.1,0.51255,0.089079923927784,1299
-17.6723,126.6011,340.5,"D","2020-11-16",517,"D",0,"2020-11-16 05:17:00",NA,NA,NA,1,34.1,15,30,86,0,0.2156,0.0386851131916046,489
-19.2043,125.5549,338.8,"D","2020-04-06",517,"D",0,"2020-04-06 05:17:00",NA,NA,NA,1,26.6,13,73,90,7,0.3031,0.0652611702680588,258
-28.2918,152.0519,316.6,"D","2020-04-26",311,"D",0,"2020-04-26 03:11:00","Toowoomba","Queensland",108398,1,21.8,5,52,93,0,0.521,0.140100300312042,490
-30.8584,121.5003,300.7,"N","2020-01-11",1651,"N",2,"2020-01-11 16:51:00","Boulder","Western Australia",4825,1,19.1,15.6,66,6,0,0.2585,0.0415198132395744,347
-11.3812,130.3301,319.4,"D","2020-07-29",507,"D",0,"2020-07-29 05:07:00","Darwin","Northern Territory",139902,1,25,5.2,60,57,0,0.5477,0.0980801731348038,23
-17.1215,127.9264,332.2,"D","2020-05-08",518,"D",0,"2020-05-08 05:18:00",NA,NA,NA,1,28.8,11.5,21,93,0,0.3524,0.0566354058682919,556
-11.5347,132.9539,328.3,"D","2020-07-15",455,"D",0,"2020-07-15 04:55:00",NA,NA,NA,1,25.5,10.4,69,11,0,0.628,0.109899371862411,24
-31.5412,151.4499,332.3,"N","2020-01-10",1253,"N",0,"2020-01-10 12:53:00","Quirindi","New South Wales",2602,1,24.9,21.7,43,96,0,0.5757,0.0531272888183594,971
-31.891,121.5163,349.8,"D","2020-01-07",615,"D",0,"2020-01-07 06:15:00","Boulder","Western Australia",4825,1,34.2,13.1,13,0,0,0.3365,0.0486776195466518,321
-37.8217,147.3072,340.7,"D","2020-10-12",26,"D",0,"2020-10-12 00:26:00","Maffra","Victoria",4548,1,22.5,9.7,52,0,0,0.6367,0.188160866498947,110
-28.9442,152.065,353.5,"D","2020-01-27",412,"D",0,"2020-01-27 04:12:00","Glen Innes","New South Wales",5184,1,20.9,10.4,70,75,0,0.6625,0.205747544765472,1095
-32.6066,123.4302,334.5,"D","2020-01-28",633,"D",0,"2020-01-28 06:33:00",NA,NA,NA,1,37.7,12.3,12,0,0,0.2955,0.0903846770524979,174
-41.3283,148.1729,338.1,"D","2020-10-03",446,"D",0,"2020-10-03 04:46:00","Evandale","Tasmania",1058,1,19.4,10.4,54,98,0,0.6929,0.308204978704453,198
-17.0002,122.5415,322.3,"D","2020-07-27",518,"D",0,"2020-07-27 05:18:00",NA,NA,NA,1,29.5,10.6,12,0,0,0.4883,0.068529948592186,28
-14.6801,144.8048,347.1,"D","2020-09-29",51,"D",0,"2020-09-29 00:51:00",NA,NA,NA,1,28.6,29.8,48,0,0,0.5602,0.205974131822586,42
-25.1811,148.0326,334.6,"D","2020-12-06",29,"D",0,"2020-12-06 00:29:00",NA,NA,NA,1,35.8,14.1,22,89,0,0.389,0.0536991842091084,683
-12.9903,141.6808,323.1,"D","2020-10-14",435,"D",0,"2020-10-14 04:35:00",NA,NA,NA,1,30,7.5,54,45,0,0.526,0.0548382624983788,28
-19.9453,144.1794,328,"D","2020-01-10",332,"D",0,"2020-01-10 03:32:00",NA,NA,NA,1,30,13.3,24,77,0,0.4375,0.0321192666888237,839
-16.7583,142.8751,332.6,"D","2020-10-20",110,"D",0,"2020-10-20 01:10:00",NA,NA,NA,1,38,3.4,26,21,0,0.3752,0.0604042559862137,92
-31.0172,116.2185,317.5,"D","2020-04-03",622,"D",0,"2020-04-03 06:22:00","Perth","Western Australia",2141834,1,19.4,8.4,29,0,0,0.3253,0.177126675844193,203
-21.2134,145.2818,337.3,"D","2020-11-24",4,"D",0,"2020-11-24 00:04:00","Charters Towers","Queensland",8040,1,38.4,11.2,16,26,0,0.2315,0.0354237519204617,385
-14.9988,131.0362,328.4,"D","2020-06-30",110,"D",0,"2020-06-30 01:10:00",NA,NA,NA,1,30.8,11.3,18,0,0,0.3684,0.0870199501514435,299
-13.9126,143.0074,328.6,"D","2020-07-16",358,"D",0,"2020-07-16 03:58:00",NA,NA,NA,1,23.9,11.7,60,0,0,0.5351,0.133350253105164,166
-37.0532,148.333,415.8,"D","2020-01-04",404,"D",0,"2020-01-04 04:04:00","Orbost","Victoria",2014,1,15.6,13.4,78,100,0,0.3515,0.0937802493572235,899
-41.2062,145.6462,314.4,"D","2020-03-26",351,"D",0,"2020-03-26 03:51:00","Somerset","Tasmania",3903,1,9.9,6,88,100,0,0.8922,0.340753704309464,513
-35.0469,145.7983,301,"D","2020-06-03",411,"D",0,"2020-06-03 04:11:00","Narrandera","New South Wales",3783,1,11.2,13.9,62,14,0,0.6231,0.162758857011795,115
-17.1681,144.3304,337.7,"D","2020-11-18",39,"D",0,"2020-11-18 00:39:00","Mareeba","Queensland",8585,1,37.5,18.7,16,20,0,0.2894,0.0969144850969315,332
-15.7547,135.9769,337.5,"D","2020-11-29",447,"D",0,"2020-11-29 04:47:00",NA,NA,NA,1,29.9,15.1,65,5,0,0.2898,0.0392934530973434,52
-16.2088,144.5253,325.3,"D","2020-07-18",345,"D",0,"2020-07-18 03:45:00","Mareeba","Queensland",8585,1,17.2,12.1,65,98,0,0.4806,0.130710482597351,810
-35.7199,136.7768,335.9,"D","2020-01-01",512,"D",0,"2020-01-01 05:12:00",NA,NA,NA,1,17.7,12.1,62,0,0,0.5602,0,90
-33.5867,116.2113,332.1,"D","2020-12-15",621,"D",0,"2020-12-15 06:21:00","Australind","Western Australia",14539,1,21.6,15.9,26,0,0,0.6493,0.102242588996887,258
-13.4294,131.6422,303.3,"N","2020-07-21",1342,"N",0,"2020-07-21 13:42:00","Palmerston","Northern Territory",33695,1,19.1,14.2,25,0,0,0.473,0.0865370333194733,117
-25.6236,152.0858,334.6,"D","2020-11-21",355,"D",0,"2020-11-21 03:55:00","Urraween","Queensland",6969,1,21.8,12,64,0,0,0.6057,0.0958656594157219,279
-35.8485,149.037,333.7,"D","2020-02-03",417,"D",0,"2020-02-03 04:17:00","Canberra","Australian Capital Territory",381488,1,10.5,14.8,67,0,0,0.4447,0.118379905819893,1187
-35.7395,148.9401,393.9,"N","2020-01-31",1449,"N",0,"2020-01-31 14:49:00","Canberra","Australian Capital Territory",381488,1,22.2,9.7,61,15,0,0.4261,0.165591880679131,1129
-25.1553,149.9271,310.3,"D","2020-08-30",2346,"D",0,"2020-08-30 23:46:00",NA,NA,NA,1,18.8,4.7,56,0,0,0.5358,0.170068979263306,371
-12.1085,142.1493,302.5,"N","2020-08-01",1324,"N",0,"2020-08-01 13:24:00","Thursday Island","Queensland",2805,1,21,13.8,82,13,0,0.5976,0.178656846284866,58
-17.3693,145.0885,317.7,"N","2020-11-30",1316,"N",0,"2020-11-30 13:16:00","Mareeba","Queensland",8585,1,19.3,3.9,81,1,0,0.4084,0.0657366365194321,704
-16.8782,138.0904,337.8,"D","2020-11-11",459,"D",0,"2020-11-11 04:59:00",NA,NA,NA,1,29.6,15.1,69,17,0,0.4357,0.148349523544312,22
-12.2827,142.7253,318.5,"D","2020-08-01",359,"D",0,"2020-08-01 03:59:00",NA,NA,NA,1,23,16.8,72,36,0,0.5631,0.15983921289444,128
-17.1149,144.8587,322.6,"N","2020-01-12",1245,"N",0,"2020-01-12 12:45:00","Mareeba","Queensland",8585,1,20.5,5.9,89,13,0,0.521,0.0719997808337212,769
-29.0336,127.2672,327.4,"D","2020-03-19",527,"D",0,"2020-03-19 05:27:00",NA,NA,NA,1,32.8,17.8,27,11,0,0.2389,0.0297830682247877,229
-17.122,123.0845,359.2,"D","2020-10-10",212,"D",0,"2020-10-10 02:12:00",NA,NA,NA,1,37.7,24.7,23,76,0,0.3253,0.0305354036390781,91
-37.237,149.1499,334.6,"N","2020-01-14",1544,"N",0,"2020-01-14 15:44:00","Eden","New South Wales",3151,1,20.8,12.7,67,30,0,0.5636,0.0974611192941666,443
-18.3018,127.8122,325.7,"N","2020-08-23",1424,"N",0,"2020-08-23 14:24:00",NA,NA,NA,1,17.9,12.4,25,0,0,0.1976,0.0568913742899895,423
-25.5308,151.1743,317.3,"N","2020-01-30",1231,"N",0,"2020-01-30 12:31:00","Kingaroy","Queensland",10020,1,22.8,6,87,13,0,0.4883,0.202752500772476,178
-14.4912,130.786,404.7,"D","2020-11-16",518,"D",0,"2020-11-16 05:18:00",NA,NA,NA,1,32,8.2,43,38,0,0.4807,0.0752267986536026,279
-36.4033,141.5937,301.3,"D","2020-08-27",429,"D",0,"2020-08-27 04:29:00","Horsham","Victoria",15134,1,13.1,29.8,72,79,0,0.68,0.242290034890175,155
-13.7736,130.5573,321.2,"D","2020-05-01",513,"D",0,"2020-05-01 05:13:00","Palmerston","Northern Territory",33695,1,30.9,11.9,23,72,0,0.5367,0.168394982814789,20
-13.4803,130.2678,320.2,"D","2020-06-29",205,"D",0,"2020-06-29 02:05:00","Darwin","Northern Territory",139902,1,33.2,10.9,26,85,0,0.4504,0.217623144388199,2
-13.3756,142.6361,336.6,"D","2020-06-23",103,"D",0,"2020-06-23 01:03:00",NA,NA,NA,1,29.9,16.6,45,44,0,0.5859,0.179424375295639,74
-21.0533,116.6585,333.5,"D","2020-06-24",612,"D",0,"2020-06-24 06:12:00",NA,NA,NA,1,25.1,14.1,37,0,0,0.3227,0.0773333311080933,66
-37.0204,148.1183,316.5,"N","2020-01-03",1246,"N",0,"2020-01-03 12:46:00","Orbost","Victoria",2014,1,15,11.1,37,61,0,0.40005,0.0813948661088943,1165
-10.9551,142.4817,306.2,"N","2020-11-11",1550,"N",0,"2020-11-11 15:50:00","Thursday Island","Queensland",2805,1,26.2,10.5,78,8,0,0.5587,0.0682619288563728,30
-16.6709,143.704,312.1,"N","2020-11-16",1304,"N",0,"2020-11-16 13:04:00","Mareeba","Queensland",8585,1,23.6,10.8,66,16,0,0.342,0.113695114850998,158
-22.3494,146.9836,310.6,"N","2020-10-20",1321,"N",0,"2020-10-20 13:21:00",NA,NA,NA,1,22.2,17.9,67,1,0,0.2509,0.0603426620364189,254
-32.4618,116.7268,300.1,"N","2020-04-23",1658,"N",0,"2020-04-23 16:58:00","Mandurah","Western Australia",90306,1,12.6,4.7,94,48,0,0.4676,0.102847009897232,365
-15.864,126.2847,328.1,"D","2020-05-10",506,"D",0,"2020-05-10 05:06:00",NA,NA,NA,1,30.4,14.4,20,0,0,0.3127,0.123159974813461,434
-29.038,127.9261,334.1,"D","2020-11-10",551,"D",0,"2020-11-10 05:51:00",NA,NA,NA,1,24.2,24,16,0,0,0.2078,0.0432406142354012,257
-25.8918,151.1533,332.3,"D","2020-11-06",17,"D",0,"2020-11-06 00:17:00","Kingaroy","Queensland",10020,1,29.1,9.3,17,0,0,0.5692,0.18747141957283,333
-20.7301,139.4868,301.7,"N","2020-07-11",1611,"N",2,"2020-07-11 16:11:00",NA,NA,NA,1,12,25.2,51,6,0,0.2645,0.0719416067004204,353
-13.1445,131.9898,341.9,"D","2020-05-30",442,"D",0,"2020-05-30 04:42:00","Palmerston","Northern Territory",33695,1,29.4,6.4,45,0,0,0.4955,0.20940974354744,58
-14.721,125.398,303.9,"N","2020-05-25",1653,"N",0,"2020-05-25 16:53:00",NA,NA,NA,1,19.8,12.3,74,98,0,0.5742,0.128304094076157,178
-32.3806,123.5162,362.3,"D","2020-01-02",139,"D",0,"2020-01-02 01:39:00",NA,NA,NA,1,39.6,35.1,17,0,0,0.3936,0.102902591228485,194
-41.5399,144.9937,300.1,"N","2020-04-09",1328,"N",0,"2020-04-09 13:28:00","Queenstown","Tasmania",1772,1,12.6,18.7,94,25,0,0.7898,0.354791224002838,202
-25.0218,147.7048,335.7,"D","2020-11-22",438,"D",0,"2020-11-22 04:38:00",NA,NA,NA,1,23.8,12.7,33,0,0,0.4523,0.069269061088562,769
-13.9976,134.7119,324.9,"D","2020-05-12",454,"D",0,"2020-05-12 04:54:00",NA,NA,NA,1,27.6,15.8,45,7,0,0.5182,0.120372340083122,170
-28.5058,152.0115,322.7,"D","2020-10-30",11,"D",0,"2020-10-30 00:11:00","Toowoomba","Queensland",108398,1,24.8,16.5,31,1,0,0.4404,0.14031720161438,872
-19.9172,144.6178,340.5,"D","2020-11-02",40,"D",0,"2020-11-02 00:40:00","Charters Towers","Queensland",8040,1,29.8,11.2,28,0,0,0.3542,0.067393384873867,864
-37.6467,148.9262,318.2,"N","2020-01-04",1329,"N",0,"2020-01-04 13:29:00","Orbost","Victoria",2014,1,14.1,10.4,76,78,0,0.48075,0.141045570373535,110
