"latitude","longitude","brightness","daynight","acq_date","acq_time","daynight.1","type","datetime","city","state","population","wildfire","temp_C","wind","humidity","cloud_cover","precipitation","ndvi","soil_moisture","elevation"
-14.3551,127.706,340.9,"D","2020-10-31",518,"D",0,"2020-10-31 05:18:00",NA,NA,NA,1,32.2,14.2,51,18,0,0.2709,0.0449262261390686,60
-11.443,132.2961,320.1,"D","2020-09-05",430,"D",0,"2020-09-05 04:30:00","Palmerston","Northern Territory",33695,1,28.9,17,50,11,0,0.4872,0.11306668817997,28
-37.5408,148.5082,320.5,"N","2020-01-01",1258,"N",0,"2020-01-01 12:58:00","Orbost","Victoria",2014,1,9.9,6.1,88,2,0,0.8036,0.0670958831906319,261
-35.5633,149.0589,326.2,"D","2020-01-28",453,"D",0,"2020-01-28 04:53:00","Canberra","Australian Capital Territory",381488,1,21.1,11.4,53,94,0,0.447,0.109679132699966,715
-12.393,142.9239,324.5,"D","2020-10-31",50,"D",0,"2020-10-31 00:50:00",NA,NA,NA,1,31.4,15.5,46,56,0,0.6146,0.052293885499239,133
-32.4459,119.6241,336.8,"N","2020-02-08",1540,"N",0,"2020-02-08 15:40:00",NA,NA,NA,1,19,13,74,5,0,0.303,0.0435961969196796,372
-36.8532,149.6588,339.2,"N","2020-02-01",1216,"N",0,"2020-02-01 12:16:00","Merimbula","New South Wales",3544,1,18.9,3.8,92,9,0,0.5652,0.258283466100693,520
-42.5564,146.9939,316.6,"D","2020-11-18",458,"D",0,"2020-11-18 04:58:00","New Norfolk","Tasmania",5432,1,15.9,7.9,59,22,0,0.7535,0.347712635993958,403
-14.4373,127.7272,351.7,"D","2020-03-28",525,"D",0,"2020-03-28 05:25:00",NA,NA,NA,1,33,11,43,14,0,0.3514,0.144733592867851,143
-25.0242,147.7022,333.9,"D","2020-11-29",23,"D",0,"2020-11-29 00:23:00",NA,NA,NA,1,35,6,14,96,0,0.4995,0.0691061168909073,756
-13.1611,131.0381,307.3,"N","2020-06-26",1348,"N",0,"2020-06-26 13:48:00","Palmerston","Northern Territory",33695,1,21.4,9.2,47,2,0,0.4942,0.177967980504036,104
-30.5328,150.9235,332.6,"D","2020-01-04",406,"D",0,"2020-01-04 04:06:00","Manilla","New South Wales",2014,1,32.3,7.3,23,16,0,0.39585,0.0448769740760326,850
-16.257,124.734,320.3,"D","2020-05-03",500,"D",0,"2020-05-03 05:00:00",NA,NA,NA,1,28.5,7.6,25,0,0,0.439,0.137033402919769,141
-13.0935,130.8536,329.3,"D","2020-05-28",454,"D",0,"2020-05-28 04:54:00","Palmerston","Northern Territory",33695,1,27.1,5.9,46,0,0,0.5648,0.260494768619537,61
-15.7805,124.953,336.2,"D","2020-05-03",212,"D",0,"2020-05-03 02:12:00",NA,NA,NA,1,32,13.7,19,0,0,0.5477,0.156630337238312,250
-23.8705,133.4635,312.5,"D","2020-07-22",457,"D",0,"2020-07-22 04:57:00",NA,NA,NA,1,11.8,11.4,60,0,0,0.1698,0.0414699837565422,605
-14.2504,132.2439,330.4,"D","2020-05-28",454,"D",0,"2020-05-28 04:54:00",NA,NA,NA,1,27.2,10.8,29,36,0,0.4187,0.122333861887455,209
-14.2249,142.5157,350.4,"D","2020-12-05",410,"D",0,"2020-12-05 04:10:00",NA,NA,NA,1,32,14.2,40,1,0,0.4936,0.110651560127735,160
-37.7345,149.0958,367.7,"N","2020-01-13",1323,"N",0,"2020-01-13 13:23:00","Orbost","Victoria",2014,1,15.4,9.6,92,3,0,0.151,0.072337195277214,93
-36.626,147.7985,333.6,"N","2020-01-31",1311,"N",0,"2020-01-31 13:11:00","Jindabyne","New South Wales",2233,1,23.8,8.6,49,91,0,0.7156,0.114869639277458,1191
-14.3571,127.0547,317,"D","2020-07-18",236,"D",0,"2020-07-18 02:36:00",NA,NA,NA,1,33.2,12,12,0,0,0.4172,0.0551844388246536,215
-12.9559,136.0142,315.3,"D","2020-07-30",122,"D",0,"2020-07-30 01:22:00",NA,NA,NA,1,27.5,21.7,37,0,0,0.5035,0.0833223313093185,36
-24.2573,150.5609,300.7,"N","2020-10-14",1219,"N",0,"2020-10-14 12:19:00","Gladstone","Queensland",34703,1,15.9,10.8,72,6,0,0.5404,0.0666010603308678,273
-37.3758,149.1621,322.6,"N","2020-01-04",1507,"N",0,"2020-01-04 15:07:00","Orbost","Victoria",2014,1,13.9,12.3,73,86,0,0.50625,0.0790772810578346,216
-17.9001,122.8722,372.6,"D","2020-04-29",524,"D",0,"2020-04-29 05:24:00",NA,NA,NA,1,38.5,19.4,15,100,0,0.3575,0.0681470632553101,32
-37.4579,141.7939,342.2,"D","2020-11-01",416,"D",0,"2020-11-01 04:16:00","Horsham","Victoria",15134,1,15.1,8.7,82,0,0,0.6619,0.401119142770767,239
-16.5051,142.2617,336.1,"D","2020-11-07",58,"D",0,"2020-11-07 00:58:00",NA,NA,NA,1,39.5,8.7,20,55,0,0.2697,0.102097429335117,42
-16.2382,141.3882,328,"D","2020-12-09",345,"D",0,"2020-12-09 03:45:00",NA,NA,NA,1,30.4,11.2,70,12,0,0.2456,0.141086637973785,2
-35.8477,148.8858,328.3,"D","2020-01-30",441,"D",0,"2020-01-30 04:41:00","Canberra","Australian Capital Territory",381488,1,21.1,6.9,46,0,0,0.4311,0.143723428249359,1217
-24.3839,151.378,328.4,"D","2020-12-01",10,"D",0,"2020-12-01 00:10:00","Gladstone","Queensland",34703,1,33,11.4,35,0,0,0.531,0.103036493062973,211
-34.9821,141.1786,343.9,"D","2020-04-21",430,"D",0,"2020-04-21 04:30:00","Loxton","South Australia",3947,1,21,10.7,46,33,0,0.4168,0.0502095595002174,69
-14.511,142.5553,319.7,"D","2020-06-16",57,"D",0,"2020-06-16 00:57:00",NA,NA,NA,1,31.9,16.7,38,43,0,0.5633,0.16719588637352,111
-26.1706,152.6062,314.2,"D","2020-04-22",337,"D",0,"2020-04-22 03:37:00","Peregian Beach","Queensland",3791,1,22.2,8.9,76,1,0,0.7652,0.174263030290604,44
-16.0376,136.8393,316.2,"D","2020-07-27",518,"D",0,"2020-07-27 05:18:00",NA,NA,NA,1,21.5,9.3,42,76,0,0.4019,0.17597371339798,8
-22.6107,124.6441,324.1,"D","2020-06-30",535,"D",0,"2020-06-30 05:35:00",NA,NA,NA,1,23,8.2,20,0,0,0.2121,0.0426779761910439,307
-21.7188,120.5372,301.8,"N","2020-06-15",1713,"N",0,"2020-06-15 17:13:00",NA,NA,NA,1,16,21.3,35,0,0,0.2319,0.0799773782491684,363
-35.6375,148.9441,330.8,"D","2020-01-28",2343,"D",0,"2020-01-28 23:43:00","Canberra","Australian Capital Territory",381488,1,21.1,3.2,40,0,0,0.4847,0.155847117304802,1184
-37.3445,149.4851,361.6,"D","2020-01-11",410,"D",0,"2020-01-11 04:10:00","Eden","New South Wales",3151,1,14.3,20.4,65,89,0,0.2001,0.100115545094013,196
-32.4813,123.4959,471.3,"D","2020-01-02",556,"D",0,"2020-01-02 05:56:00",NA,NA,NA,1,26.6,30.4,44,0,0,0.3573,0.105946354568005,180
-15.9652,141.8718,347,"D","2020-11-09",45,"D",0,"2020-11-09 00:45:00",NA,NA,NA,1,38.9,7.2,22,27,0,0.283,0.0924305692315102,21
-36.8864,146.8825,309.6,"D","2020-01-12",38,"D",0,"2020-01-12 00:38:00","Mansfield","Victoria",3999,1,25.6,12.8,31,71,0,0.6339,0.0919256880879402,477
-14.659,144.8706,339,"D","2020-10-01",39,"D",0,"2020-10-01 00:39:00",NA,NA,NA,1,28.2,33.5,49,0,0,0.3976,0.203960329294205,41
-13.3306,131.8029,334.4,"D","2020-07-12",134,"D",0,"2020-07-12 01:34:00","Palmerston","Northern Territory",33695,1,33.1,17.3,29,99,0,0.447,0.0924179255962372,112
-15.1266,142.1038,337.5,"N","2020-11-07",1311,"N",0,"2020-11-07 13:11:00",NA,NA,NA,1,26.9,13.5,60,16,0,0.2944,0.106764629483223,32
-11.6204,132.8397,328.3,"D","2020-09-27",531,"D",0,"2020-09-27 05:31:00",NA,NA,NA,1,26.5,7.4,82,54,0,0.4976,0.09876449406147,34
-12.0517,142.3735,352.1,"D","2020-09-27",353,"D",0,"2020-09-27 03:53:00","Thursday Island","Queensland",2805,1,28.7,17,54,90,0,0.4758,0.155605316162109,71
-34.4623,150.8719,306.1,"D","2020-06-09",334,"D",2,"2020-06-09 03:34:00","Wollongong","New South Wales",261896,1,11.8,6.3,94,86,0,0.4857,0.325141966342926,6
-37.5303,147.496,307.2,"N","2020-01-13",1323,"N",0,"2020-01-13 13:23:00","Paynesville","Victoria",3480,1,13.8,3.2,70,0,0,0.5904,0.120750099420547,468
-22.4014,146.909,324.3,"N","2020-11-04",1546,"N",0,"2020-11-04 15:46:00",NA,NA,NA,1,23.2,18.1,60,0,0,0.2794,0.0649534165859222,246
-13.7428,133.4295,322.6,"D","2020-04-29",525,"D",0,"2020-04-29 05:25:00",NA,NA,NA,1,30,6.1,44,70,0,0.6032,0.15692350268364,365
-27.3667,149.4379,311.5,"D","2020-09-17",2335,"D",0,"2020-09-17 23:35:00",NA,NA,NA,1,21.1,15.5,56,1,0,0.2983,0.0833788216114044,326
-38.3775,146.7888,314.3,"D","2020-07-09",346,"D",0,"2020-07-09 03:46:00","Yarram","Victoria",1739,1,7.9,5,99,7,0,0.759,0.251719892024994,129
-17.1292,127.9027,326.8,"D","2020-05-10",506,"D",0,"2020-05-10 05:06:00",NA,NA,NA,1,29.3,20.6,19,0,0,0.2387,0.0552349835634232,528
-37.0378,149.5492,319.2,"N","2020-02-01",1216,"N",0,"2020-02-01 12:16:00","Eden","New South Wales",3151,1,19.1,7.2,90,100,0,0.7296,0.143782764673233,430
-19.6916,124.789,338.8,"D","2020-12-03",600,"D",0,"2020-12-03 06:00:00",NA,NA,NA,1,35.8,5.8,33,70,0,0.1893,0.0470096133649349,157
-32.5674,123.3726,373,"D","2020-01-07",158,"D",0,"2020-01-07 01:58:00",NA,NA,NA,1,38.5,14.8,9,0,0,0.3488,0.105468682944775,188
-13.0631,130.2149,315.9,"D","2020-05-04",116,"D",0,"2020-05-04 01:16:00","Darwin","Northern Territory",139902,1,32.5,13.4,26,49,0,0.5291,0.272868394851685,42
-16.0021,145.1213,322.5,"D","2020-01-01",339,"D",0,"2020-01-01 03:39:00","Mareeba","Queensland",8585,1,25.3,11.2,72,3,0,0.607,0.14328733086586,245
-37.4295,149.1256,312.1,"N","2020-01-02",1341,"N",0,"2020-01-02 13:41:00","Orbost","Victoria",2014,1,11.8,5.4,85,0,0,0.8066,0.0790772810578346,652
-12.5767,132.6919,322.7,"D","2020-07-07",115,"D",0,"2020-07-07 01:15:00","Palmerston","Northern Territory",33695,1,31.9,14.8,28,0,0,0.4311,0.118757896125317,53
-27.8255,141.9824,339,"D","2020-11-13",24,"D",0,"2020-11-13 00:24:00",NA,NA,NA,1,34,25.2,13,89,0,0.1703,0.149242505431175,70
-35.7987,146.6866,312.9,"D","2020-04-14",423,"D",0,"2020-04-14 04:23:00","Howlong","New South Wales",2654,1,15.8,7.6,74,48,0,0.6502,0.294189840555191,184
-21.5901,140.908,338.3,"D","2020-11-17",421,"D",0,"2020-11-17 04:21:00",NA,NA,NA,1,37.7,24.4,18,100,0,0.1896,0.053930401802063,284
-12.1918,141.859,316.6,"D","2020-09-26",448,"D",0,"2020-09-26 04:48:00","Thursday Island","Queensland",2805,1,28,7,66,81,0,0.5528,0.105289123952389,24
-13.0232,134.5394,336.3,"D","2020-06-17",430,"D",0,"2020-06-17 04:30:00",NA,NA,NA,1,29.4,18.5,45,18,0,0.5572,0.12240095436573,128
-13.6783,131.7728,336.3,"D","2020-05-03",500,"D",0,"2020-05-03 05:00:00","Palmerston","Northern Territory",33695,1,28,12.9,21,53,0,0.5221,0.169423222541809,150
-13.6977,131.9272,324.3,"D","2020-04-30",430,"D",0,"2020-04-30 04:30:00","Palmerston","Northern Territory",33695,1,34.5,10.4,21,54,0,0.5036,0.173658475279808,144
-14.3302,129.8891,333.1,"D","2020-09-23",128,"D",0,"2020-09-23 01:28:00",NA,NA,NA,1,37.1,12.3,33,82,0,0.2785,0.0810159742832184,3
-19.7462,144.3039,356.6,"N","2020-01-10",1257,"N",0,"2020-01-10 12:57:00",NA,NA,NA,1,19.9,10.9,94,99,0,0.5261,0.0315067172050476,898
-31.4625,116.5079,324.5,"D","2020-04-07",140,"D",0,"2020-04-07 01:40:00","Perth","Western Australia",2141834,1,31.1,19.1,26,13,0,0.2516,0.0915689989924431,251
-35.634,148.9857,329,"D","2020-01-29",358,"D",0,"2020-01-29 03:58:00","Canberra","Australian Capital Territory",381488,1,19.8,4.6,71,81,0,0.3875,0.155847117304802,1156
-16.8681,122.6431,337.6,"D","2020-09-23",555,"D",0,"2020-09-23 05:55:00",NA,NA,NA,1,29,13.7,63,0,0,0.3623,0.0516580492258072,51
-17.9236,122.8899,336.9,"D","2020-03-26",536,"D",0,"2020-03-26 05:36:00",NA,NA,NA,1,35.3,2.5,42,32,0,0.4888,0.100224405527115,34
-36.5426,147.7658,432.6,"D","2020-01-04",404,"D",0,"2020-01-04 04:04:00","Jindabyne","New South Wales",2233,1,23,20.6,57,18,0,0.50685,0.0637002438306808,1021
-16.2128,124.7595,336.5,"D","2020-05-03",212,"D",0,"2020-05-03 02:12:00",NA,NA,NA,1,31.5,14.4,20,0,0,0.5288,0.139322966337204,211
-11.4434,132.1877,345.8,"D","2020-09-12",146,"D",0,"2020-09-12 01:46:00","Palmerston","Northern Territory",33695,1,31.9,12.8,25,80,0,0.555,0.10866191983223,21
-28.1665,150.4734,334.2,"D","2020-09-17",30,"D",0,"2020-09-17 00:30:00","Moree","New South Wales",7070,1,27.8,6.3,27,6,0,0.2843,0.0874163582921028,235
-14.7992,130.5164,335.3,"D","2020-06-25",518,"D",0,"2020-06-25 05:18:00",NA,NA,NA,1,27.7,10.1,15,56,0,0.4466,0.0868522822856903,107
-32.6104,150.7906,321.7,"N","2020-01-04",1506,"N",0,"2020-01-04 15:06:00","Denman","New South Wales",1547,1,19.6,16.5,48,1,0,0.76435,0.0397827737033367,426
-16.0897,126.8206,326.3,"D","2020-05-01",512,"D",0,"2020-05-01 05:12:00",NA,NA,NA,1,30.4,19.1,23,69,0,0.3898,0.107653304934502,379
-14.4003,126.99,327.2,"D","2020-07-17",153,"D",0,"2020-07-17 01:53:00",NA,NA,NA,1,32.5,11.5,13,89,0,0.4672,0.109945684671402,100
-21.8162,120.1456,314.6,"D","2020-07-22",213,"D",0,"2020-07-22 02:13:00",NA,NA,NA,1,27.4,13.6,16,0,0,0.2087,0.078188955783844,380
-35.9016,148.0338,472.1,"D","2020-01-11",410,"D",0,"2020-01-11 04:10:00","Tumut","New South Wales",6230,1,20.6,9.4,33,64,0,0.6691,0.0718076080083847,756
-14.7535,142.741,317.6,"D","2020-06-21",404,"D",0,"2020-06-21 04:04:00",NA,NA,NA,1,27,6.8,51,49,0,0.6298,0.172595903277397,114
-26.892,149.2918,332.6,"D","2020-11-09",2353,"D",0,"2020-11-09 23:53:00",NA,NA,NA,1,23.8,12.9,40,0,0,0.2429,0.0966029539704323,286
-13.0816,141.7061,307.6,"N","2020-10-10",1550,"N",0,"2020-10-10 15:50:00",NA,NA,NA,1,21.2,8.8,89,97,0,0.5168,0.0565816685557365,61
-12.6898,136.1511,376.1,"D","2020-11-29",448,"D",0,"2020-11-29 04:48:00",NA,NA,NA,1,28.2,10.8,70,86,0,0.5441,0.118293702602386,20
-13.1655,133.0871,318.8,"D","2020-05-03",500,"D",0,"2020-05-03 05:00:00",NA,NA,NA,1,28.8,14.8,20,96,0,0.3903,0.157229691743851,344
-22.4128,146.9685,307.6,"N","2020-11-05",1321,"N",0,"2020-11-05 13:21:00",NA,NA,NA,1,24.9,4.9,32,0,0,0.236,0.0649096518754959,252
-13.079,132.0224,348.5,"D","2020-05-30",442,"D",0,"2020-05-30 04:42:00","Palmerston","Northern Territory",33695,1,28,8.4,53,0,0,0.4961,0.137102484703064,62
-15.9778,135.9533,324.4,"D","2020-10-08",46,"D",0,"2020-10-08 00:46:00",NA,NA,NA,1,34.7,22.1,35,59,0.4,0.2357,0.0382085517048836,76
-25.5476,150.3926,352.9,"D","2020-12-06",29,"D",0,"2020-12-06 00:29:00",NA,NA,NA,1,37.3,13.4,22,88,0,0.382,0.105086982250214,409
-10.8606,142.4391,312.1,"D","2020-10-18",121,"D",0,"2020-10-18 01:21:00","Thursday Island","Queensland",2805,1,30,22.8,57,29,0.1,0.7324,0.0477602072060108,45
-25.3089,150.9333,318.4,"D","2020-08-14",324,"D",0,"2020-08-14 03:24:00","Bargara","Queensland",8883,1,24.4,10.9,39,1,0,0.4028,0.211191415786743,278
-12.8766,133.6321,325.6,"D","2020-05-03",500,"D",0,"2020-05-03 05:00:00",NA,NA,NA,1,27.7,16.5,34,99,0,0.507,0.152063071727753,336
-15.4872,129.4562,325,"D","2020-03-29",141,"D",0,"2020-03-29 01:41:00",NA,NA,NA,1,37.5,11.2,19,98,0,0.3342,0.163795113563538,150
-14.889,125.9306,317.8,"D","2020-05-10",218,"D",0,"2020-05-10 02:18:00",NA,NA,NA,1,34,20,18,17,0,0.3532,0.14460751414299,315
-14.2862,130.2409,330.9,"D","2020-06-10",423,"D",0,"2020-06-10 04:23:00",NA,NA,NA,1,29.2,11,38,71,0,0.6896,0.109091699123383,244
-17.6924,142.0248,333.8,"D","2020-11-22",440,"D",0,"2020-11-22 04:40:00",NA,NA,NA,1,32.5,8.4,16,0,0,0.3415,0.0863318368792534,78
-35.8449,148.8171,337.3,"D","2020-01-30",2331,"D",0,"2020-01-30 23:31:00","Jindabyne","New South Wales",2233,1,30.2,12.5,21,0,0,0.4446,0.148577839136124,1178
-15.7647,125.7432,330.8,"D","2020-11-02",506,"D",0,"2020-11-02 05:06:00",NA,NA,NA,1,29.6,12.8,40,11,0,0.2867,0.0491650141775608,530
-37.416,148.2195,322.4,"D","2020-01-29",358,"D",0,"2020-01-29 03:58:00","Orbost","Victoria",2014,1,19.8,6.4,76,0,0,0.6062,0.171224310994148,246
-16.3561,141.7527,343.5,"D","2020-11-16",339,"D",0,"2020-11-16 03:39:00",NA,NA,NA,1,31.7,18.8,54,0,0,0.2837,0.0813230276107788,17
-37.1345,147.9346,380.4,"D","2020-01-04",404,"D",0,"2020-01-04 04:04:00","Orbost","Victoria",2014,1,13.9,9.8,90,100,0,0.6732,0.0744895786046982,1246
-16.5186,125.0741,309.8,"N","2020-11-04",1418,"N",0,"2020-11-04 14:18:00",NA,NA,NA,1,24.9,7.6,81,0,0,0.2782,0.125408068299294,312
-11.9056,132.9253,369.9,"D","2020-10-12",448,"D",0,"2020-10-12 04:48:00",NA,NA,NA,1,28.3,16.8,65,0,0,0.4842,0.0555489659309387,39
-31.7867,148.8633,300.1,"N","2020-04-28",1223,"N",0,"2020-04-28 12:23:00","Gilgandra","New South Wales",2417,1,17.2,13.2,73,73,0,0.6275,0.179178774356842,376
-12.9705,130.7959,327.4,"D","2020-08-20",140,"D",0,"2020-08-20 01:40:00","Palmerston","Northern Territory",33695,1,35.8,9.2,29,2,0,0.4408,0.140776768326759,29
-14.9625,127.7934,329.2,"D","2020-06-16",524,"D",0,"2020-06-16 05:24:00",NA,NA,NA,1,28.4,9.2,26,0,0,0.3385,0.071545884013176,282
-32.4884,121.3215,328.9,"D","2020-01-12",216,"D",0,"2020-01-12 02:16:00","Esperance","Western Australia",2080,1,35.8,2.5,20,3,0,0.3434,0.045470904558897,283
-11.5027,130.3187,315.2,"D","2020-07-28",134,"D",0,"2020-07-28 01:34:00","Darwin","Northern Territory",139902,1,31.9,2.9,25,95,0,0.6316,0.1002376973629,70
-13.5397,131.8902,365.8,"D","2020-09-14",134,"D",0,"2020-09-14 01:34:00","Palmerston","Northern Territory",33695,1,35.2,17.3,15,0,0,0.3596,0.0609994307160378,166
-14.009,141.9731,330.6,"D","2020-11-03",121,"D",0,"2020-11-03 01:21:00",NA,NA,NA,1,37,12.6,25,25,0,0.437,0.0790832787752151,32
-35.7363,148.8655,355.1,"N","2020-02-04",1247,"N",0,"2020-02-04 12:47:00","Canberra","Australian Capital Territory",381488,1,5.6,8.7,95,61,0,0.5436,0.156203478574753,1657
-26.3934,147.7309,331.9,"D","2020-07-07",401,"D",0,"2020-07-07 04:01:00",NA,NA,NA,1,12.6,8.7,61,35,0,0.2997,0.0596711300313473,460
-13.9375,132.9946,322.8,"D","2020-06-04",500,"D",0,"2020-06-04 05:00:00",NA,NA,NA,1,23.5,11.3,21,0,0,0.3689,0.11600387096405,292
-16.9814,124.6785,357.3,"D","2020-11-12",542,"D",0,"2020-11-12 05:42:00",NA,NA,NA,1,34.7,22.9,38,0,0,0.2693,0.0401705130934715,134
-25.6532,151.0226,309.2,"N","2020-10-10",1243,"N",0,"2020-10-10 12:43:00","Kingaroy","Queensland",10020,1,17.4,8,88,15,0,0.5306,0.12057814002037,264
-29.9765,150.9888,327.3,"D","2020-01-05",311,"D",0,"2020-01-05 03:11:00","Inverell","New South Wales",9654,1,33.7,4,40,100,0,0.25855,0.046763114631176,567
-32.6777,150.1721,380.9,"D","2020-01-01",335,"D",0,"2020-01-01 03:35:00","Mudgee","New South Wales",9830,1,30,8.5,25,53,0,0.5365,0.0403498373925686,846
-15.6082,130.4155,322.8,"D","2020-05-14",441,"D",0,"2020-05-14 04:41:00",NA,NA,NA,1,31.1,14.7,20,18,0,0.3663,0.112931735813618,45
-15.6146,136.6549,371.6,"D","2020-07-14",410,"D",3,"2020-07-14 04:10:00",NA,NA,NA,1,22.8,19.9,43,96,0,-0.9999,0.0799801200628281,0
-23.3787,150.2043,331.1,"N","2020-10-19",1238,"N",0,"2020-10-19 12:38:00","Gladstone","Queensland",34703,1,17.4,4.3,87,23,0,0.6368,0.116597168147564,338
-36.6368,149.6801,389,"D","2020-01-04",404,"D",0,"2020-01-04 04:04:00","Tathra","New South Wales",1523,1,25,11.6,53,4,0,0.32,0.142821490764618,220
-16.1127,125.3253,320.2,"D","2020-05-03",500,"D",0,"2020-05-03 05:00:00",NA,NA,NA,1,27.4,6.9,19,0,0,0.3884,0.143049359321594,453
-14.29,130.1817,325,"D","2020-06-16",58,"D",0,"2020-06-16 00:58:00",NA,NA,NA,1,31.5,17.4,24,0,0,0.6237,0.103815130889416,226
-37.6506,148.5638,335.1,"D","2020-01-02",416,"D",0,"2020-01-02 04:16:00","Orbost","Victoria",2014,1,17.4,8.4,69,38,0,0.7481,0.133793398737907,105
-37.0536,148.263,385.6,"D","2020-01-04",404,"D",0,"2020-01-04 04:04:00","Orbost","Victoria",2014,1,14.9,11.9,82,100,0,0.2116,0.0983636826276779,900
-17.3416,127.0607,344.7,"D","2020-04-22",518,"D",0,"2020-04-22 05:18:00",NA,NA,NA,1,34.7,23.4,15,1,0,0.3009,0.0865462645888329,613
-36.7507,147.9981,479.5,"D","2020-01-04",404,"D",0,"2020-01-04 04:04:00","Jindabyne","New South Wales",2233,1,20,9.2,69,40,0,0.553,0.0738647058606148,1164
-35.2412,150.0198,307,"D","2020-09-15",322,"D",0,"2020-09-15 03:22:00","Mollymook","New South Wales",1083,1,16.2,7.1,62,9,0,0.5596,0.373777121305466,636
-32.6624,122.383,421.5,"D","2020-01-08",520,"D",0,"2020-01-08 05:20:00","Esperance","Western Australia",2080,1,30.9,22.4,40,33,0.3,0.4402,0.0975643619894981,312
-25.5782,150.9518,340.3,"D","2020-09-27",349,"D",0,"2020-09-27 03:49:00","Kingaroy","Queensland",10020,1,17.9,7.6,44,0,0,0.4851,0.168695449829102,291
-33.3295,147.9707,319.4,"D","2020-03-18",26,"D",0,"2020-03-18 00:26:00","Parkes","New South Wales",9832,1,27.1,6.6,31,62,0,0.4011,0.200051188468933,246
-12.8719,134.7554,321.5,"D","2020-07-01",442,"D",0,"2020-07-01 04:42:00",NA,NA,NA,1,28.5,16.9,45,95,0,0.5834,0.10515333712101,80
-14.0178,130.4795,337.7,"D","2020-07-10",146,"D",0,"2020-07-10 01:46:00","Palmerston","Northern Territory",33695,1,33.9,17.7,30,92,0,0.3953,0.0736659467220306,36
-16.4782,125.539,336,"D","2020-11-25",512,"D",0,"2020-11-25 05:12:00",NA,NA,NA,1,26.6,7.6,78,83,0,0.2248,0.195071429014206,417
-14.3644,126.1288,334.6,"D","2020-10-31",518,"D",0,"2020-10-31 05:18:00",NA,NA,NA,1,30.2,12.7,63,21,0,0.3369,0.0424871072173119,76
-36.692,147.8801,336.4,"D","2020-01-04",404,"D",0,"2020-01-04 04:04:00","Jindabyne","New South Wales",2233,1,20.6,12.6,67,48,0,0.57075,0.067553848028183,1119
-32.6578,122.2154,321.2,"N","2020-01-07",1402,"N",0,"2020-01-07 14:02:00","Esperance","Western Australia",2080,1,24.4,16.7,36,0,0,0.3132,0.102302432060242,313
-32.5515,116.6005,334.7,"D","2020-05-14",615,"D",0,"2020-05-14 06:15:00","Mandurah","Western Australia",90306,1,17.7,8.6,34,0,0,0.503,0.182636260986328,371
-17.5113,145.3188,330.9,"D","2020-07-16",357,"D",0,"2020-07-16 03:57:00","Mareeba","Queensland",8585,1,14.4,8.8,47,0,0,0.5761,0.311305642127991,822
-14.5376,142.7654,323.2,"D","2020-06-01",429,"D",0,"2020-06-01 04:29:00",NA,NA,NA,1,28.1,7.6,49,45,0,0.6351,0.202826842665672,159
-24.3984,151.6531,309.3,"D","2020-08-18",17,"D",0,"2020-08-18 00:17:00","Gladstone","Queensland",34703,1,26,12.2,31,0,0,0.6293,0.246437981724739,45
-17.2297,137.6385,342.5,"D","2020-11-24",428,"D",0,"2020-11-24 04:28:00",NA,NA,NA,1,34.8,17.3,30,3,0,0.3511,0.0625201836228371,223
-13.5743,133.8155,321.7,"D","2020-06-01",140,"D",0,"2020-06-01 01:40:00",NA,NA,NA,1,32.2,14.4,31,99,0,0.5417,0.130605965852737,281
-37.6744,148.7614,319.7,"N","2020-01-02",1520,"N",0,"2020-01-02 15:20:00","Orbost","Victoria",2014,1,14.2,6.6,83,8,0,0.7839,0.144508078694344,162
-21.4581,115.0077,314.4,"D","2020-12-31",201,"D",3,"2020-12-31 02:01:00",NA,NA,NA,1,29.2,22.2,81,3,0,-0.9999,0.0620826445519924,5
-17.6147,128.307,330.2,"D","2020-03-18",200,"D",0,"2020-03-18 02:00:00",NA,NA,NA,1,37.2,19.5,22,100,0,0.442,0.118742734193802,243
-24.2333,150.5038,313,"D","2020-07-11",53,"D",0,"2020-07-11 00:53:00","Gladstone","Queensland",34703,1,24.2,6.9,40,70,0,0.3258,0.22182285785675,233
-37.3734,148.915,313.8,"N","2020-01-13",1323,"N",0,"2020-01-13 13:23:00","Orbost","Victoria",2014,1,15.5,5.9,89,1,0,0.6953,0.111338868737221,353
-32.5466,116.0348,355.6,"D","2020-05-02",551,"D",0,"2020-05-02 05:51:00","Mandurah","Western Australia",90306,1,20.4,3.1,39,35,0,0.708,0.0488421842455864,274
-14.9328,144.8367,322.6,"D","2020-11-18",39,"D",0,"2020-11-18 00:39:00",NA,NA,NA,1,29.5,25.7,55,93,0,0.4156,0.0469323471188545,255
-16.3363,135.7503,334.9,"D","2020-09-15",505,"D",0,"2020-09-15 05:05:00",NA,NA,NA,1,27.5,23.9,52,28,0,0.2347,0.0376950912177563,144
-12.9421,131.353,339.3,"D","2020-07-18",57,"D",0,"2020-07-18 00:57:00","Palmerston","Northern Territory",33695,1,33,8.5,23,0,0,0.3485,0.147372215986252,15
-29.4761,148.3226,331.6,"D","2020-05-04",400,"D",0,"2020-05-04 04:00:00","Walgett","New South Wales",1377,1,13.6,7.7,60,0,0,0.4968,0.0912618935108185,149
-21.2558,145.2816,308,"N","2020-11-21",1321,"N",0,"2020-11-21 13:21:00","Charters Towers","Queensland",8040,1,22,15.9,66,0,0,0.2181,0.0358667075634003,370
