"wildfire","datetime","city","state","population","latitude","longitude","computed_daynight_sza","brightness","temp_C","wind","humidity","cloud_cover","precipitation","ndvi","elevation","soil_moisture"
0,"2020-06-09 19:34:33.953092",NA,NA,NA,-18.47609451862,133.349401078436,"D",0,19.6,19.3,38,48,0,0.2221,214,0.0428044535219669
0,"2020-11-07 19:18:47.965166",NA,NA,NA,-25.5886995748854,133.287517662287,"N",0,23.5,20.6,20,93,0,0.2051,458,0.0466995723545551
0,"2020-03-25 20:36:38.37681",NA,NA,NA,-23.5688000026079,135.911367957662,"N",0,24.9,20.4,33,1,0,0.2676,312,0.109328776597977
0,"2020-01-10 19:20:36.30303",NA,NA,NA,-20.4637743021189,135.726571567439,"D",0,32.2,13,51,53,0,0.1734,269,0.03341194242239
0,"2020-05-18 20:40:10.333245",NA,NA,NA,-15.3385360148592,135.904472357255,"D",0,25.2,12.1,56,58,0,0.4563,11,0.121425405144691
0,"2020-02-16 10:12:29.677778",NA,NA,NA,-28.7667360371375,132.423509198301,"D",0,28.5,15.2,17,0,0,0.1923,293,0.033675342798233
0,"2020-01-22 09:54:51.181226",NA,NA,NA,-20.6362076521716,120.315928636809,"N",0,28.5,15.7,75,23,0,0.3565,123,0.149653300642967
0,"2020-06-28 09:24:42.657633",NA,NA,NA,-29.1021213783729,118.923547436588,"N",0,18,23.8,70,38,0,0.2349,416,0.0606949403882027
0,"2020-10-31 19:36:09.820227","Inverell","New South Wales",9654,-28.8543320479642,150.881865300751,"D",0,22.2,11.3,41,0,0,0.3484,311,0.150070518255234
0,"2020-06-18 08:28:57.958053","Narrabri","New South Wales",5499,-30.7808655570795,149.489383481323,"D",0,12.1,15.1,81,1,0,0.6303,344,0.100447684526443
0,"2020-02-27 09:36:51.150461",NA,NA,NA,-17.0406877577133,130.726414261086,"D",0,24.8,27.4,92,100,0.8,0.4813,201,0.332959711551666
0,"2020-09-11 09:01:47.557201",NA,NA,NA,-17.8353458823702,126.67878768087,"D",0,28.3,13.4,21,0,0,0.1871,286,0.0409116074442863
0,"2020-06-17 10:40:09.871408","Bourke","New South Wales",1535,-29.4955596199594,146.462186370927,"D",0,8.4,7.7,90,0,0,0.3531,123,0.0600678957998753
0,"2020-03-27 21:30:37.776671","Boulder","Western Australia",4825,-30.5401889136396,121.340815812875,"D",0,21.2,16.7,61,70,0,0.2256,347,0.051220715045929
0,"2020-08-03 08:57:21.819734",NA,NA,NA,-17.8514161695446,137.69223365806,"N",0,20.7,15.9,64,0,0,0.225,188,0.0387734100222588
0,"2020-03-04 09:44:32.398284",NA,NA,NA,-25.1295061525238,121.310312335073,"D",0,24.4,12.1,21,0,0,0.1982,536,0.0741407796740532
0,"2020-11-02 20:38:26.438575",NA,NA,NA,-25.3857820967678,140.27734584921,"N",0,31.5,19.8,16,0,0,0.117,63,0.109674192965031
0,"2020-08-17 21:12:43.765134",NA,NA,NA,-22.3278186091732,146.795555281521,"D",0,19.9,7.6,23,0,0,0.2618,223,0.160888403654099
0,"2020-07-28 20:33:39.366996",NA,NA,NA,-26.4737083768381,121.355590697104,"D",0,9.5,13.6,59,0,0,0.157,550,0.041445717215538
0,"2020-04-24 09:44:43.07913","Charters Towers","Queensland",8040,-20.4020218820754,145.562081529922,"N",0,21.8,11.4,67,1,0,0.3805,379,0.167505919933319
0,"2020-02-28 10:26:31.341396","McLaren Vale","South Australia",3277,-35.0956941759844,137.002963644554,"N",0,16.9,8.4,86,94,0,0.3694,21,0.0521839372813702
0,"2020-03-28 09:25:36.109016",NA,NA,NA,-22.4965962224046,134.193067667812,"D",0,25.6,9.5,28,0,0,0.3095,590,0.0608727522194386
0,"2020-06-26 09:37:52.19144",NA,NA,NA,-19.2569718182784,125.050690449154,"N",0,18.1,11.5,23,0,0,0.2745,227,0.0580879375338554
0,"2020-08-29 18:40:47.339339",NA,NA,NA,-20.7066267983086,134.143073972402,"N",0,19.9,15.3,22,0,0,0.2972,348,0.0299826301634312
0,"2020-08-31 19:45:19.462415",NA,NA,NA,-16.2399710568059,135.295613987824,"D",0,25.6,16.9,49,0,0,0.3288,128,0.0497191920876503
0,"2020-02-23 09:01:47.04951",NA,NA,NA,-23.0940395767216,149.432525274237,"N",0,23,11.9,95,100,1.3,0.6596,146,0.312735617160797
0,"2020-07-03 10:34:04.936216",NA,NA,NA,-21.1711879555656,116.328958559115,"N",0,22.4,22.8,28,4,0,0.2324,199,0.07952781021595
0,"2020-11-16 09:54:58.083865","Moree","New South Wales",7070,-28.2818502489726,150.300887471913,"D",0,29.7,12.6,25,18,0,0.1984,215,0.078276664018631
0,"2020-04-18 19:46:11.281646",NA,NA,NA,-31.6000904964262,142.668313168532,"N",0,15.6,5.2,51,26,0,0.2175,156,0.0736952498555183
0,"2020-04-04 08:54:46.897367","Charters Towers","Queensland",8040,-21.3432639450605,146.693687664115,"D",0,26.5,6.9,55,11,0,0.6718,226,0.09577576816082
0,"2020-06-14 09:31:07.95356",NA,NA,NA,-27.4090331714669,134.764111125011,"D",0,8.4,9.8,66,0,0,0.1119,216,0.0535132773220539
0,"2020-12-18 18:31:36.969113",NA,NA,NA,-22.7636911595709,137.433991035651,"D",0,32.8,20.4,26,94,0,0.1508,243,0.0650933235883713
0,"2020-02-25 19:04:37.430607",NA,NA,NA,-32.6760504451883,140.84777360154,"D",0,21.2,18.1,53,0,0,0.136,138,0.0446813181042671
0,"2020-02-05 09:38:54.352546",NA,NA,NA,-25.9316887798479,143.63411276921,"D",0,24.7,11.1,78,12,0,0.1574,185,0.168855428695679
0,"2020-04-14 20:30:40.19863",NA,NA,NA,-32.4475805006791,140.628258564331,"D",0,18.7,18.1,33,2,0,0.1232,228,0.0553866177797318
0,"2020-12-23 09:54:32.090679","Wingham","New South Wales",4556,-32.0640697468105,152.113804867037,"D",0,15.1,3.5,93,100,0,0.6458,258,0.178465992212296
0,"2020-09-18 09:23:14.044121",NA,NA,NA,-17.3908356873813,133.412215451736,"N",0,31,16.8,41,45,0,0.2078,209,0.0271550938487053
0,"2020-11-21 09:36:08.351109",NA,NA,NA,-26.8511557631378,118.812772293618,"N",0,27.6,26.4,20,0,0,0.1366,512,0.0254103075712919
0,"2020-08-21 08:28:18.464256",NA,NA,NA,-28.5589590040293,131.892377105368,"N",0,13.3,12.3,51,0,0,0.2143,260,0.0681297779083252
0,"2020-10-14 18:54:39.498077","Kingaroy","Queensland",10020,-26.8538482865362,150.968955148924,"N",0,21,14.4,45,0,0,0.2101,327,0.151939660310745
0,"2020-06-07 09:01:46.604226",NA,NA,NA,-18.3582076375509,126.291706491724,"N",0,22,16.5,33,0,0,0.2988,313,0.0805561617016792
0,"2020-12-09 09:19:04.627252",NA,NA,NA,-14.6847369495578,131.542213648332,"N",0,28.5,9.3,70,97,0,0.4249,239,0.123811557888985
0,"2020-04-05 20:59:32.872084",NA,NA,NA,-27.6688901095357,130.31547560421,"N",0,15.6,13.7,55,100,0,0.1792,413,0.033453606069088
0,"2020-02-25 20:39:21.920134",NA,NA,NA,-15.6629694162439,135.038503092635,"N",0,25.5,25.3,94,100,0.8,0.2282,84,0.137240380048752
0,"2020-04-13 20:40:12.835718",NA,NA,NA,-17.0332678382152,128.819082207432,"D",0,25.1,10.4,35,0,0,0.3309,134,0.14234471321106
0,"2020-01-13 19:49:16.842616",NA,NA,NA,-33.5514306438983,135.359938745153,"D",0,22.1,6.9,69,0,0,0.2751,71,0.0417163595557213
0,"2020-06-05 08:51:41.528086",NA,NA,NA,-16.7722152174155,131.079149577644,"N",0,18.9,13.4,26,0,0,0.2465,167,0.220179155468941
0,"2020-06-21 19:36:56.884596","Euroa","Victoria",3275,-36.9487029157605,145.657048882205,"D",0,4.7,7.2,96,44,0.3,0.7563,517,0.39134007692337
0,"2020-04-18 21:14:15.524636",NA,NA,NA,-25.7965252663197,135.01819625022,"N",0,18,10.9,40,0,0,0.1601,203,0.0412749610841274
0,"2020-10-18 09:25:12.705802","Freshwater","Queensland",2023,-16.1788934808641,145.387137794529,"D",0,17.5,4.8,98,72,0,0.8566,557,0.0837959870696068
0,"2020-03-15 20:17:03.157942",NA,NA,NA,-22.2354532749986,126.009352849052,"N",0,29.5,13.9,27,0,0,0.191,369,0.0402881689369678
0,"2020-06-12 20:19:08.38858","Drummond Cove","Western Australia",1477,-28.2163776286767,115.392085697114,"D",0,7.8,12.7,86,0,0,0.3212,260,0.0532760955393314
0,"2020-09-01 20:12:31.557864",NA,NA,NA,-30.3322209749805,138.687450035993,"N",0,18.6,11.6,27,66,0,0.1176,340,0.0764244124293327
0,"2020-09-23 09:44:24.017698",NA,NA,NA,-18.6146633496226,139.232512587397,"D",0,26,19.5,25,11,0,0.2272,74,0.126644402742386
0,"2020-07-25 20:37:12.234167",NA,NA,NA,-31.0573596342474,126.241374716904,"D",0,9.1,17,50,100,0,0.1609,164,0.0803481712937355
0,"2020-01-27 09:46:30.706824",NA,NA,NA,-22.7889122782166,146.104427784254,"N",0,22,18.1,93,100,2,0.2982,380,0.0413965210318565
0,"2020-07-15 22:05:45.933571","Central Coast","New South Wales",346596,-33.1076272338239,151.152282940846,"N",0,9.9,10.8,67,31,0,0.8296,253,0.17511023581028
0,"2020-09-02 18:37:08.365484",NA,NA,NA,-23.898650178133,137.288920048688,"N",0,23,14.8,19,1,0,0.1918,156,0.0353080183267593
0,"2020-05-25 21:22:17.909583",NA,NA,NA,-27.1771703107763,142.720140771223,"D",0,10.7,6.2,55,15,0,0.1953,160,0.0714700371026993
0,"2020-11-01 20:29:27.981036",NA,NA,NA,-28.933716616764,119.657153680265,"D",0,19.5,31.1,73,76,0.1,0.1732,439,0.0636444836854935
0,"2020-08-31 08:50:30.212417",NA,NA,NA,-25.4100328564963,118.75312105584,"N",0,23.6,13,11,0,0,0.1563,517,0.0778454765677452
0,"2020-07-05 10:35:13.253266",NA,NA,NA,-26.9714849043183,135.29281471878,"N",0,8.1,10.2,65,0,0,0.143,242,0.0514169111847878
0,"2020-05-17 19:37:19.558295",NA,NA,NA,-26.0711120640029,142.867760884248,"D",0,19.4,17.7,51,23,0,0.1336,162,0.0762516409158707
0,"2020-03-07 16:27:53.172168","Inverell","New South Wales",9654,-29.569110603763,151.092831508347,"N",0,17.6,8.7,73,84,0,0.7289,582,0.249333158135414
0,"2020-08-16 17:58:13.939979",NA,NA,NA,-17.8203527116499,133.864834345794,"D",0,20.1,16.3,49,0,0,0.2601,217,0.0661702379584312
0,"2020-08-17 07:40:34.05084",NA,NA,NA,-17.1860942462658,134.278390094937,"N",0,26.1,10.7,25,0,0,0.1971,224,0.172161489725113
0,"2020-05-09 09:06:20.522845",NA,NA,NA,-23.4204468732877,140.960975079921,"D",0,21.5,23,26,0,0,0.1229,145,0.166352897882462
0,"2020-08-31 09:52:34.841603",NA,NA,NA,-20.4157303821007,127.394907548465,"D",0,23.1,16.7,16,0,0,0.2027,305,0.0312729701399803
0,"2020-02-15 21:12:41.690321",NA,NA,NA,-31.7497145287306,119.668281769248,"N",0,19.6,13.5,83,89,0,0.4054,416,0.0316331945359707
0,"2020-06-08 20:48:07.921158","Walgett","New South Wales",1377,-30.1814408677172,147.472314998632,"N",0,11.4,15.9,68,80,0,0.4255,127,0.174892708659172
0,"2020-08-30 18:51:33.207547",NA,NA,NA,-18.1803814206387,143.094380141392,"D",0,23.4,16.9,56,0,0,0.3587,229,0.102866560220718
0,"2020-08-15 20:29:16.426413",NA,NA,NA,-26.293054082749,149.862354864023,"D",0,14.6,12.5,67,0,0,0.3933,305,0.15953029692173
0,"2020-07-28 19:57:43.7163",NA,NA,NA,-24.8029440627618,122.301466149307,"D",0,9.8,13.2,26,0,0,0.1659,502,0.0427616462111473
0,"2020-07-06 20:06:39.052851",NA,NA,NA,-26.3059374534302,132.664406097952,"D",0,4,5.4,74,0,0,0.149,573,0.0340604819357395
0,"2020-09-20 19:28:53.379456",NA,NA,NA,-24.8042756014459,115.522457578043,"D",0,11.4,18.6,61,0,0,0.1835,266,0.0931963697075844
0,"2020-11-13 08:58:24.96573",NA,NA,NA,-25.3717963972095,143.327087282056,"N",0,25,9.9,22,0,0,0.1781,179,0.0497923828661442
0,"2020-03-04 09:51:32.021556",NA,NA,NA,-23.7935125816398,134.146640961686,"D",0,17.4,7.9,92,25,0,0.1648,501,0.0434962771832943
0,"2020-12-14 09:05:30.130576",NA,NA,NA,-30.4009741459952,128.933755712398,"N",0,16.4,27.5,83,76,0,0.1791,177,0.0776153653860092
0,"2020-05-03 20:36:46.456672",NA,NA,NA,-26.2341315528387,136.497743563889,"D",0,12.9,13.3,61,0,0,0.1836,79,0.042558740824461
0,"2020-05-27 21:07:11.284096",NA,NA,NA,-29.4848134178798,133.080739843917,"D",0,8,6.1,82,0,0,0.1556,181,0.035997174680233
0,"2020-05-11 09:48:07.998555",NA,NA,NA,-21.0961050773066,121.884871872471,"D",0,21.2,8.2,26,19,0,0.2013,248,0.0299269277602434
0,"2020-08-25 17:35:30.85898",NA,NA,NA,-27.2953962188312,135.032281487296,"N",0,12.4,15.7,43,68,0,0.1133,157,0.0876385346055031
0,"2020-04-16 09:49:40.343213",NA,NA,NA,-20.7452189367813,142.175713454667,"D",0,25.1,8.8,43,0,0,0.1746,146,0.165413901209831
0,"2020-02-12 09:27:44.708815",NA,NA,NA,-30.6079450131077,141.665087035271,"N",0,28.2,17,36,0,0,0.1574,130,0.0286667607724667
0,"2020-12-05 20:13:18.180194",NA,NA,NA,-21.3368319112262,144.634936546317,"D",0,33.6,18.7,26,0,0,0.171,349,0.0719854980707169
0,"2020-01-17 19:25:15.722051",NA,NA,NA,-28.3451639503773,128.982406916039,"D",0,19.5,14.2,62,97,0.1,0.2156,314,0.0611228533089161
0,"2020-05-27 09:20:44.441636",NA,NA,NA,-27.4932077472293,127.471241801043,"D",0,11.3,5.5,44,0,0,0.2244,336,0.0314239077270031
0,"2020-02-05 20:00:00.683216",NA,NA,NA,-29.2848033628255,132.870830503301,"D",0,22,14.8,59,0,0,0.1658,197,0.0291263796389103
0,"2020-11-11 09:17:32.21142",NA,NA,NA,-21.0959167262883,133.45509707775,"N",0,32.7,15.3,24,15,0,0.2486,408,0.0260878503322601
0,"2020-02-03 21:08:45.921158",NA,NA,NA,-28.6552224182292,121.016934547873,"N",0,23.9,20.1,34,0,0,0.1582,384,0.0450880080461502
0,"2020-08-07 21:13:17.363195",NA,NA,NA,-30.0837158828227,143.689480178449,"N",0,9,24,81,34,0,0.2062,163,0.0579666309058666
0,"2020-08-14 09:27:05.043464",NA,NA,NA,-28.7215482928919,116.626310589544,"D",0,11.6,9,72,0,0,0.3107,335,0.0748496651649475
0,"2020-12-08 19:12:32.217623",NA,NA,NA,-22.4389773081022,142.162454864979,"D",0,30.2,17.4,13,0,0,0.1574,232,0.0487569645047188
0,"2020-01-27 10:17:37.670657",NA,NA,NA,-22.8568403367125,143.590843175692,"N",0,22.8,19.9,89,100,1.7,0.1458,225,0.155287012457848
0,"2020-06-08 21:09:01.634143",NA,NA,NA,-25.4334627686487,137.01074752653,"D",0,9.9,12.1,56,0,0,0.2173,100,0.0411502122879028
0,"2020-09-19 21:06:38.086735",NA,NA,NA,-21.284984266538,140.250619160449,"N",0,25.8,13.4,71,46,0,0.2004,286,0.0762466043233871
0,"2020-09-20 20:40:55.141635",NA,NA,NA,-21.068693577248,140.371114688298,"N",0,26.8,23.8,66,65,0,0.2128,272,0.0543351210653782
0,"2020-03-10 08:53:14.493614",NA,NA,NA,-21.2215005985285,134.44880233167,"D",0,25.3,14.5,28,0,0,0.2287,395,0.0894259586930275
0,"2020-04-19 21:23:00.211011",NA,NA,NA,-19.1103736115958,132.243169343461,"D",0,27.8,10.7,29,33,0,0.1734,250,0.113325864076614
0,"2020-07-27 09:33:29.136455",NA,NA,NA,-25.1259872681097,119.905957730255,"N",0,13.4,9.4,22,0,0,0.1553,620,0.104308247566223
0,"2020-12-10 20:44:50.975283",NA,NA,NA,-22.3637094786024,129.860453464142,"D",0,22.1,25.7,57,56,0,0.1525,447,0.028897050768137
0,"2020-02-07 21:00:37.776946","Gilgandra","New South Wales",2417,-31.2975088822174,149.366230021537,"N",0,18.9,13.5,89,100,0.9,0.3382,526,0.126607686281204
0,"2020-08-18 17:33:03.884427",NA,NA,NA,-18.9097089202529,128.951303338619,"N",0,17.8,18.6,33,0,0,0.2572,446,0.0311734564602375
0,"2020-07-26 20:35:50.687692",NA,NA,NA,-32.5074027851549,134.416137002159,"D",0,9.6,8.4,95,7,0,0.4335,48,0.0777709633111954
0,"2020-07-06 08:25:13.197141",NA,NA,NA,-23.668235355734,121.990209091533,"N",0,17.5,11.2,29,0,0,0.1923,427,0.0465289168059826
0,"2020-07-12 21:24:56.096065",NA,NA,NA,-24.100170679636,114.248728256817,"D",0,10.8,9.4,36,0,0,0.1994,54,0.0383406989276409
0,"2020-12-03 09:01:32.344884",NA,NA,NA,-23.0649611980001,135.934540040177,"D",0,31.5,24.4,18,1,0,0.1881,369,0.0230468455702066
0,"2020-08-20 17:57:37.044165",NA,NA,NA,-20.6888188264655,128.000198094958,"N",0,15.6,15.3,19,5,0,0.2165,335,0.0327410772442818
0,"2020-06-18 08:13:30.089064",NA,NA,NA,-25.1783192370068,144.328976159645,"D",0,15.9,11.8,48,0,0,0.353,340,0.0422609485685825
0,"2020-12-20 20:41:14.107446",NA,NA,NA,-20.8394472828336,119.09507794031,"D",0,31.6,24.7,57,58,0,0.2438,128,0.131810620427132
0,"2020-11-09 20:05:39.061213",NA,NA,NA,-25.2550761778637,123.097635911418,"D",0,22.2,30.5,48,0,0,0.1531,438,0.0503602102398872
0,"2020-10-18 09:37:30.912311",NA,NA,NA,-20.2325287617588,132.034436747372,"D",0,30.5,4.1,30,44,0,0.1632,347,0.0327702015638351
0,"2020-03-19 21:05:24.441591",NA,NA,NA,-17.7960221307308,129.361562146117,"D",0,26.9,13.5,32,0,0,0.3461,427,0.0957362279295921
0,"2020-02-26 20:55:06.49461","Mount Gambier","South Australia",25591,-37.4943216412092,141.037766109228,"D",0,15.4,18.3,57,100,0,0.8149,81,0.101444438099861
0,"2020-03-10 19:32:55.950214",NA,NA,NA,-24.544847934169,123.047483128631,"D",0,28.5,20,31,43,0,0.1679,426,0.0367242023348808
0,"2020-09-18 19:39:07.051373",NA,NA,NA,-24.6052011127286,119.153447130905,"D",0,15.8,8.7,21,0,0,0.1231,606,0.0895063504576683
0,"2020-10-13 08:44:26.01123",NA,NA,NA,-28.2069622963821,138.395258875395,"D",0,23.5,15.5,27,0,0,0.1865,39,0.0650395080447197
0,"2020-05-14 20:54:26.782543",NA,NA,NA,-18.4412114665023,125.309713764954,"D",0,19.8,15.2,20,0,0,0.3043,92,0.1934764534235
0,"2020-08-15 20:03:36.932338",NA,NA,NA,-17.9741792151575,123.801245576287,"D",0,22,7.1,41,94,0,0.3513,25,0.165088266134262
0,"2020-12-25 08:40:54.024225",NA,NA,NA,-22.8871224084065,116.460237998688,"D",0,35.5,39.4,28,97,0,0.1395,186,0.0614601671695709
0,"2020-02-08 21:38:22.257217",NA,NA,NA,-27.0575671647888,149.068375738096,"D",0,24.8,4.7,74,100,0,0.5086,247,0.1304522305727
0,"2020-08-26 08:09:57.951086",NA,NA,NA,-16.3345775895892,131.555638378671,"D",0,27.2,14.1,14,0,0,0.1972,131,0.170469596982002
0,"2020-12-13 20:02:34.143183",NA,NA,NA,-28.0228371563181,144.611407425792,"D",0,28.5,23.7,31,92,0,0.1714,222,0.0510926693677902
0,"2020-04-21 20:12:45.865101",NA,NA,NA,-18.1590027926011,123.070034607391,"N",0,27.7,11,80,81,0,0.2819,113,0.080704391002655
0,"2020-02-06 21:23:29.266634",NA,NA,NA,-22.0864897754216,117.833379536427,"D",0,26,19.8,69,100,0,0.1527,704,0.0726140886545181
0,"2020-07-10 21:49:13.494568",NA,NA,NA,-29.3807186940633,126.581704739982,"N",0,5.2,9.1,93,10,0,0.15,215,0.109975650906563
0,"2020-09-16 20:18:28.78577",NA,NA,NA,-21.788678995334,143.502882562048,"D",0,24.2,26.5,52,0,0,0.1539,250,0.162675678730011
0,"2020-10-15 09:50:26.911236",NA,NA,NA,-20.1215976235436,125.129836269513,"D",0,26.6,11.8,14,0,0,0.1973,187,0.026597399264574
0,"2020-03-18 20:16:48.86184","Deniliquin","New South Wales",6431,-34.8011641445808,144.926194557909,"D",0,25.8,15.3,36,35,0,0.2084,91,0.173800706863403
0,"2020-12-23 10:09:04.52926",NA,NA,NA,-27.6760123500182,138.829055523999,"D",0,18.9,6,66,100,0,0.1176,31,0.0356578454375267
0,"2020-03-30 19:17:43.195763","George Town","Tasmania",4347,-40.9497791361278,147.139841160608,"D",0,15.1,4.1,75,15,0,-0.9999,0,0.329753756523132
0,"2020-12-19 20:28:04.296729",NA,NA,NA,-23.0335468521742,148.612452062299,"D",0,29.9,7.3,51,17,0,0.271,154,0.0805840194225311
0,"2020-03-13 19:08:36.998634",NA,NA,NA,-27.1180689563228,138.823863349999,"D",0,27.5,23.6,36,0,0,0.1379,39,0.0767532140016556
0,"2020-09-09 09:45:59.001","West Wyalong","New South Wales",2698,-33.9616631450122,147.316727684092,"N",0,11.9,19.7,89,100,0.7,0.6705,227,0.238286837935448
0,"2020-03-31 20:23:02.555105",NA,NA,NA,-22.2851068026832,136.325197435634,"D",0,25.5,21.6,46,91,0,0.2663,305,0.0724108517169952
0,"2020-04-03 21:04:57.614377","Saint Arnaud","Victoria",2126,-36.7863567418237,143.221754353033,"N",0,10.8,23.4,85,63,0.1,0.4528,293,0.131119087338448
0,"2020-07-27 19:28:14.85818","Saint Arnaud","Victoria",2126,-36.6173762850861,143.650011887141,"N",0,9.2,17,85,0,0,0.6546,351,0.218421012163162
0,"2020-01-27 10:03:46.207175",NA,NA,NA,-19.989364526351,141.198873027018,"N",0,25.8,15.5,93,100,0.1,0.2766,87,0.132332548499107
0,"2020-02-29 19:24:08.564588",NA,NA,NA,-31.847905133855,117.735034752753,"D",0,19.5,23.5,81,99,0,0.1878,241,0.0707386508584023
0,"2020-03-10 09:06:07.856318",NA,NA,NA,-24.3395317321263,115.715804455821,"D",0,34.5,16.1,19,9,0,0.1746,266,0.0822290852665901
0,"2020-09-25 19:36:12.698754",NA,NA,NA,-27.0149746762115,118.307015780133,"D",0,15.8,18,64,2,0,0.1856,451,0.0678540244698524
0,"2020-04-16 20:43:29.734254",NA,NA,NA,-26.7590580145374,115.440150120865,"N",0,24.7,13.1,51,35,0,0.2101,251,0.0443210080265999
0,"2020-02-26 20:02:33.287831",NA,NA,NA,-23.2576098189489,141.807730928103,"N",0,30.9,6.9,56,69,0,0.131,167,0.141964167356491
0,"2020-05-18 21:08:05.927914",NA,NA,NA,-28.5889235155088,142.884949842619,"D",0,19,16,62,98,0,0.1768,110,0.158134236931801
0,"2020-05-02 20:00:44.296448",NA,NA,NA,-30.9941327735923,131.872800290799,"D",0,9.1,2.9,98,100,0,0.2016,69,0.109855093061924
0,"2020-02-09 20:47:13.883463","Renmark","South Australia",4634,-33.9367247695961,140.636988296825,"D",0,24.6,10.6,43,35,0,0.2666,52,0.0445553697645664
0,"2020-03-05 20:29:53.586868","Roxby Downs","South Australia",3671,-30.0148239256482,135.80419658778,"D",0,18.6,16.9,66,0,0,0.2018,143,0.0573813877999783
0,"2020-07-03 20:40:55.174206","Jindabyne","New South Wales",2233,-36.1231769335458,148.223614786051,"N",0,-2.3,8.4,87,39,0,0.5536,1567,0.306192338466644
0,"2020-08-24 09:19:19.088217","Condobolin","New South Wales",2579,-33.1576143335225,147.591049774666,"N",0,6.9,7.2,74,95,0,0.7202,206,0.28190541267395
0,"2020-07-25 09:37:54.924628",NA,NA,NA,-21.081588829133,132.080796985998,"D",0,14.8,19.1,26,0,0,0.2091,478,0.0320458188652992
0,"2020-11-10 20:15:18.361436",NA,NA,NA,-21.9054721989804,142.245240933122,"N",0,31,29.5,40,0,0,0.1564,192,0.129312038421631
0,"2020-12-14 11:28:19.480442",NA,NA,NA,-28.4030088053585,126.484082958981,"N",0,16.4,23.9,70,12,0,0.1891,394,0.0341824591159821
0,"2020-09-25 21:00:05.669487",NA,NA,NA,-18.8465126609216,131.611393352638,"N",0,29,13.2,30,26,0,0.2156,254,0.0271614827215672
0,"2020-11-12 20:14:26.629537",NA,NA,NA,-30.9511816848542,126.491207654953,"D",0,18.4,21.9,53,0,0,0.1387,172,0.0702440291643143
0,"2020-11-03 20:16:41.362388",NA,NA,NA,-20.019862561709,137.511921014055,"N",0,32.5,15.9,28,0,0,0.1481,236,0.13064794242382
0,"2020-12-29 21:36:39.615078",NA,NA,NA,-20.5237498490247,124.53229216551,"D",0,28.2,3.4,69,1,0,0.1981,301,0.0882070884108543
0,"2020-09-11 08:56:49.314386",NA,NA,NA,-26.8022085976311,124.669469602866,"N",0,28.7,4.8,17,3,0,0.1881,474,0.0383885987102985
0,"2020-12-01 21:42:34.335421",NA,NA,NA,-15.2041234406681,129.192139606346,"N",0,26,11.2,90,100,2.3,0.3236,4,0.185022220015526
0,"2020-05-31 19:35:24.852508",NA,NA,NA,-16.8699074758565,137.441424586315,"D",0,22.6,6.5,61,0,0,0.4851,132,0.100127927958965
0,"2020-09-27 08:40:30.900298","Boulder","Western Australia",4825,-31.5875056604659,122.840210934808,"D",0,16.4,9.7,48,38,0,0.3336,333,0.119742542505264
0,"2020-06-07 10:12:48.904695",NA,NA,NA,-21.810660053269,115.728368902246,"D",0,18.9,7.9,50,0,0,0.2918,73,0.126158937811852
0,"2020-04-22 19:19:48.072383",NA,NA,NA,-31.0928806310023,124.409747104412,"N",0,18,7.2,71,0,0,0.2281,177,0.0737816467881203
0,"2020-08-03 08:51:07.975285",NA,NA,NA,-24.9578149921475,121.550956909255,"N",0,19.9,20,22,17,0,0.1584,543,0.0861609280109406
0,"2020-06-14 09:18:38.675682",NA,NA,NA,-24.8844864566885,114.028567259662,"D",0,17.8,21.5,28,68,0,0.1724,37,0.0766895413398743
0,"2020-02-27 08:50:54.423746",NA,NA,NA,-25.7173225181029,119.526847302046,"D",0,33.6,14.9,21,66,0,0.2198,597,0.145165145397186
0,"2020-02-28 20:24:14.881811",NA,NA,NA,-19.453926442914,127.339067242067,"N",0,28.3,32.9,64,99,0,0.2448,383,0.112493902444839
0,"2020-06-16 19:16:02.366797",NA,NA,NA,-21.1177044982855,123.841125336643,"D",0,18,19.2,34,0,0,0.1444,303,0.0585471652448177
0,"2020-03-05 08:30:56.090885",NA,NA,NA,-22.9864328735973,124.417183689952,"D",0,27.8,9.3,13,0,0,0.2109,375,0.0516663789749146
0,"2020-08-11 21:47:55.805053",NA,NA,NA,-28.7705166498464,120.636383031939,"D",0,9.4,9.4,93,29,0,0.2117,377,0.0393209867179394
0,"2020-07-06 08:39:06.315811",NA,NA,NA,-29.4966347927504,120.137806947463,"D",0,15.6,15.5,64,29,0.1,0.3324,434,0.0416877791285515
0,"2020-11-14 20:27:09.176589","Canowindra","New South Wales",1451,-33.4307603549931,148.637780619925,"D",0,24.5,15.5,38,0,0,0.6345,411,0.1354850679636
0,"2020-01-09 20:25:41.275026",NA,NA,NA,-28.6622408370732,116.850597770361,"D",0,21.5,37.4,51,0,0,0.1324,358,0.0463994927704334
0,"2020-06-11 09:44:07.630681",NA,NA,NA,-27.6175939286315,137.567805616508,"N",0,12.9,10.2,53,0,0,0.1467,12,0.0812863856554031
0,"2020-04-13 20:35:08.663651",NA,NA,NA,-23.1312918856394,145.904307937484,"D",0,24.4,17.8,59,0,0,0.2107,333,0.0540727451443672
0,"2020-01-04 20:03:31.699967",NA,NA,NA,-25.2862920443351,133.141980868908,"D",0,17.6,19.9,76,100,0.1,0.18555,415,0.0224115364253521
