"latitude","longitude","brightness","daynight","acq_date","acq_time","daynight.1","type","datetime","city","state","population","wildfire","temp_C","wind","humidity"
40.2619,-123.4286,313.3,"N","2020-10-01",632,"N",0,"2020-10-01 06:32:00","Ruth","California",165,1,17.1,10.2,42
46.126,-122.4904,318.1,"D","2020-12-04",2008,"D",0,"2020-12-04 20:08:00","Cougar","Washington",32,1,7,16.1,42
37.1841,-122.308,337,"N","2020-08-20",554,"N",0,"2020-08-20 05:54:00","Loma Mar","California",319,1,15.6,13.6,67
35.1523,-88.5545,302.5,"D","2020-10-17",1654,"D",0,"2020-10-17 16:54:00","Selmer","Tennessee",4456,1,18.5,12.3,33
40.1553,-123.0265,330.7,"N","2020-09-03",607,"N",0,"2020-09-03 06:07:00","Platina","California",27,1,17.2,4.8,46
41.0797,-106.4254,382.2,"D","2020-09-29",2024,"D",0,"2020-09-29 20:24:00","Fox Park","Wyoming",6,1,17.5,14.2,16
19.4194,-155.271,322.3,"N","2020-12-25",1248,"N",1,"2020-12-25 12:48:00","Volcano Golf Course","Hawaii",909,1,15.6,17.8,93
36.2766,-85.2812,300.8,"D","2020-10-03",1641,"D",0,"2020-10-03 16:41:00","Livingston","Tennessee",3957,1,18.8,3.1,38
44.8382,-121.826,389.8,"D","2020-09-15",1830,"D",0,"2020-09-15 18:30:00","Idanha","Oregon",188,1,26.1,1.5,16
37.24,-121.1922,323.3,"N","2020-08-20",554,"N",0,"2020-08-20 05:54:00","Newman","California",12299,1,25.5,6.2,21
38.9276,-74.9212,310.9,"D","2020-07-22",1826,"D",3,"2020-07-22 18:26:00","Cape May","New Jersey",2789,1,27.4,24.1,89
38.6994,-122.3999,332.1,"N","2020-08-22",543,"N",0,"2020-08-22 05:43:00","Angwin","California",2774,1,21,3.5,63
40.7106,-110.6909,359.5,"D","2020-09-06",2018,"D",0,"2020-09-06 20:18:00","Tabiona","Utah",157,1,18.2,20.5,17
32.4763,-88.6433,312,"D","2020-11-19",1913,"D",0,"2020-11-19 19:13:00","Marion","Mississippi",2033,1,13.4,7.4,55
35.9453,-90.0079,334.7,"D","2020-05-31",1850,"D",0,"2020-05-31 18:50:00","Gosnell","Arkansas",2835,1,26.1,13.1,44
47.7301,-113.8591,306.6,"D","2020-10-09",2102,"D",0,"2020-10-09 21:02:00","Finley Point","Montana",436,1,19.6,5.4,44
37.4209,-103.4213,328.6,"N","2020-05-21",434,"N",0,"2020-05-21 04:34:00","Kim","Colorado",63,1,16,9.7,77
31.5583,-86.1173,364.2,"D","2020-11-04",1642,"D",0,"2020-11-04 16:42:00","Glenwood","Alabama",180,1,19.5,6.4,48
31.4506,-84.4487,313,"D","2020-03-16",1824,"D",0,"2020-03-16 18:24:00","Leary","Georgia",321,1,25,4,59
34.0063,-117.1394,305.5,"N","2020-10-15",642,"N",0,"2020-10-15 06:42:00","Redlands","California",72985,1,20.6,6.9,28
37.8632,-119.5836,368,"D","2020-10-01",1832,"D",0,"2020-10-01 18:32:00","Yosemite Valley","California",1848,1,21.1,10.8,18
40.5683,-105.8848,320.5,"N","2020-08-18",429,"N",0,"2020-08-18 04:29:00","Grand Lake","Colorado",316,1,10,3.3,57
40.0732,-123.0121,366.7,"D","2020-09-15",2150,"D",0,"2020-09-15 21:50:00","Platina","California",27,1,23.5,12,9
44.7214,-121.7015,324.8,"D","2020-09-07",1919,"D",0,"2020-09-07 19:19:00","Idanha","Oregon",188,1,19,21.3,29
42.1567,-97.5886,340.4,"D","2020-04-18",1910,"D",0,"2020-04-18 19:10:00","Pierce","Nebraska",1986,1,19.5,17.8,31
39.6857,-121.0359,335.4,"D","2020-09-12",2119,"D",0,"2020-09-12 21:19:00","La Porte","California",50,1,27.1,13.8,15
39.8277,-120.8908,309.8,"N","2020-09-21",1008,"N",0,"2020-09-21 10:08:00","East Quincy","California",2198,1,5.1,5.5,55
40.6756,-110.5835,314.2,"N","2020-10-11",530,"N",0,"2020-10-11 05:30:00","Tabiona","Utah",157,1,2.3,17,57
33.8395,-111.3362,310.2,"N","2020-06-19",541,"N",0,"2020-06-19 05:41:00","Tonto Basin","Arizona",1593,1,19.2,4,25
43.3923,-122.9934,364.8,"N","2020-09-09",943,"N",0,"2020-09-09 09:43:00","Glide","Oregon",1481,1,15.5,12.3,10
39.9712,-122.728,321.8,"N","2020-09-05",1008,"N",0,"2020-09-05 10:08:00","Paskenta","California",61,1,14.4,0.8,32
47.2748,-116.3097,339.2,"D","2020-10-29",2038,"D",0,"2020-10-29 20:38:00","Fernwood","Idaho",130,1,12.3,5.4,58
38.6312,-122.5708,308.5,"N","2020-10-01",631,"N",0,"2020-10-01 06:31:00","Calistoga","California",5159,1,21.5,4.8,43
31.2161,-95.887,313.6,"D","2020-04-01",2003,"D",0,"2020-04-01 20:03:00","Centerville","Texas",946,1,22,10.5,45
30.0166,-91.6873,313.3,"D","2020-01-07",1943,"D",0,"2020-01-07 19:43:00","Loreauville","Louisiana",902,1,12.9,9.7,47
39.4998,-108.6554,432.4,"D","2020-08-24",2048,"D",0,"2020-08-24 20:48:00","Loma","Colorado",1365,1,29.4,17.1,16
44.7893,-115.4835,335.5,"D","2020-09-09",2050,"D",0,"2020-09-09 20:50:00","Yellow Pine","Idaho",369,1,19.4,9.4,20
37.6036,-119.2555,324.9,"N","2020-10-04",524,"N",0,"2020-10-04 05:24:00","Mammoth Lakes","California",7233,1,9,4.6,27
30.0092,-81.7271,315,"D","2020-03-13",1619,"D",0,"2020-03-13 16:19:00","Green Cove Springs","Florida",9937,1,28.8,3.6,35
38.8696,-122.3111,308,"N","2020-08-20",555,"N",0,"2020-08-20 05:55:00","Rumsey","California",113,1,20.4,11.8,25
34.1456,-92.3356,317.9,"D","2020-09-07",1743,"D",0,"2020-09-07 17:43:00","Staves","Arkansas",163,1,32.9,9.5,40
36.6224,-119.4738,311.3,"D","2020-02-03",2106,"D",0,"2020-02-03 21:06:00","Reedley","California",25446,1,9.9,7.2,36
30.8008,-86.8516,315,"D","2020-03-16",1649,"D",0,"2020-03-16 16:49:00","Munson","Florida",344,1,26.2,12.1,52
34.939,-100.4755,344.8,"D","2020-08-11",1802,"D",0,"2020-08-11 18:02:00","Quail","Texas",16,1,36.7,21.3,26
27.2969,-98.37,324.9,"D","2020-03-17",1734,"D",0,"2020-03-17 17:34:00","Concepcion","Texas",12,1,29.2,25.8,55
37.4202,-119.2568,334.2,"D","2020-09-21",2112,"D",0,"2020-09-21 21:12:00","Big Creek","California",83,1,26.4,11.3,22
38.0062,-96.528,323.7,"D","2020-04-08",2011,"D",0,"2020-04-08 20:11:00","Cassoday","Kansas",129,1,23.9,25.9,35
41.0973,-106.1291,452.7,"D","2020-09-26",1812,"D",0,"2020-09-26 18:12:00","Fox Park","Wyoming",6,1,14.2,27.7,32
37.2042,-113.5173,344.1,"D","2020-07-14",1737,"D",0,"2020-07-14 17:37:00","Washington","Utah",30686,1,35.8,21.7,9
43.4126,-122.8525,334.6,"D","2020-09-08",2145,"D",0,"2020-09-08 21:45:00","Glide","Oregon",1481,1,31.6,15.2,5
44.6487,-121.6879,319.2,"D","2020-09-09",1907,"D",0,"2020-09-09 19:07:00","Camp Sherman","Oregon",291,1,19.4,16.1,10
32.8182,-84.6765,301.4,"D","2020-11-24",1932,"D",0,"2020-11-24 19:32:00","Shiloh","Georgia",676,1,12.6,11.3,69
45.4394,-95.2578,314.2,"D","2020-10-07",1935,"D",0,"2020-10-07 19:35:00","Sunburg","Minnesota",108,1,16.2,13.7,42
27.3808,-81.9207,382.4,"D","2020-03-11",1632,"D",0,"2020-03-11 16:32:00","Limestone","Florida",93,1,28.9,7.4,29
37.8783,-96.0997,328.9,"D","2020-04-07",1928,"D",0,"2020-04-07 19:28:00","Neal","Kansas",39,1,25.9,7.4,62
37.0253,-104.3674,301.5,"N","2020-08-25",849,"N",0,"2020-08-25 08:49:00","Raton","New Mexico",6013,1,12.4,6.9,61
42.0875,-123.5478,348.1,"N","2020-09-10",614,"N",0,"2020-09-10 06:14:00","Takilma","Oregon",665,1,17,2.3,27
31.6312,-83.4042,331.7,"D","2020-09-03",1630,"D",0,"2020-09-03 16:30:00","Ocilla","Georgia",3233,1,36.5,9.4,32
45.2263,-115.3082,349.8,"D","2020-09-15",2013,"D",0,"2020-09-15 20:13:00","Yellow Pine","Idaho",369,1,23.7,12,17
33.4197,-89.0455,305.7,"D","2020-11-23",1849,"D",0,"2020-11-23 18:49:00","Sturgis","Mississippi",128,1,10.4,6.5,58
40.1651,-122.8989,303.6,"N","2020-09-03",1020,"N",0,"2020-09-03 10:20:00","Platina","California",27,1,16.4,2.9,51
32.638,-96.4958,320,"D","2020-02-24",1944,"D",0,"2020-02-24 19:44:00","Crandall","Texas",4307,1,17.4,17.3,48
19.4045,-155.2832,469.7,"D","2020-12-31",0,"D",1,"2020-12-31","Volcano Golf Course","Hawaii",909,1,14.8,20.6,89
33.3747,-110.1572,332.5,"D","2020-07-14",1738,"D",0,"2020-07-14 17:38:00","Bylas","Arizona",1750,1,34.8,23.7,17
45.0002,-122.4932,348.2,"D","2020-09-09",1907,"D",0,"2020-09-09 19:07:00","Scotts Mills","Oregon",376,1,32.4,9.8,9
28.7779,-97.0619,333.6,"D","2020-04-27",1726,"D",0,"2020-04-27 17:26:00","Quail Creek","Texas",1722,1,29.5,27.2,46
36.4298,-121.5563,362.9,"D","2020-08-19",1851,"D",0,"2020-08-19 18:51:00","Gonzales","California",8526,1,33.2,13.4,16
36.4368,-76.0802,316,"D","2020-11-10",1604,"D",0,"2020-11-10 16:04:00","Moyock","North Carolina",5669,1,22.6,8.4,75
36.0798,-118.4724,403.8,"D","2020-09-21",2112,"D",0,"2020-09-21 21:12:00","Ponderosa","California",64,1,26.1,10.5,20
43.2868,-122.7571,342.8,"N","2020-09-10",1026,"N",0,"2020-09-10 10:26:00","Glide","Oregon",1481,1,9.3,8.5,32
38.4182,-122.1853,345.2,"N","2020-08-20",555,"N",0,"2020-08-20 05:55:00","Moskowite Corner","California",136,1,17.5,5.8,34
33.6617,-80.5862,302.8,"D","2020-11-18",1830,"D",0,"2020-11-18 18:30:00","Pinewood","South Carolina",559,1,8.1,7.1,56
32.4623,-101.7126,308.4,"D","2020-01-07",1944,"D",0,"2020-01-07 19:44:00","Ackerly","Texas",408,1,12.8,14.7,18
30.2168,-91.1804,313.3,"D","2020-10-13",1854,"D",0,"2020-10-13 18:54:00","Bayou Goula","Louisiana",342,1,25.2,8.5,61
45.2545,-122.268,402.4,"N","2020-09-10",615,"N",0,"2020-09-10 06:15:00","Estacada","Oregon",4878,1,21.8,24.5,18
41.0547,-123.5609,310.9,"D","2020-09-17",2138,"D",0,"2020-09-17 21:38:00","Hoopa","California",2274,1,22.6,10.1,48
42.0889,-114.2665,308.8,"N","2020-09-17",442,"N",0,"2020-09-17 04:42:00","Jackpot","Nevada",1429,1,13.6,10.2,29
32.7344,-85.3762,309.8,"D","2020-04-11",1901,"D",0,"2020-04-11 19:01:00","Opelika","Alabama",31944,1,21.1,5.4,32
39.9125,-123.0878,327,"D","2020-10-04",1902,"D",0,"2020-10-04 19:02:00","Covelo","California",1495,1,23.2,9.9,8
34.284,-91.49,310.8,"D","2020-09-20",1850,"D",0,"2020-09-20 18:50:00","DeWitt","Arkansas",2980,1,26.5,14,45
37.5578,-121.4411,325.7,"D","2020-08-18",1808,"D",0,"2020-08-18 18:08:00","Tracy","California",95358,1,39.2,20.8,19
44.8118,-121.9229,311.7,"N","2020-09-11",930,"N",0,"2020-09-11 09:30:00","Idanha","Oregon",188,1,16.9,3.1,21
30.8424,-93.2598,309.8,"D","2020-11-06",1944,"D",2,"2020-11-06 19:44:00","DeRidder","Louisiana",9812,1,20.5,7.7,64
40.8064,-82.5067,315.8,"D","2020-06-06",1634,"D",2,"2020-06-06 16:34:00","Roseland","Ohio",1859,1,27,16.9,39
44.1577,-75.466,310.8,"D","2020-06-20",1645,"D",0,"2020-06-20 16:45:00","Natural Bridge","New York",76,1,29.5,6.9,44
28.7445,-82.4018,337.8,"D","2020-01-08",1847,"D",0,"2020-01-08 18:47:00","Inverness Highlands South","Florida",7478,1,12.1,8.9,59
44.8734,-122.3381,346.1,"N","2020-09-08",1037,"N",0,"2020-09-08 10:37:00","Gates","Oregon",451,1,9,28.2,31
34.155,-94.7984,311,"D","2020-08-06",1920,"D",0,"2020-08-06 19:20:00","Hochatown","Oklahoma",228,1,30.9,6.2,56
38.8428,-122.2399,329,"D","2020-08-20",2113,"D",0,"2020-08-20 21:13:00","Guinda","California",262,1,38,6.9,7
37.9642,-98.2661,307.1,"D","2020-03-11",1807,"D",0,"2020-03-11 18:07:00","Plevna","Kansas",116,1,20.2,15.2,40
39.8934,-121.3387,380.7,"D","2020-10-02",1915,"D",0,"2020-10-02 19:15:00","Tobin","California",0,1,30.3,13,10
37.3141,-121.5919,378,"D","2020-08-20",2112,"D",0,"2020-08-20 21:12:00","Morgan Hill","California",45152,1,28.7,15.1,16
39.5174,-122.9587,390.7,"D","2020-09-17",2137,"D",0,"2020-09-17 21:37:00","Potter Valley","California",611,1,20.1,11.8,39
40.6565,-106.795,343.1,"D","2020-10-03",1819,"D",0,"2020-10-03 18:19:00","Steamboat Springs","Colorado",13341,1,13.9,14,21
33.3776,-112.3702,347.7,"D","2020-06-27",2010,"D",0,"2020-06-27 20:10:00","Avondale","Arizona",90644,1,40.1,18.1,13
36.189,-118.5243,306.9,"N","2020-09-05",1009,"N",0,"2020-09-05 10:09:00","Cedar Slope","California",0,1,14.8,8.2,33
30.7669,-95.7807,319.4,"D","2020-05-06",1720,"D",0,"2020-05-06 17:20:00","Bedias","Texas",467,1,28.8,11.4,23
36.1366,-118.5257,359,"D","2020-09-16",2053,"D",0,"2020-09-16 20:53:00","Ponderosa","California",64,1,24.1,10.5,17
39.4968,-122.9606,336.5,"D","2020-09-20",2208,"D",0,"2020-09-20 22:08:00","Potter Valley","California",611,1,27.2,11.5,24
44.9739,-122.5365,307.4,"N","2020-09-12",1013,"N",0,"2020-09-12 10:13:00","Scotts Mills","Oregon",376,1,15.2,1.6,38
36.0971,-118.5284,301.5,"N","2020-09-22",637,"N",0,"2020-09-22 06:37:00","Ponderosa","California",64,1,5.5,5.5,53
29.9789,-81.3805,309.6,"D","2020-07-28",1612,"D",0,"2020-07-28 16:12:00","World Golf Village","Florida",24485,1,28.5,11.9,80
37.2134,-121.488,384.4,"D","2020-08-31",2054,"D",0,"2020-08-31 20:54:00","Morgan Hill","California",45152,1,29.7,14,23
38.2299,-93.6215,308.1,"D","2020-03-08",1915,"D",0,"2020-03-08 19:15:00","Brownington","Missouri",80,1,17.7,19.8,33
36.0689,-121.5121,308,"N","2020-08-28",920,"N",0,"2020-08-28 09:20:00","Fort Hunter Liggett","California",1038,1,12.7,2.7,51
34.2394,-91.5896,314,"D","2020-08-06",1920,"D",0,"2020-08-06 19:20:00","Grady","Arkansas",262,1,30,5.8,48
39.0314,-121.4907,318.5,"D","2020-04-14",1933,"D",0,"2020-04-14 19:33:00","Olivehurst","California",19071,1,26.3,9.3,14
42.2925,-83.1603,301.3,"N","2020-11-06",251,"N",2,"2020-11-06 02:51:00","Melvindale","Michigan",12605,1,10.3,14.3,83
36.483,-92.092,318.5,"D","2020-08-19",1850,"D",0,"2020-08-19 18:50:00","Bakersfield","Missouri",246,1,28.9,11,31
48.5135,-97.2671,331.8,"D","2020-04-23",1746,"D",0,"2020-04-23 17:46:00","Drayton","North Dakota",818,1,13.8,17.8,69
30.8443,-84.6087,322.1,"D","2020-02-09",1848,"D",0,"2020-02-09 18:48:00","Bainbridge","Georgia",14353,1,16.6,9.8,58
38.7203,-97.8464,342.2,"D","2020-01-04",1736,"D",0,"2020-01-04 17:36:00","Brookville","Kansas",205,1,7.1,17.4,56
32.5173,-101.9349,340.1,"D","2020-05-04",1732,"D",0,"2020-05-04 17:32:00","Ackerly","Texas",408,1,38.5,23.1,7
32.8116,-80.7848,310.6,"D","2020-09-22",1836,"D",0,"2020-09-22 18:36:00","Walterboro","South Carolina",5490,1,19.7,8,53
34.0955,-117.0153,345.6,"D","2020-09-07",2059,"D",0,"2020-09-07 20:59:00","Yucaipa","California",54348,1,32.4,10.1,24
37.3666,-96.1199,316.2,"D","2020-04-15",1700,"D",0,"2020-04-15 17:00:00","Longton","Kansas",286,1,15.1,13,38
41.1561,-123.2546,326.6,"D","2020-10-02",1914,"D",0,"2020-10-02 19:14:00","Weitchpec","California",87,1,26.1,9,20
38.9888,-121.4563,324.3,"D","2020-06-03",1921,"D",0,"2020-06-03 19:21:00","Wheatland","California",3790,1,37.5,2.2,19
29.4018,-100.1198,314.3,"D","2020-09-23",1745,"D",0,"2020-09-23 17:45:00","Brackettville","Texas",1471,1,31,4.6,40
36.1893,-118.4317,386.8,"N","2020-08-24",944,"N",0,"2020-08-24 09:44:00","Ponderosa","California",64,1,15.8,5.4,59
40.2022,-122.9284,317.4,"N","2020-09-12",1014,"N",0,"2020-09-12 10:14:00","Platina","California",27,1,10.2,4,47
37.9433,-114.0392,344.4,"N","2020-07-14",536,"N",0,"2020-07-14 05:36:00","Ursine","Nevada",0,1,19.1,7.5,24
32.6348,-83.08,315.2,"D","2020-11-24",1617,"D",0,"2020-11-24 16:17:00","Montrose","Georgia",291,1,17.2,9.5,51
39.5963,-93.419,307.6,"D","2020-03-06",1928,"D",0,"2020-03-06 19:28:00","Hale","Missouri",535,1,8.9,2.6,44
36.9251,-86.504,303,"D","2020-04-10",1641,"D",0,"2020-04-10 16:41:00","Bowling Green","Kentucky",102247,1,11.6,12.4,35
31.2027,-84.4162,323.3,"D","2020-03-26",1548,"D",0,"2020-03-26 15:48:00","Newton","Georgia",489,1,29.2,7.6,33
40.49,-92.0368,301.3,"D","2020-03-06",1928,"D",0,"2020-03-06 19:28:00","Arbela","Missouri",20,1,7.6,1.5,39
38.4813,-122.5412,370.6,"N","2020-09-28",1015,"N",0,"2020-09-28 10:15:00","St. Helena","California",5378,1,21.6,13,19
38.0824,-90.7003,312.9,"D","2020-02-21",1915,"D",0,"2020-02-21 19:15:00","Summer Set","Missouri",1222,1,4.1,5.9,20
39.5595,-107.2189,336.9,"D","2020-08-12",2023,"D",0,"2020-08-12 20:23:00","No Name","Colorado",248,1,25.6,12.3,11
38.6991,-122.5743,335.8,"N","2020-08-25",1027,"N",0,"2020-08-25 10:27:00","Middletown","California",1659,1,14.2,7.1,66
45.0559,-105.7214,330.4,"D","2020-07-23",2049,"D",0,"2020-07-23 20:49:00","Biddle","Montana",33,1,31.6,19.7,25
27.0192,-82.3663,302.4,"D","2020-12-01",1625,"D",0,"2020-12-01 16:25:00","Englewood","Florida",19385,1,14.6,17,51
33.6017,-107.4706,300.9,"N","2020-07-07",528,"N",0,"2020-07-07 05:28:00","Winston","New Mexico",0,1,20.8,3.6,44
38.5728,-95.294,312.7,"D","2020-08-15",1915,"D",0,"2020-08-15 19:15:00","Ottawa","Kansas",12632,1,29.1,13.7,47
40.6324,-105.7564,321.8,"N","2020-09-06",912,"N",0,"2020-09-06 09:12:00","Red Feather Lakes","Colorado",347,1,6.5,8.8,43
37.5258,-121.5454,338,"D","2020-08-20",1934,"D",0,"2020-08-20 19:34:00","Tracy","California",95358,1,31.9,13.1,10
48.0765,-116.9045,311.3,"N","2020-10-22",514,"N",0,"2020-10-22 05:14:00","Blanchard","Idaho",625,1,-1.6,5.8,75
31.8904,-82.7037,329.3,"D","2020-05-11",1913,"D",0,"2020-05-11 19:13:00","Lumber City","Georgia",1113,1,23.7,14.9,21
47.5444,-118.4577,356.1,"D","2020-09-09",1906,"D",0,"2020-09-09 19:06:00","Harrington","Washington",446,1,26.5,12.4,19
48.0315,-116.9826,322.5,"D","2020-09-07",1918,"D",0,"2020-09-07 19:18:00","Blanchard","Idaho",625,1,17.4,18.9,22
44.4119,-120.2022,313.7,"D","2020-10-19",2138,"D",0,"2020-10-19 21:38:00","Mitchell","Oregon",211,1,14.5,13,44
37.4911,-121.5153,346.7,"D","2020-08-23",1826,"D",0,"2020-08-23 18:26:00","Diablo Grande","California",1488,1,34.4,1.8,18
37.4254,-121.4482,332.1,"D","2020-08-19",1851,"D",0,"2020-08-19 18:51:00","Diablo Grande","California",1488,1,35.7,18.1,15
37.5163,-121.4225,322.8,"N","2020-08-17",938,"N",0,"2020-08-17 09:38:00","Diablo Grande","California",1488,1,31.4,15.7,33
33.6758,-89.9818,333.3,"D","2020-08-18",1630,"D",0,"2020-08-18 16:30:00","Holcomb","Mississippi",262,1,31.6,9.5,42
47.5536,-118.4627,344.1,"D","2020-09-09",1906,"D",0,"2020-09-09 19:06:00","Harrington","Washington",446,1,26.5,12.4,19
45.1499,-121.5371,325.9,"N","2020-09-03",609,"N",0,"2020-09-03 06:09:00","Sportsmans Park","Oregon",97,1,14.6,8.7,56
40.1847,-106.2656,339.1,"D","2020-10-16",2106,"D",0,"2020-10-16 21:06:00","Parshall","Colorado",34,1,10.9,14.7,22
41.5938,-89.8073,326.2,"D","2020-11-03",1916,"D",0,"2020-11-03 19:16:00","Tampico","Illinois",607,1,14.4,15.3,66
34.1546,-90.6501,323.9,"D","2020-10-07",1932,"D",0,"2020-10-07 19:32:00","Bobo","Mississippi",146,1,23.7,5.6,59
40.4017,-87.1333,315.9,"D","2020-12-02",1704,"D",0,"2020-12-02 17:04:00","Green Hill","Indiana",174,1,0.1,10.5,56
34.0127,-97.4077,322.4,"D","2020-02-21",1738,"D",0,"2020-02-21 17:38:00","Leon","Oklahoma",69,1,7.7,4.9,40
44.7794,-122.4477,362.2,"N","2020-09-08",1037,"N",0,"2020-09-08 10:37:00","Gates","Oregon",451,1,13.1,32.1,25
32.1323,-100.1913,308.7,"D","2020-02-01",1802,"D",0,"2020-02-01 18:02:00","Wingate","Texas",25,1,18.2,11.5,23
47.1343,-109.7828,318,"D","2020-09-02",2044,"D",0,"2020-09-02 20:44:00","Danvers","Montana",6,1,20,39.2,39
38.7532,-122.4567,303.6,"N","2020-08-25",613,"N",0,"2020-08-25 06:13:00","Hidden Valley Lake","California",5896,1,19,5.3,52
35.3895,-120.4395,331.3,"N","2020-08-02",606,"N",0,"2020-08-02 06:06:00","Santa Margarita","California",665,1,17.8,6.6,51
30.675,-94.2711,327.2,"D","2020-01-07",1943,"D",0,"2020-01-07 19:43:00","Ivanhoe","Texas",1619,1,13.2,4.7,52
34.4127,-117.9564,348.1,"D","2020-09-18",1904,"D",0,"2020-09-18 19:04:00","Littlerock","California",1277,1,26.8,19.6,16
46.4744,-102.9407,329.2,"D","2020-04-29",2031,"D",0,"2020-04-29 20:31:00","New England","North Dakota",658,1,20,10.8,18
39.8656,-120.9373,384.2,"D","2020-08-23",2144,"D",0,"2020-08-23 21:44:00","East Quincy","California",2198,1,28.2,13.5,15
32.8098,-90.8896,318.4,"D","2020-08-10",1855,"D",0,"2020-08-10 18:55:00","Cary","Mississippi",370,1,34.4,7.5,46
37.3147,-120.3541,316.3,"D","2020-04-15",1839,"D",0,"2020-04-15 18:39:00","Tuttle","California",69,1,25.5,6.6,29
32.9758,-108.2893,359.6,"D","2020-06-11",1833,"D",0,"2020-06-11 18:33:00","Trout Valley","New Mexico",21,1,24.2,15.5,21
34.4531,-112.0034,317.6,"N","2020-07-16",523,"N",0,"2020-07-16 05:23:00","Cordes Lakes","Arizona",3218,1,26.5,3.4,26
47.0284,-117.0388,314.6,"D","2020-10-09",1919,"D",0,"2020-10-09 19:19:00","Farmington","Washington",136,1,21,11.3,34
31.1454,-88.3034,306.6,"D","2020-03-14",1701,"D",0,"2020-03-14 17:01:00","Citronelle","Alabama",3918,1,27,10,50
47.7182,-118.39,321.7,"N","2020-09-08",628,"N",0,"2020-09-08 06:28:00","Creston","Washington",196,1,10.2,19.6,34
34.5061,-91.9576,316,"D","2020-04-18",1908,"D",0,"2020-04-18 19:08:00","England","Arkansas",2568,1,16.9,7.2,46
37.8288,-119.6295,348.6,"N","2020-09-09",530,"N",0,"2020-09-09 05:30:00","Yosemite Valley","California",1848,1,6,9,29
40.6756,-124.2386,305.1,"D","2020-10-25",1920,"D",0,"2020-10-25 19:20:00","Loleta","California",656,1,14.1,19.8,54
39.4438,-108.6151,500,"N","2020-08-19",512,"N",0,"2020-08-19 05:12:00","Loma","Colorado",1365,1,19,8.3,25
36.552,-120.4919,308.1,"D","2020-02-10",2112,"D",0,"2020-02-10 21:12:00","Three Rocks","California",180,1,17.9,15,18
36.342,-118.789,321.3,"N","2020-10-07",1009,"N",0,"2020-10-07 10:09:00","Three Rivers","California",2307,1,15.7,2.3,29
41.1665,-106.448,337.5,"D","2020-09-30",2107,"D",0,"2020-09-30 21:07:00","Ryan Park","Wyoming",29,1,16.1,15.6,16
39.8728,-121.293,372.6,"N","2020-09-29",644,"N",0,"2020-09-29 06:44:00","Tobin","California",0,1,12.5,10.3,36
45.0633,-122.0896,348,"N","2020-09-09",532,"N",0,"2020-09-09 05:32:00","Rhododendron","Oregon",205,1,13.3,13.2,27
40.2178,-122.9724,313.6,"N","2020-09-12",1014,"N",0,"2020-09-12 10:14:00","Platina","California",27,1,11.2,4,47
34.2265,-118.0562,324,"D","2020-09-16",2053,"D",0,"2020-09-16 20:53:00","Sierra Madre","California",11020,1,26.3,9.1,12
27.2752,-97.9326,438.4,"D","2020-01-12",2001,"D",0,"2020-01-12 20:01:00","Riviera","Texas",730,1,21,19.6,62
42.6827,-111.5879,313.2,"D","2020-11-03",2055,"D",2,"2020-11-03 20:55:00","Soda Springs","Idaho",3150,1,12.1,5.9,55
26.0625,-97.8948,314,"D","2020-01-27",1918,"D",0,"2020-01-27 19:18:00","Relampago","Texas",171,1,24.4,23.7,55
40.6156,-110.7471,327.2,"D","2020-10-01",1831,"D",0,"2020-10-01 18:31:00","Tabiona","Utah",157,1,16.7,1,13
48.1036,-119.4427,381.3,"N","2020-09-07",954,"N",0,"2020-09-07 09:54:00","Bridgeport","Washington",2307,1,19.4,20,42
36.317,-118.6856,327.6,"N","2020-10-05",606,"N",0,"2020-10-05 06:06:00","Sequoia Crest","California",62,1,10.5,3.2,26
40.0236,-123.049,330.8,"D","2020-09-10",2131,"D",0,"2020-09-10 21:31:00","Covelo","California",1495,1,26,14.2,24
40.3115,-123.1212,352.6,"D","2020-09-28",2119,"D",0,"2020-09-28 21:19:00","Post Mountain","California",93,1,28.3,13.7,10
40.409,-120.8262,376.1,"N","2020-07-20",638,"N",0,"2020-07-20 06:38:00","Susanville","California",14992,1,16.8,6.1,52
41.1038,-106.4303,316.8,"N","2020-09-30",411,"N",0,"2020-09-30 04:11:00","Fox Park","Wyoming",6,1,1,4.7,48
38.8224,-122.4899,351.4,"D","2020-08-20",2113,"D",0,"2020-08-20 21:13:00","Hidden Valley Lake","California",5896,1,38.1,7.3,9
36.2073,-118.403,419.9,"D","2020-08-24",2047,"D",0,"2020-08-24 20:47:00","Ponderosa","California",64,1,26.4,7.5,25
30.2167,-85.7813,318.6,"D","2020-06-18",1701,"D",0,"2020-06-18 17:01:00","Upper Grand Lagoon","Florida",17162,1,27.6,13.3,59
33.7419,-88.2752,316.4,"D","2020-10-21",1630,"D",0,"2020-10-21 16:30:00","Caledonia","Mississippi",1283,1,28.5,5.2,50
30.7619,-84.3076,305.4,"D","2020-01-06",1900,"D",0,"2020-01-06 19:00:00","Calvary","Georgia",184,1,12.8,6.5,77
34.5874,-80.519,314,"D","2020-10-08",1837,"D",0,"2020-10-08 18:37:00","Kershaw","South Carolina",2220,1,23.8,8.4,66
34.5137,-104.3075,322.6,"D","2020-03-10",2040,"D",0,"2020-03-10 20:40:00","Fort Sumner","New Mexico",958,1,23.2,22.1,23
36.7369,-121.6044,341.9,"D","2020-02-29",2143,"D",0,"2020-02-29 21:43:00","Salinas","California",172995,1,11.9,24.1,63
