"latitude","longitude","brightness","daynight","acq_date","acq_time","daynight.1","type","datetime","city","state","population","wildfire","temp_C","wind","humidity"
36.6001,-121.6393,324.1,"D","2020-08-19",2029,"D",0,"2020-08-19 20:29:00","Spreckels","California",189,1,31.4,16.5,22
30.2257,-83.2274,308.6,"D","2020-11-19",1600,"D",0,"2020-11-19 16:00:00","Day","Florida",200,1,20.6,20.1,59
42.1033,-114.2139,314.9,"N","2020-09-17",442,"N",0,"2020-09-17 04:42:00","Oakley","Idaho",846,1,18.7,7.9,19
39.7326,-123.0134,313.4,"N","2020-09-09",944,"N",0,"2020-09-09 09:44:00","Covelo","California",1495,1,15,5.4,13
37.6337,-101.2171,309.4,"D","2020-03-05",2023,"D",0,"2020-03-05 20:23:00","Ulysses","Kansas",5812,1,12.1,10.7,26
30.8202,-82.9791,321.6,"D","2020-05-19",1649,"D",0,"2020-05-19 16:49:00","Naylor","Georgia",215,1,32.2,13.2,31
40.589,-110.4743,338.6,"D","2020-10-22",2030,"D",0,"2020-10-22 20:30:00","Altamont","Utah",390,1,2.5,15.6,26
40.0001,-122.9634,325.4,"D","2020-09-09",1908,"D",0,"2020-09-09 19:08:00","Covelo","California",1495,1,25.4,4.1,7
37.3112,-121.4557,345.3,"D","2020-08-22",1921,"D",0,"2020-08-22 19:21:00","Diablo Grande","California",1488,1,35,3.2,17
36.3814,-119.3396,307.8,"D","2020-04-02",1910,"D",0,"2020-04-02 19:10:00","Patterson Tract","California",1465,1,19.5,13,24
32.778,-81.18,311.5,"D","2020-12-10",1617,"D",0,"2020-12-10 16:17:00","Estill","South Carolina",2287,1,17.4,2.2,51
35.6007,-79.7831,309.3,"D","2020-10-07",1617,"D",0,"2020-10-07 16:17:00","Seagrove","North Carolina",347,1,26.9,11.1,43
44.7512,-121.6386,387.4,"D","2020-09-10",1950,"D",0,"2020-09-10 19:50:00","Warm Springs","Oregon",2446,1,26.9,10.3,11
36.1829,-118.4779,324,"N","2020-08-29",548,"N",0,"2020-08-29 05:48:00","Ponderosa","California",64,1,9.2,7.3,38
40.1315,-106.1386,344.5,"D","2020-10-22",1849,"D",0,"2020-10-22 18:49:00","Hot Sulphur Springs","Colorado",977,1,8.3,15.9,41
29.958,-85.2263,310.1,"D","2020-06-16",1713,"D",0,"2020-06-16 17:13:00","Port St. Joe","Florida",3499,1,27.1,7.1,61
31.7976,-85.5541,303.8,"D","2020-05-15",1849,"D",0,"2020-05-15 18:49:00","Louisville","Alabama",625,1,29.7,8.9,30
26.809,-80.3511,315.5,"D","2020-01-05",1816,"D",0,"2020-01-05 18:16:00","Westlake","Florida",2876,1,14.8,13.7,70
39.7396,-122.8323,354,"D","2020-09-05",2113,"D",0,"2020-09-05 21:13:00","Paskenta","California",61,1,32.1,5.2,11
32.522,-101.9211,332.1,"D","2020-01-10",2015,"D",0,"2020-01-10 20:15:00","Ackerly","Texas",408,1,14.2,18,29
40.5384,-110.5639,341.8,"N","2020-09-07",542,"N",0,"2020-09-07 05:42:00","Tabiona","Utah",157,1,11.1,14.5,31
38.2909,-96.3449,402.1,"D","2020-03-29",1755,"D",0,"2020-03-29 17:55:00","Olpe","Kansas",603,1,18.5,16.6,32
40.0574,-122.9755,330.1,"D","2020-09-15",1832,"D",0,"2020-09-15 18:32:00","Platina","California",27,1,23.3,11.2,10
37.4727,-119.1496,362.8,"D","2020-10-15",2023,"D",0,"2020-10-15 20:23:00","Mammoth Lakes","California",7233,1,22.8,3.1,16
37.1448,-119.0148,305,"N","2020-09-14",1003,"N",0,"2020-09-14 10:03:00","Big Creek","California",83,1,4.9,8,50
39.4662,-108.3363,322.9,"N","2020-08-12",505,"N",0,"2020-08-12 05:05:00","De Beque","Colorado",466,1,22.3,0.8,11
31.0875,-88.6684,306.7,"D","2020-02-28",1919,"D",0,"2020-02-28 19:19:00","Leakesville","Mississippi",5564,1,14.6,14.4,44
38.506,-97.7719,334.1,"D","2020-08-26",1718,"D",0,"2020-08-26 17:18:00","Marquette","Kansas",637,1,33.1,19.6,30
32.5033,-110.8136,351.3,"D","2020-06-18",2015,"D",0,"2020-06-18 20:15:00","Summerhaven","Arizona",22,1,29.1,16.5,6
40.6424,-110.4447,305.3,"N","2020-09-06",500,"N",0,"2020-09-06 05:00:00","Altamont","Utah",390,1,10.2,11.9,28
39.9872,-122.8563,322.4,"N","2020-09-06",1051,"N",0,"2020-09-06 10:51:00","Paskenta","California",61,1,21.4,3.1,34
40.3041,-123.0479,316.7,"N","2020-10-05",1020,"N",0,"2020-10-05 10:20:00","Platina","California",27,1,11.2,3.6,45
41.059,-123.5161,345.9,"N","2020-09-11",657,"N",0,"2020-09-11 06:57:00","Hoopa","California",2274,1,20.9,3.6,24
30.1563,-85.0474,356.6,"D","2020-02-23",1900,"D",0,"2020-02-23 19:00:00","Wewahitchka","Florida",1904,1,15.9,5.4,69
31.1604,-85.0326,326.3,"D","2020-11-05",1900,"D",0,"2020-11-05 19:00:00","Cedar Springs","Georgia",0,1,19.6,13.8,65
39.8924,-121.3213,321.5,"D","2020-10-01",1832,"D",0,"2020-10-01 18:32:00","Tobin","California",0,1,30.2,1.5,9
40.1637,-122.8841,313.1,"N","2020-09-07",956,"N",0,"2020-09-07 09:56:00","Platina","California",27,1,18.5,3.2,40
41.0903,-123.4436,343,"N","2020-09-03",608,"N",0,"2020-09-03 06:08:00","Hoopa","California",2274,1,22.7,4,32
30.8542,-93.2565,313.5,"N","2020-09-27",755,"N",0,"2020-09-27 07:55:00","DeRidder","Louisiana",9812,1,19,6,99
36.1087,-121.4659,336.2,"N","2020-09-08",625,"N",0,"2020-09-08 06:25:00","Fort Hunter Liggett","California",1038,1,33.4,6.8,11
40.2238,-123.457,338.6,"D","2020-10-02",1915,"D",0,"2020-10-02 19:15:00","Ruth","California",165,1,27.8,11.7,17
31.7018,-92.6261,311.9,"D","2020-11-19",1913,"D",0,"2020-11-19 19:13:00","Atlanta","Louisiana",179,1,19.4,10.9,66
35.2603,-115.639,378.2,"D","2020-08-16",1820,"D",0,"2020-08-16 18:20:00","Baker","California",482,1,37.7,2,9
33.6858,-83.1891,360.4,"D","2020-10-08",1837,"D",0,"2020-10-08 18:37:00","Woodville","Georgia",210,1,24.2,2.1,68
39.7206,-96.5258,304.6,"D","2020-03-07",2011,"D",0,"2020-03-07 20:11:00","Frankfort","Kansas",731,1,17.4,30.2,27
33.0767,-86.1261,307.2,"D","2020-11-04",1818,"D",0,"2020-11-04 18:18:00","Hollins","Alabama",597,1,15.2,6.6,58
33.9872,-116.9601,321.8,"N","2020-08-01",523,"N",2,"2020-08-01 05:23:00","Cherry Valley","California",7302,1,25.3,5.8,30
34.4293,-84.5671,313.6,"D","2020-08-16",1642,"D",0,"2020-08-16 16:42:00","Jasper","Georgia",4374,1,30.5,10.9,46
35.2196,-92.068,305.5,"D","2020-04-18",1908,"D",0,"2020-04-18 19:08:00","Mount Vernon","Arkansas",185,1,15.4,8.6,48
35.9936,-121.2801,327.1,"D","2020-09-13",1845,"D",0,"2020-09-13 18:45:00","Fort Hunter Liggett","California",1038,1,31.8,12.9,14
39.8949,-122.861,330.6,"N","2020-08-21",1051,"N",0,"2020-08-21 10:51:00","Paskenta","California",61,1,19,4.3,45
41.0443,-123.3491,319.3,"N","2020-09-10",614,"N",0,"2020-09-10 06:14:00","Trinity Village","California",230,1,17.3,3.8,16
26.4936,-80.9288,319,"D","2020-04-12",1632,"D",0,"2020-04-12 16:32:00","Montura","Florida",3678,1,30.9,23.2,56
38.5415,-96.4215,317.3,"D","2020-04-07",1749,"D",0,"2020-04-07 17:49:00","Dunlap","Kansas",22,1,26.8,6.3,45
40.6473,-106.7876,316.4,"D","2020-10-01",1831,"D",0,"2020-10-01 18:31:00","Steamboat Springs","Colorado",13341,1,13.9,10.9,13
47.4355,-97.6158,313.2,"D","2020-05-17",1657,"D",0,"2020-05-17 16:57:00","Hope","North Dakota",321,1,20.6,16,40
47.6773,-96.6848,318.8,"D","2020-05-18",1740,"D",0,"2020-05-18 17:40:00","Climax","Minnesota",184,1,23,20.3,34
44.122,-75.534,317,"D","2020-09-28",1803,"D",0,"2020-09-28 18:03:00","Natural Bridge","New York",76,1,22.8,9.7,67
36.1802,-121.5034,328.9,"D","2020-09-12",2118,"D",0,"2020-09-12 21:18:00","Greenfield","California",19759,1,28.4,5.1,27
41.1711,-123.2576,308.2,"D","2020-09-27",1856,"D",0,"2020-09-27 18:56:00","Weitchpec","California",87,1,25.5,9.3,22
32.81,-94.4122,315.8,"D","2020-12-25",1713,"D",0,"2020-12-25 17:13:00","Jefferson","Texas",2111,1,10.4,4.7,45
41.2053,-106.4257,316.6,"D","2020-10-02",1736,"D",0,"2020-10-02 17:36:00","Ryan Park","Wyoming",29,1,15.7,23.2,17
41.2665,-98.5624,322.4,"D","2020-04-11",1904,"D",0,"2020-04-11 19:04:00","Elba","Nebraska",181,1,17,17.7,41
33.4249,-110.8601,306.7,"N","2020-10-04",939,"N",2,"2020-10-04 09:39:00","Claypool","Arizona",1134,1,18.4,5.6,20
37.3735,-114.5912,356.2,"D","2020-07-29",2011,"D",0,"2020-07-29 20:11:00","Caliente","Nevada",613,1,35.4,14,6
31.3739,-94.9237,318.9,"D","2020-11-23",1713,"D",0,"2020-11-23 17:13:00","Hudson","Texas",5017,1,18.1,6.6,57
37.8359,-119.6179,363.8,"D","2020-09-08",2143,"D",0,"2020-09-08 21:43:00","Yosemite Valley","California",1848,1,23.1,8.9,5
44.1258,-122.5271,300.6,"N","2020-09-10",615,"N",0,"2020-09-10 06:15:00","Marcola","Oregon",561,1,16.3,9.5,30
30.7569,-83.929,318.9,"D","2020-03-16",1649,"D",0,"2020-03-16 16:49:00","Thomasville","Georgia",18720,1,26.2,7,54
30.5164,-86.7125,377.1,"D","2020-07-19",1618,"D",0,"2020-07-19 16:18:00","Hurlburt Field","Florida",2867,1,29.1,10.1,78
40.6744,-105.8144,319.2,"D","2020-09-04",1711,"D",0,"2020-09-04 17:11:00","Red Feather Lakes","Colorado",347,1,21.4,7.6,20
26.5701,-98.3444,314.7,"D","2020-11-09",1702,"D",0,"2020-11-09 17:02:00","Delmita","Texas",210,1,31.4,20.6,39
45.4393,-108.867,342,"D","2020-12-04",1830,"D",0,"2020-12-04 18:30:00","Edgar","Montana",79,1,3.4,8,40
41.0711,-123.5321,308.3,"N","2020-09-10",1026,"N",0,"2020-09-10 10:26:00","Hoopa","California",2274,1,15.9,3.3,18
34.707,-96.7688,308.7,"D","2020-01-07",1945,"D",0,"2020-01-07 19:45:00","Fitzhugh","Oklahoma",204,1,11.6,8,42
44.8092,-121.8133,316.8,"N","2020-09-11",520,"N",0,"2020-09-11 05:20:00","Idanha","Oregon",188,1,16,1.3,25
34.8107,-92.5105,305.5,"D","2020-11-18",1654,"D",0,"2020-11-18 16:54:00","Natural Steps","Arkansas",686,1,17.3,10.1,38
34.1694,-94.2084,318,"D","2020-06-17",1932,"D",0,"2020-06-17 19:32:00","Gillham","Arkansas",190,1,31.2,10.2,36
35.7336,-104.0222,378.3,"D","2020-06-09",2022,"D",0,"2020-06-09 20:22:00","Mosquero","New Mexico",38,1,24,21.6,12
34.2274,-117.8904,307.2,"N","2020-09-17",618,"N",0,"2020-09-17 06:18:00","Duarte","California",21921,1,19.9,2.2,14
43.2667,-123.0031,319.3,"D","2020-09-14",1926,"D",0,"2020-09-14 19:26:00","Glide","Oregon",1481,1,29.6,14.1,15
30.2821,-95.6506,323.6,"D","2020-12-08",1944,"D",0,"2020-12-08 19:44:00","Pinehurst","Texas",4008,1,16.5,5.8,62
33.7071,-117.7229,339.9,"D","2020-10-26",2142,"D",2,"2020-10-26 21:42:00","Irvine","California",308160,1,20.2,22.5,4
34.2323,-94.185,322.3,"D","2020-09-14",1926,"D",0,"2020-09-14 19:26:00","Grannis","Arkansas",507,1,28.4,12.5,60
42.1235,-93.2194,312.9,"D","2020-04-21",1621,"D",0,"2020-04-21 16:21:00","St. Anthony","Iowa",93,1,12.6,14,38
37.2199,-113.5846,368.1,"D","2020-07-14",2054,"D",0,"2020-07-14 20:54:00","Ivins","Utah",9524,1,35.2,20.2,8
40.2337,-123.2993,331.4,"D","2020-09-30",2107,"D",0,"2020-09-30 21:07:00","Ruth","California",165,1,32.3,9.3,14
34.7445,-96.2225,321.1,"N","2020-05-03",445,"N",0,"2020-05-03 04:45:00","Gerty","Oklahoma",82,1,21.7,15.9,86
44.7263,-116.6845,327,"N","2020-09-16",538,"N",0,"2020-09-16 05:38:00","Cambridge","Idaho",336,1,12,6.9,20
46.3814,-97.7816,333.3,"D","2020-05-30",1948,"D",0,"2020-05-30 19:48:00","Elliott","North Dakota",29,1,18,6.1,30
31.786,-85.4828,324.5,"D","2020-11-04",1818,"D",0,"2020-11-04 18:18:00","Louisville","Alabama",625,1,14,9,66
40.0671,-123.0906,392.8,"D","2020-09-16",1915,"D",0,"2020-09-16 19:15:00","Covelo","California",1495,1,23.3,12.3,19
32.3919,-91.1406,326.4,"D","2020-08-19",1849,"D",0,"2020-08-19 18:49:00","Richmond","Louisiana",529,1,29.2,14.9,49
44.947,-122.3435,324.1,"D","2020-09-08",2002,"D",0,"2020-09-08 20:02:00","Gates","Oregon",451,1,20.9,26.9,16
40.1626,-122.8855,308.5,"N","2020-09-08",626,"N",0,"2020-09-08 06:26:00","Platina","California",27,1,16.4,8,30
44.7618,-121.8735,440.6,"N","2020-09-08",1037,"N",0,"2020-09-08 10:37:00","Idanha","Oregon",188,1,6.1,35.7,42
27.3002,-81.9174,329.7,"D","2020-03-02",1811,"D",0,"2020-03-02 18:11:00","Limestone","Florida",93,1,23.7,10.5,43
33.9104,-117.6487,325.2,"D","2020-10-27",2047,"D",0,"2020-10-27 20:47:00","Coronita","California",2782,1,25.3,17.8,10
47.297,-98.1316,337.6,"D","2020-11-04",2000,"D",0,"2020-11-04 20:00:00","Hannaford","North Dakota",90,1,16.8,19.2,38
36.3539,-118.6874,319.7,"D","2020-10-04",1903,"D",0,"2020-10-04 19:03:00","Silver City","California",0,1,19.6,10.9,15
41.1772,-123.5298,312.3,"D","2020-08-13",1927,"D",0,"2020-08-13 19:27:00","Weitchpec","California",87,1,28.1,11.3,24
39.4859,-108.6922,322.2,"N","2020-08-22",955,"N",0,"2020-08-22 09:55:00","Loma","Colorado",1365,1,21.5,7.7,18
40.7532,-81.4339,305.7,"D","2020-10-23",1615,"D",2,"2020-10-23 16:15:00","Richville","Ohio",2971,1,23.5,20.5,63
36.3575,-118.4365,302,"N","2020-10-18",950,"N",0,"2020-10-18 09:50:00","Silver City","California",0,1,4.6,6.5,40
45.1673,-122.0911,338.3,"D","2020-09-09",1907,"D",0,"2020-09-09 19:07:00","Rhododendron","Oregon",205,1,26.3,21.1,16
39.4961,-122.8627,358.8,"N","2020-09-03",607,"N",0,"2020-09-03 06:07:00","Potter Valley","California",611,1,19.9,3.4,61
39.623,-122.8314,341.6,"D","2020-08-30",2150,"D",0,"2020-08-30 21:50:00","Elk Creek","California",52,1,29.9,1.4,19
32.0965,-82.8098,303.7,"D","2020-02-03",1612,"D",0,"2020-02-03 16:12:00","Scotland","Georgia",253,1,21,8.2,48
34.3499,-90.4406,312.7,"D","2020-08-03",1850,"D",0,"2020-08-03 18:50:00","Jonestown","Mississippi",941,1,27.5,12.5,69
33.7192,-85.6991,317.6,"D","2020-11-19",1913,"D",0,"2020-11-19 19:13:00","White Plains","Alabama",895,1,10.8,9.8,44
36.167,-118.3979,311,"N","2020-08-23",625,"N",0,"2020-08-23 06:25:00","Ponderosa","California",64,1,14.9,2.6,53
40.2155,-123.4144,309.3,"N","2020-10-07",1008,"N",0,"2020-10-07 10:08:00","Ruth","California",165,1,10,7.4,39
45.2828,-116.4444,305.7,"N","2020-10-09",954,"N",0,"2020-10-09 09:54:00","Riggins","Idaho",236,1,3.8,7.2,65
41.1489,-86.1018,303.3,"D","2020-03-25",1640,"D",0,"2020-03-25 16:40:00","Talma","Indiana",154,1,14.3,13.9,58
48.671,-99.0836,302.8,"D","2020-10-07",1936,"D",0,"2020-10-07 19:36:00","Egeland","North Dakota",97,1,13.4,17.1,43
39.6272,-123.1558,354.2,"D","2020-09-17",2137,"D",0,"2020-09-17 21:37:00","Covelo","California",1495,1,24.1,12.7,38
29.9992,-82.6558,309.1,"D","2020-01-16",1624,"D",0,"2020-01-16 16:24:00","Fort White","Florida",638,1,23.3,6.8,73
45.8226,-96.2124,362.3,"D","2020-05-18",1740,"D",0,"2020-05-18 17:40:00","Norcross","Minnesota",118,1,22.1,21.1,38
34.0467,-91.7725,314.1,"D","2020-10-07",1932,"D",0,"2020-10-07 19:32:00","Grady","Arkansas",262,1,23.4,6.9,68
36.1099,-97.8176,320.5,"D","2020-06-23",1718,"D",0,"2020-06-23 17:18:00","Hennessey","Oklahoma",2603,1,29.3,16,36
28.6255,-82.5579,334.8,"D","2020-06-15",1631,"D",0,"2020-06-15 16:31:00","North Weeki Wachee","Florida",7967,1,30.1,15.1,45
34.2068,-110.7703,305.8,"D","2020-11-11",1827,"D",0,"2020-11-11 18:27:00","Haigler Creek","Arizona",29,1,8.5,6,34
41.7704,-113.5846,301.1,"N","2020-07-22",448,"N",0,"2020-07-22 04:48:00","Oakley","Idaho",846,1,22.3,10.2,24
43.8908,-103.694,305.8,"D","2020-12-03",1929,"D",0,"2020-12-03 19:29:00","Hill City","South Dakota",699,1,3.3,12.9,46
48.0507,-119.7133,330.5,"D","2020-09-08",1823,"D",0,"2020-09-08 18:23:00","Bridgeport","Washington",2307,1,18.9,4.3,16
31.5769,-84.2419,317.7,"D","2020-03-20",1624,"D",0,"2020-03-20 16:24:00","Albany","Georgia",82612,1,26.9,15.7,56
39.5146,-122.25,302.7,"N","2020-08-20",555,"N",0,"2020-08-20 05:55:00","Willows","California",6239,1,25,13.2,21
39.885,-122.7638,320.3,"N","2020-09-02",525,"N",0,"2020-09-02 05:25:00","Paskenta","California",61,1,21.1,2.3,25
37.4958,-121.5411,325.8,"D","2020-08-19",2030,"D",0,"2020-08-19 20:30:00","Diablo Grande","California",1488,1,33.8,18,16
44.0534,-122.3559,325.6,"N","2020-09-11",657,"N",0,"2020-09-11 06:57:00","Westfir","Oregon",434,1,14.1,2.8,45
46.7841,-120.7208,312.1,"N","2020-09-02",526,"N",0,"2020-09-02 05:26:00","Naches","Washington",895,1,13.7,10.3,71
19.4069,-155.2656,316.5,"N","2020-12-22",1217,"N",1,"2020-12-22 12:17:00","Volcano Golf Course","Hawaii",909,1,14.4,12.3,70
45.9702,-96.5098,332.4,"D","2020-04-26",1817,"D",0,"2020-04-26 18:17:00","White Rock","South Dakota",13,1,18.8,17.3,35
38.8172,-82.9983,319.2,"D","2020-06-08",1622,"D",0,"2020-06-08 16:22:00","Rosemount","Ohio",1995,1,29.3,8,31
41.9081,-123.2022,328.6,"N","2020-09-10",1026,"N",0,"2020-09-10 10:26:00","Happy Camp","California",580,1,9.1,5.1,25
44.8049,-115.4974,400,"D","2020-09-13",2025,"D",0,"2020-09-13 20:25:00","Yellow Pine","Idaho",369,1,23,12.7,14
31.9795,-91.8016,318.4,"D","2020-10-02",1913,"D",0,"2020-10-02 19:13:00","Wisner","Louisiana",1020,1,19.9,7.9,54
37.4005,-98.9968,337.4,"D","2020-03-29",1934,"D",0,"2020-03-29 19:34:00","Sun City","Kansas",38,1,17.8,11.2,29
37.4911,-121.468,338.3,"N","2020-08-18",607,"N",0,"2020-08-18 06:07:00","Diablo Grande","California",1488,1,26.8,10.2,31
40.9476,-106.3168,302.3,"N","2020-10-08",500,"N",0,"2020-10-08 05:00:00","Fox Park","Wyoming",6,1,4.2,7.3,27
37.3726,-119.0357,307.3,"N","2020-10-20",938,"N",0,"2020-10-20 09:38:00","Big Creek","California",83,1,3,6.8,65
25.5527,-80.8727,332.3,"D","2020-05-28",1816,"D",0,"2020-05-28 18:16:00","Florida City","Florida",12791,1,29.6,9.5,67
34.3045,-110.95,302.3,"D","2020-12-08",2123,"D",0,"2020-12-08 21:23:00","Christopher Creek","Arizona",83,1,11.6,4.3,23
30.4707,-95.2945,371.7,"D","2020-08-10",1720,"D",0,"2020-08-10 17:20:00","Cut and Shoot","Texas",850,1,34.4,13,45
40.5514,-105.8094,351.2,"D","2020-09-07",1742,"D",0,"2020-09-07 17:42:00","Estes Park","Colorado",5879,1,17.9,21,17
33.5853,-110.3966,309.6,"N","2020-08-11",559,"N",0,"2020-08-11 05:59:00","San Carlos","Arizona",4769,1,19.9,5,36
36.4198,-118.4315,321.8,"D","2020-09-12",2118,"D",0,"2020-09-12 21:18:00","Silver City","California",0,1,21.3,14.6,9
40.1368,-122.8942,416.5,"D","2020-09-08",2144,"D",0,"2020-09-08 21:44:00","Platina","California",27,1,26.6,12,7
40.6912,-105.6677,450.6,"D","2020-09-07",1742,"D",0,"2020-09-07 17:42:00","Red Feather Lakes","Colorado",347,1,24.4,17,10
47.3893,-97.8724,310.8,"D","2020-05-19",1823,"D",0,"2020-05-19 18:23:00","Hope","North Dakota",321,1,21.7,23.5,48
38.8738,-97.939,351.5,"D","2020-04-15",2017,"D",0,"2020-04-15 20:17:00","Brookville","Kansas",205,1,14.2,10.5,29
39.5805,-122.2287,336.6,"D","2020-02-12",2101,"D",0,"2020-02-12 21:01:00","Artois","California",232,1,20.8,15.5,28
40.1848,-106.1122,328,"N","2020-10-22",512,"N",0,"2020-10-22 05:12:00","Hot Sulphur Springs","Colorado",977,1,1.4,6.5,36
36.4244,-92.1309,305.6,"D","2020-04-18",1909,"D",0,"2020-04-18 19:09:00","Henderson","Arkansas",494,1,15,8.4,47
40.0217,-123.2516,392.5,"N","2020-09-28",601,"N",0,"2020-09-28 06:01:00","Covelo","California",1495,1,19.6,16.2,20
43.2887,-122.9894,338.9,"D","2020-09-09",1908,"D",0,"2020-09-09 19:08:00","Glide","Oregon",1481,1,33.9,9.7,6
40.0138,-79.6338,311.8,"D","2020-10-21",1628,"D",0,"2020-10-21 16:28:00","Vanderbilt","Pennsylvania",323,1,23.7,11.7,57
41.1463,-106.121,395.3,"D","2020-09-26",1953,"D",0,"2020-09-26 19:53:00","Albany","Wyoming",17,1,14.5,30.7,28
41.1264,-106.115,448.9,"D","2020-09-26",1953,"D",0,"2020-09-26 19:53:00","Fox Park","Wyoming",6,1,14.9,30.7,28
40.177,-123.0932,312.8,"N","2020-09-06",1051,"N",0,"2020-09-06 10:51:00","Ruth","California",165,1,24.9,10.3,30
30.3481,-92.7495,352.8,"D","2020-04-26",1956,"D",0,"2020-04-26 19:56:00","Roanoke","Louisiana",724,1,26.3,15.3,28
30.5028,-84.8961,318.7,"D","2020-10-15",1707,"D",0,"2020-10-15 17:07:00","Bristol","Florida",1249,1,28,9.2,57
37.5048,-77.6034,315.9,"D","2020-08-18",1628,"D",2,"2020-08-18 16:28:00","Bon Air","Virginia",17302,1,29.5,7,44
36.6055,-114.0936,394.9,"D","2020-09-22",2017,"D",0,"2020-09-22 20:17:00","Bunkerville","Nevada",1119,1,24.8,11.5,14
34.3084,-117.9296,312.8,"N","2020-09-09",945,"N",0,"2020-09-09 09:45:00","Duarte","California",21921,1,13.2,16.6,23
40.0741,-122.6515,316.1,"N","2020-08-22",543,"N",0,"2020-08-22 05:43:00","Rancho Tehama Reserve","California",1102,1,24.3,1.6,45
66.6689,-144.6659,305,"D","2020-06-14",2228,"D",0,"2020-06-14 22:28:00","Fort Yukon","Alaska",583,1,22.5,7.7,43
35.8653,-91.9246,316.4,"D","2020-12-10",1933,"D",0,"2020-12-10 19:33:00","Pleasant Grove","Arkansas",255,1,13.8,12.2,66
40.0444,-98.0643,333,"D","2020-04-06",2023,"D",0,"2020-04-06 20:23:00","Superior","Nebraska",1833,1,24.5,17.1,39
40.1139,-123.0566,312.6,"N","2020-08-20",555,"N",0,"2020-08-20 05:55:00","Platina","California",27,1,10.8,3.2,39
31.3419,-96.4265,310.2,"D","2020-01-07",1944,"D",0,"2020-01-07 19:44:00","Thornton","Texas",449,1,16.2,1.6,22
31.1265,-98.8827,300.9,"D","2020-02-21",1739,"D",0,"2020-02-21 17:39:00","Richland Springs","Texas",189,1,9.6,7.3,47
42.0421,-123.5356,418.1,"N","2020-09-09",943,"N",0,"2020-09-09 09:43:00","Takilma","Oregon",665,1,14.2,3.9,18
47.2967,-116.3437,310.1,"D","2020-10-30",1937,"D",0,"2020-10-30 19:37:00","St. Maries","Idaho",3032,1,9.3,19.7,65
35.4491,-118.5064,309.8,"N","2020-08-05",637,"N",0,"2020-08-05 06:37:00","Bodfish","California",2191,1,15.9,5.4,46
46.6948,-98.7152,333.7,"D","2020-11-05",1905,"D",0,"2020-11-05 19:05:00","Montpelier","North Dakota",101,1,17.9,23.3,38
34.2599,-118.0867,305.8,"N","2020-09-26",612,"N",0,"2020-09-26 06:12:00","Altadena","California",41921,1,14.9,1.8,44
40.6163,-105.559,342.4,"D","2020-09-07",1923,"D",0,"2020-09-07 19:23:00","Red Feather Lakes","Colorado",347,1,23,15.8,11
37.4767,-121.6641,397.5,"N","2020-08-20",554,"N",0,"2020-08-20 05:54:00","East Foothills","California",8630,1,22.7,5.9,19
31.6385,-101.6482,321.7,"N","2020-08-19",509,"N",0,"2020-08-19 05:09:00","Garden City","Texas",131,1,24,6.5,55
36.4658,-118.3939,303.9,"N","2020-09-24",625,"N",0,"2020-09-24 06:25:00","Silver City","California",0,1,10.9,3.3,32
48.8504,-119.4048,311.1,"D","2020-04-13",2033,"D",0,"2020-04-13 20:33:00","Oroville","Washington",1686,1,15,1.9,18
34.007,-116.8303,383.7,"N","2020-08-02",605,"N",0,"2020-08-02 06:05:00","Banning","California",30680,1,21.7,6.8,4
43.0297,-71.1587,306.9,"D","2020-05-20",1550,"D",0,"2020-05-20 15:50:00","South Hooksett","New Hampshire",5806,1,18.2,8.2,37
40.0432,-122.9132,311.5,"D","2020-09-24",2003,"D",0,"2020-09-24 20:03:00","Platina","California",27,1,15.1,10.4,38
36.9283,-89.6214,322.8,"D","2020-07-20",1659,"D",0,"2020-07-20 16:59:00","Sikeston","Missouri",16231,1,29.5,6.2,73
39.6104,-122.1055,329.9,"D","2020-03-11",2125,"D",0,"2020-03-11 21:25:00","Artois","California",232,1,23.5,1.4,33
37.2749,-121.3603,336.7,"D","2020-08-19",2030,"D",0,"2020-08-19 20:30:00","Diablo Grande","California",1488,1,39,15.4,12
39.9393,-123.0644,312.9,"D","2020-09-20",1850,"D",0,"2020-09-20 18:50:00","Covelo","California",1495,1,23.8,10.5,17
39.513,-123.0803,334.3,"D","2020-09-22",1838,"D",0,"2020-09-22 18:38:00","Potter Valley","California",611,1,20,8,15
47.1956,-122.1885,344.4,"N","2020-09-08",1037,"N",0,"2020-09-08 10:37:00","Bonney Lake","Washington",22776,1,16,19.1,25
31.6545,-84.3928,329.3,"D","2020-03-28",1849,"D",0,"2020-03-28 18:49:00","Sasser","Georgia",267,1,28.9,16.3,47
37.4367,-121.6681,312.6,"N","2020-08-19",650,"N",0,"2020-08-19 06:50:00","East Foothills","California",8630,1,26.6,9.2,12
44.7101,-121.9052,307.4,"N","2020-09-10",615,"N",0,"2020-09-10 06:15:00","Idanha","Oregon",188,1,13.9,13.8,23
40.0265,-123.0067,321.5,"N","2020-09-11",656,"N",0,"2020-09-11 06:56:00","Covelo","California",1495,1,10.1,5.1,52
39.1126,-82.9936,302.6,"D","2020-04-15",1838,"D",0,"2020-04-15 18:38:00","Waverly","Ohio",4153,1,6.6,18.6,66
47.5954,-118.6585,341.8,"N","2020-09-08",450,"N",0,"2020-09-08 04:50:00","Wilbur","Washington",922,1,11.6,24,30
29.9945,-91.0811,311.5,"D","2020-10-22",1848,"D",0,"2020-10-22 18:48:00","Paincourtville","Louisiana",1455,1,24,5.4,92
