"wildfire","datetime","brightness","longitude","latitude","datetime_utc","sza","computed_daynight_sza","nearest_city","state","nearest_city_population","AQI","temp_C","elevation"
0,"2020-11-01 16:09:21.51462",0,123.593405785978,-31.3898530509237,2020-11-01 05:09:21.51462,28.3790724803295,"N",NA,NA,NA,262.435294117647,26,160.026733398438
0,"2020-12-27 06:13:18.810594",0,126.404072133791,-21.5918601475913,2020-12-26 19:13:18.810594,110.558313659234,"D",NA,NA,NA,262.442424242424,28.4,435.90869140625
0,"2020-02-15 11:28:58.389562",0,136.537373780744,-18.8203193573565,2020-02-15 00:28:58.389562,38.7239676696,"N",NA,NA,NA,234.657894736842,32.2,48.4394340515137
0,"2020-09-13 02:17:56.107337",0,148.583410232561,-27.5087332016181,2020-09-12 16:17:56.107337,140.023089724457,"D",NA,NA,NA,255.671052631579,26.2,23.2659206390381
0,"2020-07-03 11:35:02.487031",0,135.858531868014,-30.9282728125975,2020-07-03 01:35:02.487031,57.7175263719935,"N","Roxby Downs","South Australia",3671,207.874285714286,9.1,102.261215209961
0,"2020-07-11 05:13:15.420532",0,131.329600019006,-28.6111207785657,2020-07-10 19:13:15.420532,127.55254267083,"D",NA,NA,NA,195.875730994152,13.3,109.165954589844
0,"2020-06-28 08:32:13.236599",0,136.014841763717,-18.213882500991,2020-06-27 22:32:13.236599,77.3244312785022,"N",NA,NA,NA,208.694117647059,18.4,316.547058105469
0,"2020-12-01 21:28:49.88258",0,116.200541334135,-21.0399059979608,2020-12-01 10:28:49.88258,87.5395806798857,"D",NA,NA,NA,252.780555555556,30.4,93.5204849243164
0,"2020-06-11 04:07:31.714924",0,141.648338780032,-30.1835197872162,2020-06-10 18:07:31.714924,132.049027826965,"D",NA,NA,NA,255.067567567568,15.2,98.8645324707031
0,"2020-07-22 13:54:53.030483",0,114.770753712057,-24.1203557633465,2020-07-22 03:54:53.030483,45.1034130586811,"N",NA,NA,NA,199.52030075188,17.5,652.724243164062
0,"2020-07-20 20:07:06.815499",0,134.921582806306,-20.805038564332,2020-07-20 10:07:06.815499,110.558309098624,"D",NA,NA,NA,196.638888888889,14.3,160.026733398438
0,"2020-04-16 11:03:31.602481",0,145.141069309318,-23.0168326185366,2020-04-16 01:03:31.602481,38.0248966223123,"N",NA,NA,NA,208.010810810811,21.5,435.90869140625
0,"2020-08-18 10:19:40.789248",0,130.526291913354,-22.7657179967575,2020-08-18 00:19:40.789248,57.3350946241103,"N",NA,NA,NA,194.398891966759,17,48.4394340515137
0,"2020-10-23 18:19:54.718311",0,134.936139676009,-32.1169025634686,2020-10-23 07:19:54.718311,65.9657058093224,"N",NA,NA,NA,263.251515151515,12.5,23.2659206390381
0,"2020-05-21 06:35:44.323059",0,135.457943210728,-25.8874833436489,2020-05-20 20:35:44.323059,102.831266542344,"D",NA,NA,NA,257.434210526316,16.2,102.261215209961
0,"2020-09-11 02:04:47.577511",0,149.903375175216,-24.0461601691148,2020-09-10 16:04:47.577511,143.844215630105,"D","Gladstone","Queensland",34703,224.172972972973,19.9,109.165954589844
