"wildfire","brightness","type","datetime","longitude","latitude","sza","computed_daynight_sza","nearest_city","nearest_city_population","state","datetime.1","hour_utc","datetime_utc","lat_bin","lon_bin","elevation","temp_C","AQI"
1,321.5,0,"2020-07-20 05:13:00",131.383,-11.5258,123.875480398971,"D","Palmerston",33695,"Northern Territory","2020-07-20 05:00:00","2020-07-19 19:13:00","2020-07-19 19:00:00",-11.5,131.4,56.146915435791,24.4,197.061403508772
1,326.9,0,"2020-09-07 04:17:00",131.2131,-14.0805,134.327704629529,"D","Palmerston",33695,"Northern Territory","2020-09-07 04:00:00","2020-09-06 18:17:00","2020-09-06 18:00:00",-14.1,131.2,46.9271469116211,35.8,196.347645429363
1,317.7,0,"2020-03-31 04:11:00",143.3172,-36.431,131.129449776923,"D","Saint Arnaud",2126,"Victoria","2020-03-31 04:00:00","2020-03-30 17:11:00","2020-03-30 17:00:00",-36.4,143.3,155.097640991211,19.5,212.659459459459
1,303.5,0,"2020-05-18 04:11:00",149.3906,-33.7968,122.835410272968,"D","Blayney",2997,"New South Wales","2020-05-18 04:00:00","2020-05-17 18:11:00","2020-05-17 18:00:00",-33.8,149.4,801.376403808594,10.4,259.361538461538
1,340.7,0,"2020-01-04 04:04:00",149.9159,-35.7069,107.757639273211,"D","Surfside",1371,"New South Wales","2020-01-04 04:00:00","2020-01-03 17:04:00","2020-01-03 17:00:00",-35.7,149.9,285.187622070312,23.9,255.231428571429
1,323.6,0,"2020-05-14 04:42:00",133.3589,-12.246,127.126056818483,"D",NA,NA,NA,"2020-05-14 04:00:00","2020-05-13 18:42:00","2020-05-13 18:00:00",-12.2,133.4,73.9013214111328,27.5,262.697368421053
1,365.5,0,"2020-04-10 04:47:00",143.5205,-37.9955,114.624628224199,"D","Colac",9048,"Victoria","2020-04-10 04:00:00","2020-04-09 18:47:00","2020-04-09 18:00:00",-38,143.5,158.919998168945,17.4,212.556756756757
1,337.8,0,"2020-01-10 23:55:00",149.8518,-37.2613,118.233993046857,"D","Eden",3151,"New South Wales","2020-01-10 23:00:00","2020-01-10 12:55:00","2020-01-10 12:00:00",-37.3,149.9,84.8981781005859,13.9,261.497222222222
1,343.3,0,"2020-11-13 04:47:00",134.4496,-14.977,124.798238531779,"D",NA,NA,NA,"2020-11-13 04:00:00","2020-11-12 17:47:00","2020-11-12 17:00:00",-15,134.4,29.0941390991211,36.3,252.561111111111
1,330.1,0,"2020-04-29 00:58:00",143.9546,-16.1319,171.167187012509,"D","Mareeba",8585,"Queensland","2020-04-29","2020-04-28 14:58:00","2020-04-28 14:00:00",-16.1,144,233.934967041016,33,295.67027027027
1,367.3,0,"2020-01-13 03:58:00",149.9369,-37.1628,108.933136554837,"D","Eden",3151,"New South Wales","2020-01-13 03:00:00","2020-01-12 16:58:00","2020-01-12 16:00:00",-37.2,149.9,107.265647888184,19.8,263.705555555556
1,342.1,0,"2020-01-02 04:20:00",146.6698,-24.6151,114.919641741046,"D",NA,NA,NA,"2020-01-02 04:00:00","2020-01-01 17:20:00","2020-01-01 17:00:00",-24.6,146.7,616.752807617188,31.2,239.491666666667
1,411.8,0,"2020-01-01 00:57:00",141.3367,-35.7698,120.320309982121,"D","Horsham",15134,"Victoria","2020-01-01","2019-12-31 13:57:00","2019-12-31 13:00:00",-35.8,141.3,114.535255432129,29.4,251.211428571429
1,321.5,0,"2020-01-15 03:50:00",148.6303,-20.2344,123.720617759668,"D","Cannonvale",5716,"Queensland","2020-01-15 03:00:00","2020-01-14 16:50:00","2020-01-14 16:00:00",-20.2,148.6,74.2939300537109,25.8,352.177297297297
1,322.8,2,"2020-09-08 00:32:00",141.6407,-12.9488,172.930447232225,"D",NA,NA,NA,"2020-09-08","2020-09-07 14:32:00","2020-09-07 14:00:00",-12.9,141.6,36.722843170166,33.6,206.408108108108
1,321.5,0,"2020-06-10 04:23:00",143.0695,-14.0224,123.812943674403,"D",NA,NA,NA,"2020-06-10 04:00:00","2020-06-09 18:23:00","2020-06-09 18:00:00",-14,143.1,178.860870361328,23.8,264.459459459459
1,360.2,0,"2020-12-11 06:46:00",115.1135,-29.8558,106.480372395984,"D","Drummond Cove",1477,"Western Australia","2020-12-11 06:00:00","2020-12-10 19:46:00","2020-12-10 19:00:00",-29.9,115.1,84.370491027832,26.8,254.388235294118
1,339.4,0,"2020-01-11 04:10:00",149.4029,-36.1652,107.978551752539,"D","Narooma",2605,"New South Wales","2020-01-11 04:00:00","2020-01-10 17:10:00","2020-01-10 17:00:00",-36.2,149.4,795.757141113281,13.1,261.213513513514
1,319.8,0,"2020-10-08 03:31:00",151.196,-23.7087,129.657201865275,"D","Gladstone",34703,"Queensland","2020-10-08 03:00:00","2020-10-07 16:31:00","2020-10-07 16:00:00",-23.7,151.2,24.4083499908447,20.5,218.885714285714
1,326.7,0,"2020-01-31 03:46:00",149.374,-37.3444,114.588002902307,"D","Eden",3151,"New South Wales","2020-01-31 03:00:00","2020-01-30 16:46:00","2020-01-30 16:00:00",-37.3,149.4,317.570648193359,29.5,250.883783783784
1,357.5,0,"2020-09-09 05:38:00",120.7533,-33.2609,121.357443743782,"D","Esperance",2080,"Western Australia","2020-09-09 05:00:00","2020-09-08 19:38:00","2020-09-08 19:00:00",-33.3,120.8,305.164733886719,21.1,223.844444444444
1,336.9,0,"2020-05-11 04:10:00",141.7535,-15.4139,127.398990398975,"D",NA,NA,NA,"2020-05-11 04:00:00","2020-05-10 18:10:00","2020-05-10 18:00:00",-15.4,141.8,9.43812274932861,30.7,251.615789473684
1,343.5,0,"2020-07-21 01:28:00",141.7211,-14.1785,166.899477656126,"D",NA,NA,NA,"2020-07-21 01:00:00","2020-07-20 15:28:00","2020-07-20 15:00:00",-14.2,141.7,6.60223913192749,32,197.122807017544
1,309,0,"2020-03-14 16:04:00",138.1025,-16.6411,34.1842955375313,"N",NA,NA,NA,"2020-03-14 16:00:00","2020-03-14 05:04:00","2020-03-14 05:00:00",-16.6,138.1,9.65688896179199,24.1,264.294444444444
1,324.7,0,"2020-11-20 06:28:00",115.3377,-30.4657,110.03168457219,"D",NA,NA,NA,"2020-11-20 06:00:00","2020-11-19 19:28:00","2020-11-19 19:00:00",-30.5,115.3,147.03254699707,18.5,233.577142857143
1,363.4,0,"2020-12-13 06:34:00",114.9699,-29.7271,108.670132693753,"D","Drummond Cove",1477,"Western Australia","2020-12-13 06:00:00","2020-12-12 19:34:00","2020-12-12 19:00:00",-29.7,115,13,19.2,246.211111111111
1,343,0,"2020-01-03 23:49:00",149.9823,-35.8019,118.645246770208,"D","Batehaven",1776,"New South Wales","2020-01-03 23:00:00","2020-01-03 12:49:00","2020-01-03 12:00:00",-35.8,150,163.339736938477,18.9,252.345714285714
1,333.5,0,"2020-01-09 04:21:00",148.0083,-41.7379,102.871948398908,"D","Evandale",1058,"Tasmania","2020-01-09 04:00:00","2020-01-08 17:21:00","2020-01-08 17:00:00",-41.7,148,659.402770996094,16.6,247.288888888889
1,344.7,0,"2020-01-04 13:29:00",147.8266,-36.3669,13.9468849125104,"N","Jindabyne",2233,"New South Wales","2020-01-04 13:00:00","2020-01-04 02:29:00","2020-01-04 02:00:00",-36.4,147.8,459.203094482422,20.2,235.845945945946
1,368.5,0,"2020-01-03 23:49:00",149.8732,-35.6671,118.741633588769,"D","Surfside",1371,"New South Wales","2020-01-03 23:00:00","2020-01-03 12:49:00","2020-01-03 12:00:00",-35.7,149.9,267.323547363281,19.1,252.345714285714
1,305.7,0,"2020-09-23 04:12:00",152.1699,-30.2533,109.84578341245,"D","Armidale",21312,"New South Wales","2020-09-23 04:00:00","2020-09-22 18:12:00","2020-09-22 18:00:00",-30.3,152.2,1147.30078125,12.2,60.6288156288156
1,313.1,0,"2020-01-02 13:41:00",147.5018,-35.9007,14.162577360891,"N","Albury",4804,"New South Wales","2020-01-02 13:00:00","2020-01-02 02:41:00","2020-01-02 02:00:00",-35.9,147.5,601.724853515625,15.1,249.825
1,325.1,0,"2020-04-17 06:33:00",117.2476,-34.536,116.039894617438,"D",NA,NA,NA,"2020-04-17 06:00:00","2020-04-16 20:33:00","2020-04-16 20:00:00",-34.5,117.2,262.304534912109,15.4,199.931721194879
1,326.5,0,"2020-05-12 04:54:00",130.2056,-13.6294,127.573559016699,"D","Darwin",139902,"Northern Territory","2020-05-12 04:00:00","2020-05-11 18:54:00","2020-05-11 18:00:00",-13.6,130.2,8.57374477386475,28.3,252.63947368421
1,330.5,0,"2020-03-27 04:35:00",143.6097,-37.8845,125.149092566689,"D","Buninyong",3714,"Victoria","2020-03-27 04:00:00","2020-03-26 17:35:00","2020-03-26 17:00:00",-37.9,143.6,182.387390136719,20.1,254.041176470588
1,324.7,0,"2020-11-21 03:58:00",142.2895,-14.1775,127.827721781978,"D",NA,NA,NA,"2020-11-21 03:00:00","2020-11-20 16:58:00","2020-11-20 16:00:00",-14.2,142.3,70.5847091674805,30.5,259.9
1,323.3,0,"2020-02-20 03:24:00",151.1617,-25.7871,130.49692658072,"D","Kingaroy",10020,"Queensland","2020-02-20 03:00:00","2020-02-19 16:24:00","2020-02-19 16:00:00",-25.8,151.2,296.3583984375,30.9,263.665789473684
1,328.9,0,"2020-04-22 05:18:00",127.5235,-16.1796,124.513732179209,"D",NA,NA,NA,"2020-04-22 05:00:00","2020-04-21 19:18:00","2020-04-21 19:00:00",-16.2,127.5,532.936950683594,34.5,195.368421052632
1,313.4,0,"2020-06-03 05:55:00",125.9227,-16.6347,118.869592061121,"D",NA,NA,NA,"2020-06-03 05:00:00","2020-06-02 19:55:00","2020-06-02 19:00:00",-16.6,125.9,491.886413574219,22.2,252.347368421053
1,304,0,"2020-05-02 16:48:00",123.8198,-20.107,57.8405823184227,"N",NA,NA,NA,"2020-05-02 16:00:00","2020-05-02 06:48:00","2020-05-02 06:00:00",-20.1,123.8,238.307922363281,20.3,273.232432432432
1,338.1,0,"2020-11-05 03:56:00",145.8126,-20.0453,124.156594020798,"D","Charters Towers",8040,"Queensland","2020-11-05 03:00:00","2020-11-04 16:56:00","2020-11-04 16:00:00",-20,145.8,347.084838867188,31.2,230.185714285714
1,314,0,"2020-01-24 01:00:00",150.1806,-24.09,136.25912906773,"D","Gladstone",34703,"Queensland","2020-01-24 01:00:00","2020-01-23 14:00:00","2020-01-23 14:00:00",-24.1,150.2,107,29.4,245.768571428571
1,350.8,0,"2020-07-04 05:13:00",132.8519,-12.6433,122.412326966077,"D",NA,NA,NA,"2020-07-04 05:00:00","2020-07-03 19:13:00","2020-07-03 19:00:00",-12.6,132.9,21.9480895996094,30.1,197.881578947368
1,303.2,0,"2020-06-09 02:35:00",115.8714,-32.4177,169.60708200401,"D","Mandurah",90306,"Western Australia","2020-06-09 02:00:00","2020-06-08 16:35:00","2020-06-08 16:00:00",-32.4,115.9,19.0557327270508,21.8,208.036111111111
1,334.8,0,"2020-11-04 00:27:00",137.351,-16.2285,144.404915788706,"D",NA,NA,NA,"2020-11-04","2020-11-03 13:27:00","2020-11-03 13:00:00",-16.2,137.4,10.8342056274414,32.7,239.564705882353
1,326.6,0,"2020-05-10 05:06:00",127.5445,-16.6071,127.786630480881,"D",NA,NA,NA,"2020-05-10 05:00:00","2020-05-09 19:06:00","2020-05-09 19:00:00",-16.6,127.5,555.893798828125,30,257.372972972973
1,309.5,0,"2020-04-29 14:45:00",116.3131,-32.893,48.0150328922336,"N","Mandurah",90306,"Western Australia","2020-04-29 14:00:00","2020-04-29 04:45:00","2020-04-29 04:00:00",-32.9,116.3,248.947647094727,10.5,285.216666666667
1,337.9,0,"2020-04-24 05:06:00",126.0434,-15.2942,128.783878726354,"D",NA,NA,NA,"2020-04-24 05:00:00","2020-04-23 19:06:00","2020-04-23 19:00:00",-15.3,126,382.376007080078,33.5,199.205128205128
1,321.4,0,"2020-04-26 00:29:00",148.6498,-22.8385,168.795895272013,"D",NA,NA,NA,"2020-04-26","2020-04-25 14:29:00","2020-04-25 14:00:00",-22.8,148.6,168.015197753906,29,206.320512820513
1,345.4,0,"2020-07-04 05:13:00",132.8705,-12.6523,122.398164279766,"D",NA,NA,NA,"2020-07-04 05:00:00","2020-07-03 19:13:00","2020-07-03 19:00:00",-12.7,132.9,15.9235162734985,29.7,197.881578947368
1,309.2,0,"2020-05-26 03:24:00",152.9035,-27.4253,130.250171044195,"D","Brisbane",2360241,"Queensland","2020-05-26 03:00:00","2020-05-25 17:24:00","2020-05-25 17:00:00",-27.4,152.9,118.521194458008,18.8,258.2
1,317.6,3,"2020-11-02 00:39:00",144.2278,-14.2114,150.380069990943,"D",NA,NA,NA,"2020-11-02","2020-11-01 13:39:00","2020-11-01 13:00:00",-14.2,144.2,151.523681640625,30.2,259.723529411765
1,335.9,0,"2020-11-10 05:51:00",128.567,-28.8903,109.624493713971,"D",NA,NA,NA,"2020-11-10 05:00:00","2020-11-09 18:51:00","2020-11-09 18:00:00",-28.9,128.6,304.331695556641,25.2,255.647222222222
1,359.3,0,"2020-10-21 04:42:00",134.93,-12.409,130.533016313725,"D",NA,NA,NA,"2020-10-21 04:00:00","2020-10-20 17:42:00","2020-10-20 17:00:00",-12.4,134.9,66.0355606079102,28.2,241.375
1,318.7,0,"2020-11-21 13:23:00",141.9627,-14.5286,5.48824367943259,"N",NA,NA,NA,"2020-11-21 13:00:00","2020-11-21 02:23:00","2020-11-21 02:00:00",-14.5,142,38.3194351196289,27.8,243.457142857143
1,317.4,0,"2020-01-02 13:41:00",149.8936,-36.577,15.7010464730203,"N","Tathra",1523,"New South Wales","2020-01-02 13:00:00","2020-01-02 02:41:00","2020-01-02 02:00:00",-36.6,149.9,244.546188354492,14.9,249.825
1,388.8,0,"2020-06-18 05:12:00",131.4849,-13.5003,123.429374181702,"D","Palmerston",33695,"Northern Territory","2020-06-18 05:00:00","2020-06-17 19:12:00","2020-06-17 19:00:00",-13.5,131.5,124.418045043945,30.1,260.02972972973
1,313.9,0,"2020-01-02 00:02:00",146.9762,-37.0094,117.472596803959,"D","Mansfield",3999,"Victoria","2020-01-02","2020-01-01 13:02:00","2020-01-01 13:00:00",-37,147,937.518615722656,29.4,248.837142857143
1,372,0,"2020-05-25 04:17:00",142.4106,-36.0194,128.151664365097,"D","Horsham",15134,"Victoria","2020-05-25 04:00:00","2020-05-24 18:17:00","2020-05-24 18:00:00",-36,142.4,93.5315170288086,13.4,255.592105263158
1,318.2,0,"2020-05-12 04:54:00",133.9591,-13.5438,123.99486455367,"D",NA,NA,NA,"2020-05-12 04:00:00","2020-05-11 18:54:00","2020-05-11 18:00:00",-13.5,134,224.652893066406,28.8,252.63947368421
1,321.6,0,"2020-04-03 06:22:00",117.0038,-32.1481,128.943605811086,"D","Perth",3472,"Western Australia","2020-04-03 06:00:00","2020-04-02 19:22:00","2020-04-02 19:00:00",-32.1,117,265.134155273438,18.4,246.161111111111
1,341.2,0,"2020-01-01 03:35:00",151.403,-32.0357,113.271352905248,"D","Scone",5013,"New South Wales","2020-01-01 03:00:00","2019-12-31 16:35:00","2019-12-31 16:00:00",-32,151.4,1488.12390136719,21,247.066666666667
1,330.5,0,"2020-08-29 01:34:00",130.0397,-13.5596,174.929314210113,"D","Darwin",139902,"Northern Territory","2020-08-29 01:00:00","2020-08-28 15:34:00","2020-08-28 15:00:00",-13.6,130,5.01586294174194,33.8,201.167567567568
1,313.4,0,"2020-01-13 15:01:00",149.384,-37.3109,28.3950286384473,"N","Eden",3151,"New South Wales","2020-01-13 15:00:00","2020-01-13 04:01:00","2020-01-13 04:00:00",-37.3,149.4,241.746551513672,16.7,323.92
1,317.2,0,"2020-05-11 01:22:00",133.7115,-12.5276,172.891312836802,"D",NA,NA,NA,"2020-05-11 01:00:00","2020-05-10 15:22:00","2020-05-10 15:00:00",-12.5,133.7,253.479019165039,32.8,271.745945945946
1,303.6,0,"2020-04-15 12:54:00",150.7374,-30.1042,42.1165279546067,"N","Inverell",9654,"New South Wales","2020-04-15 12:00:00","2020-04-15 02:54:00","2020-04-15 02:00:00",-30.1,150.7,540.287475585938,11.5,198.753911806543
1,352.9,0,"2020-01-11 04:10:00",149.5032,-37.2484,107.136626787915,"D","Eden",3151,"New South Wales","2020-01-11 04:00:00","2020-01-10 17:10:00","2020-01-10 17:00:00",-37.2,149.5,431.041229248047,13.1,261.213513513514
1,415.9,0,"2020-02-01 00:14:00",149.0932,-35.8828,124.510199458338,"D","Canberra",381488,"Australian Capital Territory","2020-02-01","2020-01-31 13:14:00","2020-01-31 13:00:00",-35.9,149.1,883.0009765625,35.4,241.675
1,318.4,0,"2020-03-19 01:06:00",145.4659,-24.3151,154.431956568735,"D",NA,NA,NA,"2020-03-19 01:00:00","2020-03-18 14:06:00","2020-03-18 14:00:00",-24.3,145.5,278,31.1,250.883783783784
1,320,0,"2020-10-27 04:00:00",151.1941,-30.2836,115.48906110065,"D","Armidale",21312,"New South Wales","2020-10-27 04:00:00","2020-10-26 17:00:00","2020-10-26 17:00:00",-30.3,151.2,686.900817871094,17.4,251.148648648649
1,365.1,0,"2020-01-04 04:04:00",149.5124,-37.4082,106.723903956413,"D","Eden",3151,"New South Wales","2020-01-04 04:00:00","2020-01-03 17:04:00","2020-01-03 17:00:00",-37.4,149.5,123.688095092773,18.1,255.231428571429
1,322.5,0,"2020-06-17 04:30:00",134.951,-12.3893,129.458228153376,"D",NA,NA,NA,"2020-06-17 04:00:00","2020-06-16 18:30:00","2020-06-16 18:00:00",-12.4,135,85.2258834838867,27.5,278.334285714286
1,301,0,"2020-01-11 15:13:00",148.1396,-36.4014,29.2699869573352,"N","Jindabyne",2233,"New South Wales","2020-01-11 15:00:00","2020-01-11 04:13:00","2020-01-11 04:00:00",-36.4,148.1,1048.28552246094,9.4,259.780555555556
1,326.8,0,"2020-06-26 01:34:00",131.8818,-13.2175,168.955442850922,"D","Palmerston",33695,"Northern Territory","2020-06-26 01:00:00","2020-06-25 15:34:00","2020-06-25 15:00:00",-13.2,131.9,48.3368797302246,32.9,260.256756756757
1,335.1,0,"2020-11-06 01:56:00",121.8228,-24.9681,138.001926573098,"D",NA,NA,NA,"2020-11-06 01:00:00","2020-11-05 14:56:00","2020-11-05 14:00:00",-25,121.8,528.837524414062,36.5,225.751515151515
1,300.6,0,"2020-04-26 17:28:00",116.3002,-32.3084,65.3856288920311,"N","Perth",3472,"Western Australia","2020-04-26 17:00:00","2020-04-26 07:28:00","2020-04-26 07:00:00",-32.3,116.3,269.822357177734,13.5,205.907894736842
1,343,0,"2020-01-02 04:22:00",137.982,-16.5872,126.008454815035,"D",NA,NA,NA,"2020-01-02 04:00:00","2020-01-01 17:22:00","2020-01-01 17:00:00",-16.6,138,10.2749128341675,32,239.491666666667
1,329.2,0,"2020-10-20 03:59:00",142.8259,-12.5272,133.182665798525,"D",NA,NA,NA,"2020-10-20 03:00:00","2020-10-19 16:59:00","2020-10-19 16:00:00",-12.5,142.8,78.9766693115234,29,228.622222222222
1,336.8,0,"2020-10-02 04:10:00",142.3764,-15.5083,120.17874883558,"D",NA,NA,NA,"2020-10-02 04:00:00","2020-10-01 18:10:00","2020-10-01 18:00:00",-15.5,142.4,35.0674743652344,34,223.579411764706
1,308.3,0,"2020-09-26 23:28:00",152.5914,-25.3429,153.041785498281,"D","Urraween",6969,"Queensland","2020-09-26 23:00:00","2020-09-26 13:28:00","2020-09-26 13:00:00",-25.3,152.6,35.3642196655273,14.4,29.5357142857143
1,342.2,0,"2020-06-29 04:54:00",129.8288,-14.3951,129.909549626117,"D",NA,NA,NA,"2020-06-29 04:00:00","2020-06-28 18:54:00","2020-06-28 18:00:00",-14.4,129.8,10.2076978683472,30.4,192.48891966759
1,317.6,2,"2020-12-16 14:54:00",115.4423,-20.7871,5.33818281141775,"N",NA,NA,NA,"2020-12-16 14:00:00","2020-12-16 03:54:00","2020-12-16 03:00:00",-20.8,115.4,29.7821865081787,26.2,265.918181818182
1,336.8,0,"2020-07-21 01:28:00",141.6571,-14.1862,166.956689314651,"D",NA,NA,NA,"2020-07-21 01:00:00","2020-07-20 15:28:00","2020-07-20 15:00:00",-14.2,141.7,5,32,197.122807017544
1,313.2,0,"2020-08-13 04:19:00",149.6289,-26.3467,120.423622848401,"D",NA,NA,NA,"2020-08-13 04:00:00","2020-08-12 18:19:00","2020-08-12 18:00:00",-26.3,149.6,378.868133544922,18.8,197.376955903272
1,366.2,0,"2020-01-01 12:58:00",147.5585,-37.6299,14.9161988391156,"N","Paynesville",3480,"Victoria","2020-01-01 12:00:00","2020-01-01 01:58:00","2020-01-01 01:00:00",-37.6,147.6,293.608642578125,11.8,248.116666666667
1,353.9,0,"2020-11-11 00:33:00",137.4247,-16.2999,143.142802748938,"D",NA,NA,NA,"2020-11-11","2020-11-10 13:33:00","2020-11-10 13:00:00",-16.3,137.4,31.5268020629883,32.8,252.828571428571
1,317.7,0,"2020-01-01 14:39:00",119.7445,-31.6304,10.2678476753947,"N",NA,NA,NA,"2020-01-01 14:00:00","2020-01-01 03:39:00","2020-01-01 03:00:00",-31.6,119.7,413.167633056641,23.1,252.927777777778
1,306.6,0,"2020-10-04 13:24:00",135.8648,-11.8526,9.25152757549913,"N",NA,NA,NA,"2020-10-04 13:00:00","2020-10-04 02:24:00","2020-10-04 02:00:00",-11.9,135.9,23.6560001373291,26,224.371428571429
1,317.6,0,"2020-06-07 01:03:00",132.9251,-12.5681,169.805300325603,"D",NA,NA,NA,"2020-06-07 01:00:00","2020-06-06 15:03:00","2020-06-06 15:00:00",-12.6,132.9,15.871973991394,33.8,266.076315789474
1,355.6,0,"2020-10-12 06:21:00",116.2822,-32.7907,118.045597395631,"D","Mandurah",90306,"Western Australia","2020-10-12 06:00:00","2020-10-11 19:21:00","2020-10-11 19:00:00",-32.8,116.3,344.816558837891,20.5,205.581081081081
1,319.6,0,"2020-07-15 04:54:00",135.1108,-13.9115,125.448155891132,"D",NA,NA,NA,"2020-07-15 04:00:00","2020-07-14 18:54:00","2020-07-14 18:00:00",-13.9,135.1,69.2984161376953,23.1,196.695906432749
1,332.6,0,"2020-09-25 04:04:00",136.7685,-16.5045,128.092744936412,"D",NA,NA,NA,"2020-09-25 04:00:00","2020-09-24 18:04:00","2020-09-24 18:00:00",-16.5,136.8,53,32.2,45.8214285714286
1,320.3,0,"2020-03-24 05:44:00",118.234,-34.602,131.74567141809,"D",NA,NA,NA,"2020-03-24 05:00:00","2020-03-23 18:44:00","2020-03-23 18:00:00",-34.6,118.2,160.137466430664,20.6,208.878947368421
1,319.6,0,"2020-09-28 17:05:00",128.0443,-15.53,57.2312679620339,"N",NA,NA,NA,"2020-09-28 17:00:00","2020-09-28 07:05:00","2020-09-28 07:00:00",-15.5,128,116.318008422852,28.5,39.0595238095238
1,308.3,0,"2020-05-03 14:25:00",124.8795,-15.8778,33.6491390099486,"N",NA,NA,NA,"2020-05-03 14:00:00","2020-05-03 04:25:00","2020-05-03 04:00:00",-15.9,124.9,222.591598510742,21,277.557894736842
1,320.8,0,"2020-05-12 02:06:00",128.1514,-16.8422,169.979258436026,"D",NA,NA,NA,"2020-05-12 02:00:00","2020-05-11 16:06:00","2020-05-11 16:00:00",-16.8,128.2,317.476959228516,31,262.926315789474
1,305.2,0,"2020-12-05 13:32:00",147.648,-24.8192,7.63152799624646,"N",NA,NA,NA,"2020-12-05 13:00:00","2020-12-05 02:32:00","2020-12-05 02:00:00",-24.8,147.6,714.00830078125,24.8,259.145714285714
1,341.6,0,"2020-02-03 06:00:00",120.4311,-21.0245,124.104319147601,"D",NA,NA,NA,"2020-02-03 06:00:00","2020-02-02 19:00:00","2020-02-02 19:00:00",-21,120.4,236.923446655273,38,245.905405405405
1,311.3,0,"2020-11-04 14:18:00",125.808,-16.7816,1.56164073249862,"N",NA,NA,NA,"2020-11-04 14:00:00","2020-11-04 03:18:00","2020-11-04 03:00:00",-16.8,125.8,419.839630126953,28.4,227.994444444444
1,345.8,0,"2020-01-01 03:34:00",148.218,-35.9401,111.903133269909,"D","Jindabyne",2233,"New South Wales","2020-01-01 03:00:00","2019-12-31 16:34:00","2019-12-31 16:00:00",-35.9,148.2,826.6650390625,22.5,247.066666666667
1,321,0,"2020-10-24 03:33:00",144.8787,-15.4899,134.499631409174,"D","Mareeba",8585,"Queensland","2020-10-24 03:00:00","2020-10-23 16:33:00","2020-10-23 16:00:00",-15.5,144.9,106.875480651855,27.1,250.634285714286
1,342.5,0,"2020-01-04 04:04:00",147.9807,-36.3486,108.330194834654,"D","Jindabyne",2233,"New South Wales","2020-01-04 04:00:00","2020-01-03 17:04:00","2020-01-03 17:00:00",-36.3,148,640.461181640625,25.1,255.231428571429
1,310,0,"2020-01-03 12:46:00",148.3874,-35.9385,14.1007474523412,"N","Jindabyne",2233,"New South Wales","2020-01-03 12:00:00","2020-01-03 01:46:00","2020-01-03 01:00:00",-35.9,148.4,1504.20239257812,20.3,245.941666666667
1,311.9,0,"2020-01-01 12:58:00",148.2577,-37.4459,14.6151561550801,"N","Orbost",2014,"Victoria","2020-01-01 12:00:00","2020-01-01 01:58:00","2020-01-01 01:00:00",-37.4,148.3,316.170867919922,12.1,248.116666666667
1,320,0,"2020-06-02 05:12:00",132.0845,-13.3922,122.089630052279,"D","Palmerston",33695,"Northern Territory","2020-06-02 05:00:00","2020-06-01 19:12:00","2020-06-01 19:00:00",-13.4,132.1,108.222305297852,29,250.294736842105
1,451.2,0,"2020-01-04 04:04:00",147.677,-36.2612,108.557026918861,"D","Albury",4804,"New South Wales","2020-01-04 04:00:00","2020-01-03 17:04:00","2020-01-03 17:00:00",-36.3,147.7,651.323120117188,27.8,255.231428571429
1,340.4,0,"2020-11-23 03:43:00",147.6985,-24.987,119.213870892613,"D",NA,NA,NA,"2020-11-23 03:00:00","2020-11-22 16:43:00","2020-11-22 16:00:00",-25,147.7,734.443542480469,26.5,255.594285714286
1,345.2,0,"2020-08-29 01:34:00",134.4833,-12.2901,172.067543993828,"D",NA,NA,NA,"2020-08-29 01:00:00","2020-08-28 15:34:00","2020-08-28 15:00:00",-12.3,134.5,69.3768844604492,33.8,201.167567567568
1,352.1,0,"2020-01-01 14:38:00",121.912,-32.4942,10.2177330116501,"N","Esperance",2080,"Western Australia","2020-01-01 14:00:00","2020-01-01 03:38:00","2020-01-01 03:00:00",-32.5,121.9,255.498168945312,24.5,252.927777777778
1,314.8,0,"2020-05-26 05:06:00",133.1791,-13.2123,122.151600996341,"D",NA,NA,NA,"2020-05-26 05:00:00","2020-05-25 19:06:00","2020-05-25 19:00:00",-13.2,133.2,296.223419189453,25.6,254.281578947368
1,319.8,0,"2020-07-06 05:00:00",131.1096,-12.362,127.002514498428,"D","Palmerston",33695,"Northern Territory","2020-07-06 05:00:00","2020-07-05 19:00:00","2020-07-05 19:00:00",-12.4,131.1,13.4417886734009,27.4,200.2
1,320.3,0,"2020-04-25 05:49:00",124.8748,-15.9888,119.675200385237,"D",NA,NA,NA,"2020-04-25 05:00:00","2020-04-24 19:49:00","2020-04-24 19:00:00",-16,124.9,171.244583129883,27.6,194.053981106613
1,324.5,0,"2020-01-13 03:58:00",147.7065,-36.5273,110.575792168314,"D","Jindabyne",2233,"New South Wales","2020-01-13 03:00:00","2020-01-12 16:58:00","2020-01-12 16:00:00",-36.5,147.7,916.179809570312,19.9,263.705555555556
1,331.1,0,"2020-06-28 04:10:00",141.9695,-15.438,129.137432897588,"D",NA,NA,NA,"2020-06-28 04:00:00","2020-06-27 18:10:00","2020-06-27 18:00:00",-15.4,142,16.9847965240479,28.6,196.415204678363
1,321.8,0,"2020-07-29 05:06:00",135.1661,-12.8089,122.288115782339,"D",NA,NA,NA,"2020-07-29 05:00:00","2020-07-28 19:06:00","2020-07-28 19:00:00",-12.8,135.2,87.5796432495117,23.7,203.952941176471
