"wildfire","brightness","type","datetime","longitude","latitude","sza","computed_daynight_sza","nearest_city","nearest_city_population","state","datetime.1","hour_utc","datetime_utc","lat_bin","lon_bin","elevation","temp_C","AQI"
1,342.1,0,"2020-10-20 05:36:00",123.149,-17.519,126.93856476112,"D",NA,NA,NA,"2020-10-20 05:00:00","2020-10-19 18:36:00","2020-10-19 18:00:00",-17.5,123.1,67.0346145629883,34.3,224.477777777778
1,334.9,0,"2020-01-04 13:29:00",149.8595,-37.3406,15.3726058803506,"N","Eden",3151,"New South Wales","2020-01-04 13:00:00","2020-01-04 02:29:00","2020-01-04 02:00:00",-37.3,149.9,318.386199951172,14,235.845945945946
1,349.3,0,"2020-01-07 06:15:00",121.9455,-32.6306,107.592353032342,"D","Esperance",2080,"Western Australia","2020-01-07 06:00:00","2020-01-06 19:15:00","2020-01-06 19:00:00",-32.6,121.9,265.004821777344,33.8,242.867567567568
1,336.3,0,"2020-01-08 13:05:00",148.3083,-35.4825,13.2421225685528,"N","Tumut",6230,"New South Wales","2020-01-08 13:00:00","2020-01-08 02:05:00","2020-01-08 02:00:00",-35.5,148.3,989.485412597656,15,250.616666666667
1,376.5,0,"2020-11-04 04:52:00",125.4051,-20.8633,128.507194701366,"D",NA,NA,NA,"2020-11-04 04:00:00","2020-11-03 17:52:00","2020-11-03 17:00:00",-20.9,125.4,346.179809570312,37.8,237.194285714286
1,430.6,0,"2020-01-04 04:04:00",148.33,-36.0156,108.393363569316,"D","Jindabyne",2233,"New South Wales","2020-01-04 04:00:00","2020-01-03 17:04:00","2020-01-03 17:00:00",-36,148.3,1334.44079589844,28.1,255.231428571429
1,300,0,"2020-07-20 03:29:00",151.485,-30.1681,132.485789280793,"D","Armidale",21312,"New South Wales","2020-07-20 03:00:00","2020-07-19 17:29:00","2020-07-19 17:00:00",-30.2,151.5,1152.57287597656,5.8,196.983918128655
1,315.7,0,"2020-12-26 01:41:00",139.6485,-17.9782,138.639286979789,"D",NA,NA,NA,"2020-12-26 01:00:00","2020-12-25 14:41:00","2020-12-25 14:00:00",-18,139.6,15,31.6,281.66875
1,319.2,0,"2020-05-14 04:36:00",145.0346,-31.4682,120.670275910037,"D","Cobar",3369,"New South Wales","2020-05-14 04:00:00","2020-05-13 18:36:00","2020-05-13 18:00:00",-31.5,145,177.887893676758,13.1,262.697368421053
1,341.5,0,"2020-07-27 00:51:00",142.1577,-13.3381,173.29889970727,"D",NA,NA,NA,"2020-07-27","2020-07-26 14:51:00","2020-07-26 14:00:00",-13.3,142.2,107.323348999023,32.9,197.900584795322
1,330.4,0,"2020-01-04 15:07:00",150.2832,-34.7355,29.3405832287798,"N","Moss Vale",8579,"New South Wales","2020-01-04 15:00:00","2020-01-04 04:07:00","2020-01-04 04:00:00",-34.7,150.3,102.068450927734,20.5,234.864864864865
1,352,0,"2020-01-07 06:15:00",123.1679,-32.485,106.929872639382,"D",NA,NA,NA,"2020-01-07 06:00:00","2020-01-06 19:15:00","2020-01-06 19:00:00",-32.5,123.2,226.215759277344,33.7,242.867567567568
1,339.9,0,"2020-10-14 06:12:00",117.0097,-20.8259,124.434882484482,"D",NA,NA,NA,"2020-10-14 06:00:00","2020-10-13 19:12:00","2020-10-13 19:00:00",-20.8,117,51.4430236816406,35.6,220.862857142857
1,347.4,0,"2020-11-15 06:12:00",118.864,-20.954,116.709996818408,"D",NA,NA,NA,"2020-11-15 06:00:00","2020-11-14 19:12:00","2020-11-14 19:00:00",-21,118.9,140.88948059082,33.1,253.371428571429
1,349.5,0,"2020-01-04 15:07:00",149.277,-37.3309,29.3883633205141,"N","Eden",3151,"New South Wales","2020-01-04 15:00:00","2020-01-04 04:07:00","2020-01-04 04:00:00",-37.3,149.3,408.441284179688,12.9,234.864864864865
1,309.7,0,"2020-01-04 13:29:00",147.8839,-37.0827,14.6512544281885,"N","Orbost",2014,"Victoria","2020-01-04 13:00:00","2020-01-04 02:29:00","2020-01-04 02:00:00",-37.1,147.9,1109.80249023438,10.9,235.845945945946
1,341.2,0,"2020-02-29 04:54:00",141.2811,-36.5718,117.619014349141,"D","Horsham",15134,"Victoria","2020-02-29 04:00:00","2020-02-28 17:54:00","2020-02-28 17:00:00",-36.6,141.3,131.280151367188,20.6,231.54054054054
1,305.8,0,"2020-05-18 15:16:00",116.3656,-32.8914,54.6872295938361,"N","Mandurah",90306,"Western Australia","2020-05-18 15:00:00","2020-05-18 05:16:00","2020-05-18 05:00:00",-32.9,116.4,341.331665039062,7.9,273.837837837838
1,308.5,0,"2020-05-21 06:22:00",115.5371,-31.1461,123.926496861699,"D","Perth",3472,"Tasmania","2020-05-21 06:00:00","2020-05-20 20:22:00","2020-05-20 20:00:00",-31.1,115.5,41.3215942382812,14.4,257.502631578947
1,332.1,0,"2020-05-01 06:46:00",115.8106,-31.5222,116.440937281869,"D","Perth",3472,"Tasmania","2020-05-01 06:00:00","2020-04-30 20:46:00","2020-04-30 20:00:00",-31.5,115.8,83.2507858276367,17.6,250.182051282051
1,336.1,0,"2020-11-07 00:58:00",142.2617,-16.5051,147.102065090684,"D",NA,NA,NA,"2020-11-07","2020-11-06 13:58:00","2020-11-06 13:00:00",-16.5,142.3,42.6171379089355,39.5,263.7
1,307.7,0,"2020-01-11 13:35:00",148.3253,-35.4681,14.2214481071313,"N","Tumut",6230,"New South Wales","2020-01-11 13:00:00","2020-01-11 02:35:00","2020-01-11 02:00:00",-35.5,148.3,988.188720703125,13.2,254
1,339,0,"2020-09-23 01:28:00",136.6853,-12.6098,163.789552252695,"D",NA,NA,NA,"2020-09-23 01:00:00","2020-09-22 15:28:00","2020-09-22 15:00:00",-12.6,136.7,11.2118759155273,29.1,222.886111111111
1,310,0,"2020-05-03 02:11:00",132.3101,-13.5067,164.676453653152,"D","Palmerston",33695,"Northern Territory","2020-05-03 02:00:00","2020-05-02 16:11:00","2020-05-02 16:00:00",-13.5,132.3,167.366897583008,32.6,269.807894736842
1,321.9,0,"2020-11-16 13:03:00",145.6219,-21.1951,2.46660164723552,"N","Charters Towers",8040,"Queensland","2020-11-16 13:00:00","2020-11-16 02:03:00","2020-11-16 02:00:00",-21.2,145.6,334.338562011719,25.6,235.551428571429
1,324.6,0,"2020-10-29 03:49:00",151.0986,-26.0009,119.502326961107,"D","Kingaroy",10020,"Queensland","2020-10-29 03:00:00","2020-10-28 16:49:00","2020-10-28 16:00:00",-26,151.1,354.285125732422,21.6,241.644444444444
1,374.8,0,"2020-11-25 05:09:00",124.7828,-28.2471,117.542730219232,"D",NA,NA,NA,"2020-11-25 05:00:00","2020-11-24 18:09:00","2020-11-24 18:00:00",-28.2,124.8,391.977813720703,37.1,247.764705882353
1,334.5,0,"2020-10-24 00:45:00",141.806,-16.3215,150.971155139001,"D",NA,NA,NA,"2020-10-24","2020-10-23 13:45:00","2020-10-23 13:00:00",-16.3,141.8,18.9112911224365,36.6,257.141176470588
1,311.8,0,"2020-01-25 00:08:00",148.9299,-37.3517,121.045651239762,"D","Orbost",2014,"Victoria","2020-01-25","2020-01-24 13:08:00","2020-01-24 13:00:00",-37.4,148.9,613.89599609375,21.4,243.975
1,320.1,0,"2020-11-06 04:35:00",146.0432,-34.652,108.200987758673,"D","Leeton",7437,"New South Wales","2020-11-06 04:00:00","2020-11-05 17:35:00","2020-11-05 17:00:00",-34.7,146,125.348655700684,15.6,224.752941176471
1,357,0,"2020-10-31 02:30:00",124.8187,-17.5573,148.46183253759,"D",NA,NA,NA,"2020-10-31 02:00:00","2020-10-30 15:30:00","2020-10-30 15:00:00",-17.6,124.8,132.407180786133,39.5,232.275
1,347.6,0,"2020-12-10 04:28:00",142.998,-18.6849,118.268986509549,"D",NA,NA,NA,"2020-12-10 04:00:00","2020-12-09 17:28:00","2020-12-09 17:00:00",-18.7,143,304.997253417969,27,240.662857142857
1,387.8,0,"2020-01-04 13:29:00",149.5609,-37.1355,15.0973904284894,"N","Eden",3151,"New South Wales","2020-01-04 13:00:00","2020-01-04 02:29:00","2020-01-04 02:00:00",-37.1,149.6,520.365844726562,13.4,235.845945945946
1,327.1,0,"2020-09-10 00:25:00",146.6315,-32.9074,152.03550510904,"D","Condobolin",2579,"New South Wales","2020-09-10","2020-09-09 14:25:00","2020-09-09 14:00:00",-32.9,146.6,188.52458190918,19.5,239.762857142857
1,334.7,0,"2020-11-21 05:33:00",124.6169,-28.1789,114.366642867637,"D",NA,NA,NA,"2020-11-21 05:00:00","2020-11-20 18:33:00","2020-11-20 18:00:00",-28.2,124.6,380.029266357422,34.2,246.842857142857
1,342.1,0,"2020-11-04 00:27:00",144.6082,-15.298,148.039775772856,"D",NA,NA,NA,"2020-11-04","2020-11-03 13:27:00","2020-11-03 13:00:00",-15.3,144.6,65.044548034668,35.2,239.564705882353
1,372.9,0,"2020-11-10 04:17:00",142.8774,-12.7467,125.651371557448,"D",NA,NA,NA,"2020-11-10 04:00:00","2020-11-09 17:17:00","2020-11-09 17:00:00",-12.7,142.9,82.8179168701172,26.9,265.534285714286
1,313.7,0,"2020-08-15 01:22:00",144.4653,-14.7758,166.741211350809,"D",NA,NA,NA,"2020-08-15 01:00:00","2020-08-14 15:22:00","2020-08-14 15:00:00",-14.8,144.5,55.2868728637695,33.6,206.32
1,324.3,0,"2020-01-26 23:56:00",149.3706,-36.7181,121.351619720778,"D","Merimbula",3544,"New South Wales","2020-01-26 23:00:00","2020-01-26 12:56:00","2020-01-26 12:00:00",-36.7,149.4,950.579528808594,13.4,252.077142857143
1,305.5,0,"2020-11-18 12:53:00",142.9976,-12.4063,8.4270448114487,"N",NA,NA,NA,"2020-11-18 12:00:00","2020-11-18 01:53:00","2020-11-18 01:00:00",-12.4,143,67.9684982299805,25.4,217.647222222222
1,342.5,0,"2020-10-18 04:10:00",144.6009,-14.8389,128.636611362375,"D",NA,NA,NA,"2020-10-18 04:00:00","2020-10-17 17:10:00","2020-10-17 17:00:00",-14.8,144.6,64.4706115722656,27.9,232.844444444444
1,330.7,0,"2020-11-09 05:12:00",131.739,-12.7699,123.578988227208,"D","Palmerston",33695,"Northern Territory","2020-11-09 05:00:00","2020-11-08 18:12:00","2020-11-08 18:00:00",-12.8,131.7,40.5560188293457,31.4,257.367647058824
1,445.1,0,"2020-01-04 04:04:00",149.4876,-37.4025,106.741363980177,"D","Eden",3151,"New South Wales","2020-01-04 04:00:00","2020-01-03 17:04:00","2020-01-03 17:00:00",-37.4,149.5,122.420623779297,18.1,255.231428571429
1,405.5,0,"2020-01-04 04:04:00",149.5071,-36.11,107.685961943132,"D","Narooma",2605,"New South Wales","2020-01-04 04:00:00","2020-01-03 17:04:00","2020-01-03 17:00:00",-36.1,149.5,1006.48352050781,22.4,255.231428571429
1,312.7,0,"2020-01-26 23:56:00",149.5123,-37.0608,121.076360869426,"D","Eden",3151,"New South Wales","2020-01-26 23:00:00","2020-01-26 12:56:00","2020-01-26 12:00:00",-37.1,149.5,541.974060058594,14.9,252.077142857143
1,348.7,0,"2020-11-12 05:39:00",123.581,-27.2136,115.967987623958,"D",NA,NA,NA,"2020-11-12 05:00:00","2020-11-11 18:39:00","2020-11-11 18:00:00",-27.2,123.6,477.446533203125,27.1,245.525
1,319,0,"2020-07-26 04:36:00",132.7948,-11.4783,131.282863905558,"D",NA,NA,NA,"2020-07-26 04:00:00","2020-07-25 18:36:00","2020-07-25 18:00:00",-11.5,132.8,38.5552711486816,26.1,196.883040935673
1,323.9,0,"2020-11-13 17:18:00",126.6199,-17.6578,42.6546436992178,"N",NA,NA,NA,"2020-11-13 17:00:00","2020-11-13 06:18:00","2020-11-13 06:00:00",-17.7,126.6,404.629943847656,33.2,249.782857142857
1,330.2,0,"2020-03-01 01:18:00",140.5068,-20.8904,150.210436875909,"D",NA,NA,NA,"2020-03-01 01:00:00","2020-02-29 14:18:00","2020-02-29 14:00:00",-20.9,140.5,237.337966918945,37.8,238.502777777778
1,305.3,0,"2020-06-08 04:30:00",146.0548,-32.0991,123.511423121871,"D","Cobar",3369,"New South Wales","2020-06-08 04:00:00","2020-06-07 18:30:00","2020-06-07 18:00:00",-32.1,146.1,254.830535888672,9.5,267.937837837838
1,331.6,0,"2020-09-22 00:46:00",137.0861,-16.8232,163.681987631797,"D",NA,NA,NA,"2020-09-22","2020-09-21 14:46:00","2020-09-21 14:00:00",-16.8,137.1,115.457458496094,37.6,240.745714285714
1,308,0,"2020-09-12 14:01:00",130.4182,-11.6698,19.4975060662059,"N","Darwin",139902,"Northern Territory","2020-09-12 14:00:00","2020-09-12 04:01:00","2020-09-12 04:00:00",-11.7,130.4,65.2759399414062,22.9,257.121621621622
1,311.8,0,"2020-01-03 16:02:00",147.7152,-36.4937,38.6335634762784,"N","Jindabyne",2233,"New South Wales","2020-01-03 16:00:00","2020-01-03 05:02:00","2020-01-03 05:00:00",-36.5,147.7,1175.7626953125,20.7,256.055555555556
1,320,0,"2020-10-06 06:58:00",115.4772,-31.17,114.158387432409,"D","Perth",2141834,"Western Australia","2020-10-06 06:00:00","2020-10-05 19:58:00","2020-10-05 19:00:00",-31.2,115.5,73.5864486694336,15.6,215.769444444444
1,306.7,0,"2020-03-15 13:42:00",136.4409,-14.0344,13.0642298672427,"N",NA,NA,NA,"2020-03-15 13:00:00","2020-03-15 02:42:00","2020-03-15 02:00:00",-14,136.4,18.6136894226074,24.2,266.247222222222
1,305.3,0,"2020-07-14 16:39:00",133.0586,-11.5232,60.2150163983406,"N",NA,NA,NA,"2020-07-14 16:00:00","2020-07-14 06:39:00","2020-07-14 06:00:00",-11.5,133.1,37.3686752319336,23.7,199.281203007519
1,349.5,0,"2020-11-26 04:13:00",148.349,-27.9727,111.519229105184,"D",NA,NA,NA,"2020-11-26 04:00:00","2020-11-25 17:13:00","2020-11-25 17:00:00",-28,148.3,211.429748535156,33.8,251.888571428571
1,314,0,"2020-11-21 13:22:00",141.8544,-18.0064,2.03812265499663,"N",NA,NA,NA,"2020-11-21 13:00:00","2020-11-21 02:22:00","2020-11-21 02:00:00",-18,141.9,64.5249252319336,30,243.457142857143
1,344.4,0,"2020-01-05 03:11:00",152.1286,-29.4569,118.602398667097,"D","Glen Innes",5184,"New South Wales","2020-01-05 03:00:00","2020-01-04 16:11:00","2020-01-04 16:00:00",-29.5,152.1,908.276123046875,23.6,243.234285714286
1,323.3,0,"2020-05-04 05:43:00",126.2307,-16.4447,120.092616635032,"D",NA,NA,NA,"2020-05-04 05:00:00","2020-05-03 19:43:00","2020-05-03 19:00:00",-16.4,126.2,592.228149414062,24.5,254.623076923077
1,353.4,0,"2020-01-01 03:35:00",151.2091,-31.5842,113.724971014569,"D","Quirindi",2602,"New South Wales","2020-01-01 03:00:00","2019-12-31 16:35:00","2019-12-31 16:00:00",-31.6,151.2,950.649291992188,25.3,247.066666666667
1,311.9,0,"2020-01-07 15:38:00",147.6276,-35.809,33.5387371606348,"N","Albury",4804,"New South Wales","2020-01-07 15:00:00","2020-01-07 04:38:00","2020-01-07 04:00:00",-35.8,147.6,532.230712890625,18.4,249.464864864865
1,330.5,0,"2020-07-30 04:07:00",150.1727,-27.2317,124.40045535191,"D",NA,NA,NA,"2020-07-30 04:00:00","2020-07-29 18:07:00","2020-07-29 18:00:00",-27.2,150.2,283.037567138672,15.8,195.385490753912
1,337.6,0,"2020-01-04 04:05:00",151.2945,-31.3226,109.965931925007,"D","Quirindi",2602,"New South Wales","2020-01-04 04:00:00","2020-01-03 17:05:00","2020-01-03 17:00:00",-31.3,151.3,879.3134765625,31.5,255.231428571429
1,326.2,0,"2020-10-28 04:45:00",145.2085,-20.0664,116.296922715964,"D","Charters Towers",8040,"Queensland","2020-10-28 04:00:00","2020-10-27 17:45:00","2020-10-27 17:00:00",-20.1,145.2,575,22,251.727777777778
1,339.7,0,"2020-03-14 05:12:00",126.0572,-17.6236,138.630670478706,"D",NA,NA,NA,"2020-03-14 05:00:00","2020-03-13 18:12:00","2020-03-13 18:00:00",-17.6,126.1,423.813690185547,38.3,249.994444444444
1,355.5,0,"2020-04-30 04:30:00",133.2226,-13.4593,130.361868266261,"D",NA,NA,NA,"2020-04-30 04:00:00","2020-04-29 18:30:00","2020-04-29 18:00:00",-13.5,133.2,361,33.2,262.776923076923
1,324.4,0,"2020-01-11 04:10:00",149.3187,-37.307,107.194594131658,"D","Eden",3151,"New South Wales","2020-01-11 04:00:00","2020-01-10 17:10:00","2020-01-10 17:00:00",-37.3,149.3,599.682861328125,11.8,261.213513513514
1,333.5,0,"2020-07-31 04:54:00",131.1817,-12.2588,128.731566600707,"D","Palmerston",33695,"Northern Territory","2020-07-31 04:00:00","2020-07-30 18:54:00","2020-07-30 18:00:00",-12.3,131.2,12.6309337615967,25.6,265.069444444444
1,312.9,0,"2020-09-21 00:06:00",145.4594,-29.2766,151.593194631387,"D","Bourke",1535,"New South Wales","2020-09-21","2020-09-20 14:06:00","2020-09-20 14:00:00",-29.3,145.5,138.60530090332,34.8,222.516666666667
1,366,0,"2020-11-08 06:02:00",115.5507,-34.3734,113.554221129484,"D","Australind",14539,"Western Australia","2020-11-08 06:00:00","2020-11-07 19:02:00","2020-11-07 19:00:00",-34.4,115.6,47.3342132568359,17.7,253.242424242424
1,330.8,0,"2020-11-20 04:52:00",142.1992,-17.8147,115.362218844694,"D",NA,NA,NA,"2020-11-20 04:00:00","2020-11-19 17:52:00","2020-11-19 17:00:00",-17.8,142.2,95,35.7,235.745714285714
1,305.4,0,"2020-11-27 12:45:00",145.2345,-18.179,5.97942445545415,"N","Innisfail",1091,"Queensland","2020-11-27 12:00:00","2020-11-27 01:45:00","2020-11-27 01:00:00",-18.2,145.2,766.181518554688,19,251.126470588235
1,347.3,0,"2020-01-12 23:43:00",149.1945,-37.7275,116.978035462617,"D","Orbost",2014,"Victoria","2020-01-12 23:00:00","2020-01-12 12:43:00","2020-01-12 12:00:00",-37.7,149.2,198.905288696289,10.9,254.771428571429
1,321.9,0,"2020-09-10 04:48:00",142.2497,-11.9991,115.643535283229,"D","Thursday Island",2805,"Queensland","2020-09-10 04:00:00","2020-09-09 18:48:00","2020-09-09 18:00:00",-12,142.2,25.0062065124512,25.5,221.140540540541
1,353,0,"2020-01-30 23:31:00",149.5094,-36.8669,120.003672963799,"D","Merimbula",3544,"New South Wales","2020-01-30 23:00:00","2020-01-30 12:31:00","2020-01-30 12:00:00",-36.9,149.5,829.352844238281,18.3,252
1,376.8,0,"2020-11-16 05:17:00",126.5986,-17.7186,123.085585618051,"D",NA,NA,NA,"2020-11-16 05:00:00","2020-11-15 18:17:00","2020-11-15 18:00:00",-17.7,126.6,463.658996582031,34.1,240.908823529412
1,346.3,0,"2020-04-06 05:18:00",125.2328,-18.6299,126.119460640359,"D",NA,NA,NA,"2020-04-06 05:00:00","2020-04-05 19:18:00","2020-04-05 19:00:00",-18.6,125.2,119.492485046387,32.8,218.797297297297
1,327.8,0,"2020-06-10 01:34:00",133.7754,-12.907,167.762191952228,"D",NA,NA,NA,"2020-06-10 01:00:00","2020-06-09 15:34:00","2020-06-09 15:00:00",-12.9,133.8,327.906036376953,29.6,272.597368421053
1,345.4,0,"2020-01-01 03:34:00",150.0039,-33.035,113.35637237341,"D","Wallerawang",1980,"New South Wales","2020-01-01 03:00:00","2019-12-31 16:34:00","2019-12-31 16:00:00",-33,150,655.908447265625,21.9,247.066666666667
1,329.9,0,"2020-05-13 05:36:00",126.6551,-16.7755,121.684756443517,"D",NA,NA,NA,"2020-05-13 05:00:00","2020-05-12 19:36:00","2020-05-12 19:00:00",-16.8,126.7,513.894287109375,26,258.623684210526
1,325.8,0,"2020-08-02 04:42:00",129.6344,-14.2314,133.435950502717,"D",NA,NA,NA,"2020-08-02 04:00:00","2020-08-01 18:42:00","2020-08-01 18:00:00",-14.2,129.6,43.7618560791016,24.5,260.4
1,314.1,0,"2020-06-04 06:34:00",116.2734,-30.9138,122.000103265047,"D","Perth",3472,"Western Australia","2020-06-04 06:00:00","2020-06-03 20:34:00","2020-06-03 20:00:00",-30.9,116.3,232.896423339844,17.5,258.662162162162
1,326.4,0,"2020-07-17 04:41:00",144.5483,-16.2433,120.371480629346,"D","Mareeba",8585,"Queensland","2020-07-17 04:00:00","2020-07-16 18:41:00","2020-07-16 18:00:00",-16.2,144.5,810.182495117188,15.7,197.599415204678
1,318.4,0,"2020-04-13 01:03:00",143.4446,-36.0841,151.615672260681,"D","Kerang",3696,"Victoria","2020-04-13 01:00:00","2020-04-12 15:03:00","2020-04-12 15:00:00",-36.1,143.4,109.340126037598,19.7,241.7
1,338.8,0,"2020-10-25 04:12:00",145.4073,-31.1386,117.473762790517,"D","Cobar",3369,"New South Wales","2020-10-25 04:00:00","2020-10-24 17:12:00","2020-10-24 17:00:00",-31.1,145.4,209,17.5,263.475
1,317.6,0,"2020-04-02 05:39:00",117.8041,-30.692,137.031954339956,"D",NA,NA,NA,"2020-04-02 05:00:00","2020-04-01 18:39:00","2020-04-01 18:00:00",-30.7,117.8,357.809204101562,22.6,241.916216216216
1,323.3,0,"2020-11-02 23:46:00",150.692,-25.1639,137.746607943349,"D","Gladstone",34703,"Queensland","2020-11-02 23:00:00","2020-11-02 12:46:00","2020-11-02 12:00:00",-25.2,150.7,375.474487304688,17.5,251.305882352941
1,366.3,0,"2020-01-04 04:04:00",148.3259,-35.8417,108.525580358057,"D","Tumut",6230,"New South Wales","2020-01-04 04:00:00","2020-01-03 17:04:00","2020-01-03 17:00:00",-35.8,148.3,1089.73864746094,29.2,255.231428571429
1,340.4,0,"2020-01-13 03:58:00",147.4051,-36.9583,110.396860851529,"D","Albury",4804,"New South Wales","2020-01-13 03:00:00","2020-01-12 16:58:00","2020-01-12 16:00:00",-37,147.4,1248.49670410156,17,263.705555555556
1,341.5,0,"2020-11-06 04:41:00",134.2626,-15.2178,126.995380414762,"D",NA,NA,NA,"2020-11-06 04:00:00","2020-11-05 17:41:00","2020-11-05 17:00:00",-15.2,134.3,77.0788116455078,35.8,224.752941176471
1,314.3,0,"2020-04-16 03:12:00",116.5013,-31.4562,154.729148279151,"D","Perth",2141834,"Tasmania","2020-04-16 03:00:00","2020-04-15 17:12:00","2020-04-15 17:00:00",-31.5,116.5,256.599456787109,24.5,203.135135135135
1,333.7,0,"2020-09-20 03:47:00",142.2851,-12.4958,128.725591374723,"D",NA,NA,NA,"2020-09-20 03:00:00","2020-09-19 17:47:00","2020-09-19 17:00:00",-12.5,142.3,84.0472183227539,29.9,210.722222222222
1,329.7,0,"2020-05-06 05:30:00",122.8243,-17.8934,126.654730455193,"D",NA,NA,NA,"2020-05-06 05:00:00","2020-05-05 19:30:00","2020-05-05 19:00:00",-17.9,122.8,28.6950035095215,35.8,252.065789473684
1,327.3,0,"2020-11-20 00:27:00",142.1858,-17.8588,140.599807680967,"D",NA,NA,NA,"2020-11-20","2020-11-19 13:27:00","2020-11-19 13:00:00",-17.9,142.2,93.2792892456055,39.4,245.657575757576
1,339.1,0,"2020-11-04 04:53:00",125.0635,-16.4953,131.393256036564,"D",NA,NA,NA,"2020-11-04 04:00:00","2020-11-03 17:53:00","2020-11-03 17:00:00",-16.5,125.1,281.132171630859,33.9,237.194285714286
1,324.7,0,"2020-06-11 05:05:00",128.8843,-17.1474,128.184851500574,"D",NA,NA,NA,"2020-06-11 05:00:00","2020-06-10 19:05:00","2020-06-10 19:00:00",-17.1,128.9,163.323913574219,29.5,255.194594594595
1,319.2,0,"2020-04-23 05:57:00",116.7929,-31.9692,125.005595151384,"D","Perth",3472,"Western Australia","2020-04-23 05:00:00","2020-04-22 19:57:00","2020-04-22 19:00:00",-32,116.8,210.517547607422,20,191.704453441296
1,321.5,0,"2020-07-03 04:29:00",142.1973,-13.0147,124.015504167315,"D",NA,NA,NA,"2020-07-03 04:00:00","2020-07-02 18:29:00","2020-07-02 18:00:00",-13,142.2,59.9746284484863,27.2,202.941176470588
1,340.6,0,"2020-01-04 15:07:00",149.9088,-35.4433,29.2477294383062,"N","Surfside",1371,"New South Wales","2020-01-04 15:00:00","2020-01-04 04:07:00","2020-01-04 04:00:00",-35.4,149.9,688.195434570312,15.6,234.864864864865
1,376.1,0,"2020-11-18 02:18:00",125.0168,-18.2324,142.612263227907,"D",NA,NA,NA,"2020-11-18 02:00:00","2020-11-17 15:18:00","2020-11-17 15:00:00",-18.2,125,129.933120727539,36.8,237.538888888889
1,349.7,0,"2020-11-02 00:40:00",138.638,-16.8901,146.24105291002,"D",NA,NA,NA,"2020-11-02","2020-11-01 13:40:00","2020-11-01 13:00:00",-16.9,138.6,3.22151112556458,35.8,259.723529411765
1,303.9,0,"2020-06-23 03:48:00",151.9315,-29.9351,128.056506844268,"D","Glen Innes",5184,"New South Wales","2020-06-23 03:00:00","2020-06-22 17:48:00","2020-06-22 17:00:00",-29.9,151.9,1228.91333007812,3.2,262.380555555556
1,329.5,0,"2020-01-01 12:59:00",148.2608,-35.8112,12.9732480959767,"N","Tumut",6230,"New South Wales","2020-01-01 12:00:00","2020-01-01 01:59:00","2020-01-01 01:00:00",-35.8,148.3,1143.00817871094,10.8,248.116666666667
1,330.2,0,"2020-11-11 04:59:00",137.1892,-16.0869,119.805037666875,"D",NA,NA,NA,"2020-11-11 04:00:00","2020-11-10 17:59:00","2020-11-10 17:00:00",-16.1,137.2,5.74595546722412,29.1,252.66
1,354.6,0,"2020-01-04 04:04:00",146.9609,-37.0145,108.359946117217,"D","Mansfield",3999,"Victoria","2020-01-04 04:00:00","2020-01-03 17:04:00","2020-01-03 17:00:00",-37,147,775.914428710938,22.2,255.231428571429
1,327.1,0,"2020-02-04 03:22:00",149.7036,-35.7632,119.646890903759,"D","Batehaven",1776,"New South Wales","2020-02-04 03:00:00","2020-02-03 16:22:00","2020-02-03 16:00:00",-35.8,149.7,779.656066894531,13.8,253.667567567568
1,327.8,0,"2020-07-15 04:54:00",133.1541,-15.0113,127.575757994555,"D",NA,NA,NA,"2020-07-15 04:00:00","2020-07-14 18:54:00","2020-07-14 18:00:00",-15,133.2,157.850326538086,24.9,196.695906432749
1,328.2,0,"2020-01-04 15:06:00",150.2319,-32.6331,28.5884434532181,"N","Denman",1547,"New South Wales","2020-01-04 15:00:00","2020-01-04 04:06:00","2020-01-04 04:00:00",-32.6,150.2,806.6845703125,25.7,234.864864864865
1,327.1,0,"2020-06-02 05:13:00",132.7681,-12.6587,120.996633896511,"D","Palmerston",33695,"Northern Territory","2020-06-02 05:00:00","2020-06-01 19:13:00","2020-06-01 19:00:00",-12.7,132.8,30.6818599700928,29.8,250.294736842105
1,317.7,0,"2020-05-03 06:34:00",115.5222,-31.1575,119.467264801642,"D","Perth",2141834,"Tasmania","2020-05-03 06:00:00","2020-05-02 20:34:00","2020-05-02 20:00:00",-31.2,115.5,44.8406791687012,20,266.435135135135
1,325.2,0,"2020-06-24 04:35:00",135.5706,-14.0571,128.648349766529,"D",NA,NA,NA,"2020-06-24 04:00:00","2020-06-23 18:35:00","2020-06-23 18:00:00",-14.1,135.6,32.8683166503906,21.7,198.781954887218
1,317.9,0,"2020-07-14 01:21:00",133.9845,-11.934,169.862553882586,"D",NA,NA,NA,"2020-07-14 01:00:00","2020-07-13 15:21:00","2020-07-13 15:00:00",-11.9,134,13.3599996566772,30.2,195.171745152355
1,323.7,0,"2020-06-24 04:36:00",134.0894,-13.2897,129.525144153943,"D",NA,NA,NA,"2020-06-24 04:00:00","2020-06-23 18:36:00","2020-06-23 18:00:00",-13.3,134.1,237.833679199219,26.5,198.781954887218
1,343,0,"2020-06-02 05:12:00",131.106,-13.907,123.152232858529,"D","Palmerston",33695,"Northern Territory","2020-06-02 05:00:00","2020-06-01 19:12:00","2020-06-01 19:00:00",-13.9,131.1,53.0745811462402,27.9,250.294736842105
